Time,ChActive,HwTSet,HwActive,PrimT,ActPow,HwTOutlet,PrimTSet
2017-11-09T04:21:25.652Z,,0,,,,19.6,
2017-11-09T04:21:35.652Z,,0,,,,19.6,
2017-11-09T04:21:45.652Z,,0,,,,19.6,
2017-11-09T04:21:55.658Z,,0,,,,19.6,
2017-11-09T04:22:05.658Z,,0,,,,19.6,
2017-11-09T04:22:15.742Z,,0,,,,19.6,
2017-11-09T04:22:25.653Z,,0,,,,19.6,
2017-11-09T04:22:35.653Z,,0,,,,19.6,
2017-11-09T04:22:45.653Z,,0,,30.3,,19.6,
2017-11-09T04:22:55.652Z,,0,,,,19.6,
2017-11-09T04:23:05.656Z,,0,,,,19.6,
2017-11-09T04:23:25.653Z,,0,,,,19.6,
2017-11-09T04:23:35.653Z,,0,,,,19.6,
2017-11-09T04:23:45.652Z,,0,,,,19.6,
2017-11-09T04:23:55.659Z,,0,,,,19.6,
2017-11-09T04:24:05.653Z,,0,,,,19.6,
2017-11-09T04:24:25.653Z,,0,,,,19.6,
2017-11-09T04:24:35.653Z,,0,,,,19.6,
2017-11-09T04:24:45.653Z,,0,,,,19.6,
2017-11-09T04:24:55.653Z,,0,,,,19.6,
2017-11-09T04:25:05.889Z,,0,,,,19.6,
2017-11-09T04:25:15.744Z,,0,,,,19.6,
2017-11-09T04:25:30.755Z,,0,,,,19.6,
2017-11-09T04:25:35.659Z,,0,,30.2,,19.6,
2017-11-09T04:25:45.656Z,,0,,,,19.6,
2017-11-09T04:25:55.653Z,,0,,,,19.6,
2017-11-09T04:26:05.653Z,,0,,,,19.6,
2017-11-09T04:26:15.733Z,,0,,,,19.6,
2017-11-09T04:26:25.654Z,,0,,,,19.6,
2017-11-09T04:26:35.653Z,,0,,,,19.6,
2017-11-09T04:26:45.654Z,,0,,,,19.6,
2017-11-09T04:26:55.654Z,,0,,,,19.6,
2017-11-09T04:27:05.653Z,,0,,,,19.6,
2017-11-09T04:27:15.740Z,,0,,,,19.6,
2017-11-09T04:27:25.655Z,,0,,,,19.6,
2017-11-09T04:27:35.654Z,,0,,,,19.6,
2017-11-09T04:27:45.653Z,,0,,,,19.6,
2017-11-09T04:27:55.653Z,,0,,,,19.6,
2017-11-09T04:28:05.654Z,,0,,,,19.6,
2017-11-09T04:28:15.744Z,,0,,,,19.6,
2017-11-09T04:28:25.654Z,,0,,30.1,,19.6,
2017-11-09T04:28:35.657Z,,0,,,,19.6,
2017-11-09T04:28:45.657Z,,0,,,,19.6,
2017-11-09T04:28:55.656Z,,0,,,,19.6,
2017-11-09T04:29:05.654Z,,0,,,,19.6,
2017-11-09T04:29:15.734Z,,0,,,,19.6,
2017-11-09T04:29:25.654Z,,0,,,,19.6,
2017-11-09T04:29:35.653Z,,0,,,,19.6,
2017-11-09T04:29:45.653Z,,0,,,,19.6,
2017-11-09T04:29:55.654Z,,0,,,,19.6,
2017-11-09T04:30:05.653Z,,0,,,,19.6,
2017-11-09T04:30:15.740Z,,0,,,,19.6,
2017-11-09T04:30:25.654Z,,0,,,,19.6,
2017-11-09T04:30:35.655Z,,0,,,,19.6,
2017-11-09T04:30:45.656Z,,0,,,,19.6,
2017-11-09T04:30:55.666Z,,0,,30,,19.6,
2017-11-09T04:31:05.654Z,,0,,,,19.6,
2017-11-09T04:31:15.746Z,,0,,,,19.6,
2017-11-09T04:31:25.654Z,,0,,,,19.6,
2017-11-09T04:31:35.654Z,,0,,,,19.6,
2017-11-09T04:31:45.653Z,,0,,,,19.6,
2017-11-09T04:31:55.654Z,,0,,,,19.6,
2017-11-09T04:32:05.653Z,,0,,,,19.6,
2017-11-09T04:32:15.744Z,,0,,,,19.6,
2017-11-09T04:32:25.654Z,,0,,,,19.6,
2017-11-09T04:32:35.655Z,,0,,,,19.6,
2017-11-09T04:32:45.659Z,,0,,,,19.6,
2017-11-09T04:32:55.654Z,,0,,,,19.6,
2017-11-09T04:33:05.881Z,,0,,,,19.4,
2017-11-09T04:33:15.735Z,,0,,,,19.6,
2017-11-09T04:33:25.653Z,,0,,30,,19.6,
2017-11-09T04:33:35.654Z,,0,,29.9,,19.6,
2017-11-09T04:33:45.656Z,,0,,29.9,,19.6,
2017-11-09T04:33:55.655Z,,0,,29.9,,19.4,
2017-11-09T04:34:05.654Z,,0,,,,19.6,
2017-11-09T04:34:15.734Z,,0,,,,19.6,
2017-11-09T04:34:25.660Z,,0,,,,19.6,
2017-11-09T04:34:35.654Z,,0,,,,19.6,
2017-11-09T04:34:45.654Z,,0,,,,19.6,
2017-11-09T04:34:55.661Z,,0,,,,19.6,
2017-11-09T04:35:05.654Z,,0,,,,19.4,
2017-11-09T04:35:15.740Z,,0,,,,19.4,
2017-11-09T04:35:25.655Z,,0,,,,19.4,
2017-11-09T04:35:35.654Z,,0,,,,19.4,
2017-11-09T04:35:45.654Z,,0,,,,19.4,
2017-11-09T04:35:55.654Z,,0,,,,19.4,
2017-11-09T04:36:05.655Z,,0,,,,19.6,
2017-11-09T04:36:15.743Z,,0,,,,19.4,
2017-11-09T04:36:25.654Z,,0,,29.9,,19.4,
2017-11-09T04:36:35.655Z,,0,,29.8,,19.4,
2017-11-09T04:36:45.661Z,,0,,,,19.4,
2017-11-09T04:36:55.656Z,,0,,,,19.4,
2017-11-09T04:37:05.654Z,,0,,,,19.4,
2017-11-09T04:37:15.744Z,,0,,,,19.4,
2017-11-09T04:37:25.657Z,,0,,,,19.4,
2017-11-09T04:37:35.654Z,,0,,,,19.6,
2017-11-09T04:37:45.655Z,,0,,,,19.4,
2017-11-09T04:37:55.654Z,,0,,,,19.4,
2017-11-09T04:38:05.655Z,,0,,,,19.4,
2017-11-09T04:38:15.829Z,,0,,,,19.4,
2017-11-09T04:38:25.655Z,,0,,,,19.4,
2017-11-09T04:38:35.654Z,,0,,,,19.4,
2017-11-09T04:38:45.655Z,,0,,,,19.4,
2017-11-09T04:38:55.654Z,,0,,,,19.4,
2017-11-09T04:39:05.655Z,,0,,,,19.4,
2017-11-09T04:39:15.748Z,,0,,29.6,,19.4,
2017-11-09T04:39:25.655Z,,0,,,,19.4,
2017-11-09T04:39:35.659Z,,0,,,,19.4,
2017-11-09T04:39:45.655Z,,0,,,,19.4,
2017-11-09T04:39:55.659Z,,0,,,,19.4,
2017-11-09T04:40:05.656Z,,0,,,,19.4,
2017-11-09T04:40:15.735Z,,0,,,,19.4,
2017-11-09T04:40:25.655Z,,0,,,,19.4,
2017-11-09T04:40:35.655Z,,0,,,,19.4,
2017-11-09T04:40:45.655Z,,0,,,,19.4,
2017-11-09T04:40:55.655Z,,0,,,,19.4,
2017-11-09T04:41:05.656Z,,0,,,,19.4,
2017-11-09T04:41:15.742Z,,0,,,,19.4,
2017-11-09T04:41:25.655Z,,0,,,,19.4,
2017-11-09T04:41:35.655Z,,0,,,,19.4,
2017-11-09T04:41:45.656Z,,0,,,,19.4,
2017-11-09T04:41:55.656Z,,0,,,,19.4,
2017-11-09T04:42:05.655Z,,0,,,,19.4,
2017-11-09T04:42:15.745Z,,0,,,,19.4,
2017-11-09T04:42:25.655Z,,0,,29.5,,19.4,
2017-11-09T04:42:35.655Z,,0,,,,19.4,
2017-11-09T04:42:45.656Z,,0,,,,19.4,
2017-11-09T04:42:55.655Z,,0,,,,19.4,
2017-11-09T04:43:05.662Z,,0,,,,19.4,
2017-11-09T04:43:15.750Z,,0,,,,19.4,
2017-11-09T04:43:25.657Z,,0,,,,19.4,
2017-11-09T04:43:35.656Z,,0,,,,19.4,
2017-11-09T04:43:45.656Z,,0,,,,19.4,
2017-11-09T04:43:55.657Z,,0,,,,19.4,
2017-11-09T04:44:05.656Z,,0,,,,19.4,
2017-11-09T04:44:25.656Z,,0,,,,19.4,
2017-11-09T04:44:35.661Z,,0,,,,19.4,
2017-11-09T04:44:55.656Z,,0,,,,19.4,
2017-11-09T04:45:05.657Z,,0,,,,19.4,
2017-11-09T04:45:15.745Z,,,,29.4,,,
2017-11-09T04:45:25.668Z,,0,,,,19.4,
2017-11-09T04:45:35.659Z,,0,,,,19.4,
2017-11-09T04:45:45.656Z,,0,,,,19.4,
2017-11-09T04:45:55.656Z,,0,,,,19.4,
2017-11-09T04:46:05.655Z,,0,,,,19.4,
2017-11-09T04:46:15.737Z,,0,,,,19.4,
2017-11-09T04:46:25.659Z,,0,,,,19.4,
2017-11-09T04:46:45.657Z,,0,,,,19.4,
2017-11-09T04:46:55.657Z,,0,,,,19.4,
2017-11-09T04:47:05.656Z,,0,,,,19.4,
2017-11-09T04:47:15.751Z,,0,,,,19.4,
2017-11-09T04:47:25.658Z,,0,,,,19.4,
2017-11-09T04:47:35.656Z,,0,,,,19.4,
2017-11-09T04:47:45.661Z,,0,,,,19.4,
2017-11-09T04:47:55.656Z,,,,29.3,,,
2017-11-09T04:48:05.661Z,,0,,29.4,,19.4,
2017-11-09T04:48:15.738Z,,0,,,,19.4,
2017-11-09T04:48:25.658Z,,0,,29.3,,19.4,
2017-11-09T04:48:45.657Z,,0,,,,19.4,
2017-11-09T04:48:55.659Z,,0,,,,19.4,
2017-11-09T04:49:05.658Z,,0,,,,19.4,
2017-11-09T04:49:15.765Z,,0,,,,19.4,
2017-11-09T04:49:25.678Z,,0,,,,19.4,
2017-11-09T04:49:35.656Z,,0,,,,19.4,
2017-11-09T04:49:45.660Z,,0,,,,19.4,
2017-11-09T04:49:55.661Z,,0,,,,19.4,
2017-11-09T04:50:15.746Z,,0,,,,19.4,
2017-11-09T04:50:25.659Z,,0,,,,19.4,
2017-11-09T04:50:35.657Z,,0,,,,19.4,
2017-11-09T04:50:45.659Z,,0,,,,19.4,
2017-11-09T04:50:55.658Z,,0,,,,19.4,
2017-11-09T04:51:05.656Z,,0,,,,19.4,
2017-11-09T04:51:25.660Z,,0,,,,19.4,
2017-11-09T04:51:35.657Z,,0,,29.2,,19.4,
2017-11-09T04:51:45.659Z,,0,,,,19.4,
2017-11-09T04:51:55.660Z,,0,,,,19.3,
2017-11-09T04:52:05.660Z,,0,,,,19.4,
2017-11-09T04:52:15.751Z,,0,,,,19.4,
2017-11-09T04:52:35.671Z,,0,,,,19.4,
2017-11-09T04:52:45.657Z,,0,,,,19.4,
2017-11-09T04:52:55.656Z,,0,,,,19.3,
2017-11-09T04:53:15.747Z,,0,,,,19.4,
2017-11-09T04:53:25.661Z,,0,,,,19.4,
2017-11-09T04:53:45.657Z,,0,,,,19.4,
2017-11-09T04:54:05.663Z,,0,,,,19.4,
2017-11-09T04:54:15.747Z,,0,,,,19.3,
2017-11-09T04:54:25.661Z,,0,,29,,19.3,
2017-11-09T04:54:45.662Z,,0,,,,19.3,
2017-11-09T04:54:55.661Z,,0,,,,19.3,
2017-11-09T04:55:15.746Z,,0,,,,19.3,
2017-11-09T04:55:25.659Z,,0,,,,19.4,
2017-11-09T04:55:35.663Z,,0,,,,19.3,
2017-11-09T04:55:45.661Z,,0,,,,19.3,
2017-11-09T04:56:05.658Z,,0,,,,19.3,
2017-11-09T04:56:25.662Z,,0,,,,19.3,
2017-11-09T04:56:45.657Z,,0,,,,19.3,
2017-11-09T04:56:55.660Z,,0,,,,19.3,
2017-11-09T04:57:05.667Z,,,,29,,,
2017-11-09T04:57:15.737Z,,0,,28.9,,19.3,
2017-11-09T04:57:25.658Z,,0,,,,19.3,
2017-11-09T04:57:35.657Z,,0,,28.9,,19.3,
2017-11-09T04:57:45.657Z,,0,,,,19.3,
2017-11-09T04:58:05.657Z,,0,,,,19.3,
2017-11-09T04:58:15.747Z,,0,,,,19.3,
2017-11-09T04:58:35.658Z,,0,,,,19.3,
2017-11-09T04:58:55.658Z,,0,,,,19.3,
2017-11-09T04:59:05.658Z,,0,,,,19.3,
2017-11-09T04:59:15.751Z,,0,,,,19.3,
2017-11-09T04:59:25.658Z,,0,,,,19.3,
2017-11-09T04:59:45.658Z,,0,,,,19.3,
2017-11-09T05:00:05.660Z,,0,,,,19.3,
2017-11-09T05:00:15.750Z,,0,,,,19.3,
2017-11-09T05:00:25.658Z,,,,28.8,,,
2017-11-09T05:00:35.658Z,,0,,28.9,,19.3,
2017-11-09T05:00:45.659Z,,0,,28.8,,19.3,
2017-11-09T05:00:55.662Z,,0,,,,19.3,
2017-11-09T05:01:15.748Z,,0,,,,19.3,
2017-11-09T05:01:25.658Z,,0,,,,19.3,
2017-11-09T05:01:35.658Z,,0,,,,19.3,
2017-11-09T05:01:45.658Z,,0,,,,19.3,
2017-11-09T05:01:55.660Z,,0,,,,19.3,
2017-11-09T05:02:05.658Z,,0,,,,19.3,
2017-11-09T05:02:25.658Z,,0,,,,19.3,
2017-11-09T05:02:45.658Z,,0,,,,19.3,
2017-11-09T05:02:55.658Z,,0,,,,19.3,
2017-11-09T05:03:05.658Z,,0,,,,19.3,
2017-11-09T05:03:15.738Z,,0,,,,19.3,
2017-11-09T05:03:35.669Z,,0,,28.7,,19.3,
2017-11-09T05:03:45.658Z,,0,,,,19.3,
2017-11-09T05:04:05.658Z,,0,,,,19.3,
2017-11-09T05:04:15.749Z,,0,,,,19.3,
2017-11-09T05:04:35.833Z,,0,,,,19.3,
2017-11-09T05:04:45.798Z,,0,,,,19.3,
2017-11-09T05:04:55.741Z,,0,,,,19.3,
2017-11-09T05:05:05.659Z,,0,,,,19.3,
2017-11-09T05:05:15.756Z,,0,,,,19.3,
2017-11-09T05:05:25.659Z,,0,,,,19.3,
2017-11-09T05:05:35.659Z,0,,0,28.7,0,,5
2017-11-09T05:05:45.658Z,,0,,,,19.3,
2017-11-09T05:05:55.663Z,,0,,,,19.3,
2017-11-09T05:06:15.749Z,,0,,,,19.3,
2017-11-09T05:06:25.659Z,,0,,,,19.3,
2017-11-09T05:06:35.659Z,,0,,,,19.3,
2017-11-09T05:06:45.659Z,,0,,,,19.3,
2017-11-09T05:06:55.659Z,,0,,28.6,,19.3,
2017-11-09T05:07:05.659Z,,0,,,,19.3,
2017-11-09T05:07:25.659Z,,0,,,,19.3,
2017-11-09T05:07:35.660Z,,0,,,,19.3,
2017-11-09T05:07:45.663Z,,0,,,,19.3,
2017-11-09T05:08:05.664Z,,0,,,,19.3,
2017-11-09T05:08:15.749Z,,0,,,,19.3,
2017-11-09T05:08:25.659Z,,0,,,,19.3,
2017-11-09T05:08:35.659Z,,0,,,,19.3,
2017-11-09T05:08:45.659Z,,0,,,,19.3,
2017-11-09T05:08:55.659Z,,0,,,,19.3,
2017-11-09T05:09:05.660Z,,0,,,,19.3,
2017-11-09T05:09:15.739Z,,0,,,,19.3,
2017-11-09T05:09:25.659Z,,0,,,,19.3,
2017-11-09T05:09:35.659Z,,0,,,,19.3,
2017-11-09T05:09:45.659Z,,0,,,,19.3,
2017-11-09T05:10:05.660Z,,0,,28.4,,19.3,
2017-11-09T05:10:15.740Z,,0,,,,19.3,
2017-11-09T05:10:25.663Z,,0,,,,19.3,
2017-11-09T05:10:35.914Z,,0,,,,19.3,
2017-11-09T05:10:45.662Z,,0,,,,19.3,
2017-11-09T05:11:05.914Z,,0,,,,19.3,
2017-11-09T05:11:15.710Z,,0,,,,19.3,
2017-11-09T05:11:25.660Z,,0,,,,19.3,
2017-11-09T05:11:35.659Z,,0,,,,19.3,
2017-11-09T05:11:45.669Z,,0,,,,19.3,
2017-11-09T05:11:55.660Z,,0,,,,19.3,
2017-11-09T05:12:05.659Z,,0,,,,19.3,
2017-11-09T05:12:15.740Z,,0,,,,19.3,
2017-11-09T05:12:25.660Z,,0,,,,19.3,
2017-11-09T05:12:35.664Z,,0,,,,19.3,
2017-11-09T05:12:45.690Z,,0,,,,19.3,
2017-11-09T05:12:55.660Z,,0,,,,19.3,
2017-11-09T05:13:05.660Z,,0,,,,19.3,
2017-11-09T05:13:15.773Z,,0,,,,19.3,
2017-11-09T05:13:25.660Z,,0,,,,19.3,
2017-11-09T05:13:35.660Z,,0,,,,19.3,
2017-11-09T05:13:45.665Z,,0,,28.3,,19.3,
2017-11-09T05:13:55.660Z,,0,,,,19.3,
2017-11-09T05:14:05.659Z,,0,,,,19.3,
2017-11-09T05:14:15.751Z,,0,,,,19.3,
2017-11-09T05:14:25.660Z,,0,,,,19.3,
2017-11-09T05:14:35.660Z,,0,,,,19.3,
2017-11-09T05:14:45.676Z,,0,,,,19.3,
2017-11-09T05:14:55.693Z,,0,,,,19.3,
2017-11-09T05:15:05.660Z,,0,,,,19.2,
2017-11-09T05:15:15.770Z,,0,,,,19.3,
2017-11-09T05:15:25.665Z,,0,,,,19.3,
2017-11-09T05:15:35.660Z,,0,,,,19.2,
2017-11-09T05:15:45.665Z,,0,,,,19.3,
2017-11-09T05:15:55.661Z,,0,,,,19.3,
2017-11-09T05:16:05.660Z,,0,,,,19.3,
2017-11-09T05:16:15.757Z,,0,,,,19.3,
2017-11-09T05:16:25.660Z,,0,,,,19.2,
2017-11-09T05:16:35.660Z,,0,,,,19.3,
2017-11-09T05:16:45.667Z,,0,,,,19.2,
2017-11-09T05:16:55.663Z,,0,,,,19.3,
2017-11-09T05:17:05.660Z,,0,,28.2,,19.3,
2017-11-09T05:17:15.760Z,,0,,,,19.2,
2017-11-09T05:17:25.661Z,,0,,,,19.2,
2017-11-09T05:17:35.660Z,,0,,,,19.2,
2017-11-09T05:17:45.664Z,,0,,,,19.3,
2017-11-09T05:17:55.660Z,,0,,,,19.3,
2017-11-09T05:18:05.660Z,,0,,,,19.2,
2017-11-09T05:18:15.742Z,,0,,,,19.3,
2017-11-09T05:18:25.667Z,,0,,,,19.2,
2017-11-09T05:18:35.662Z,,0,,,,19.2,
2017-11-09T05:18:45.660Z,,0,,,,19.2,
2017-11-09T05:18:55.660Z,,0,,,,19.2,
2017-11-09T05:19:05.661Z,,0,,,,19.2,
2017-11-09T05:19:15.742Z,,0,,,,19.2,
2017-11-09T05:19:25.660Z,,0,,,,19.2,
2017-11-09T05:19:35.660Z,,0,,,,19.2,
2017-11-09T05:19:45.665Z,,0,,,,19.2,
2017-11-09T05:19:55.663Z,,0,,,,19.2,
2017-11-09T05:20:05.660Z,,0,,,,19.2,
2017-11-09T05:20:15.810Z,,0,,,,19.2,
2017-11-09T05:20:25.666Z,,0,,28.1,,19.2,
2017-11-09T05:20:35.675Z,,0,,,,19.2,
2017-11-09T05:20:45.663Z,,0,,,,19.2,
2017-11-09T05:20:55.661Z,,0,,,,19.2,
2017-11-09T05:21:05.660Z,,0,,,,19.2,
2017-11-09T05:21:15.802Z,,0,,,,19.2,
2017-11-09T05:21:25.666Z,,0,,,,19.2,
2017-11-09T05:21:35.661Z,,0,,,,19.2,
2017-11-09T05:21:45.896Z,,0,,,,19.2,
2017-11-09T05:21:55.664Z,,0,,,,19.2,
2017-11-09T05:22:05.662Z,,0,,,,19.2,
2017-11-09T05:22:15.753Z,,0,,,,19.2,
2017-11-09T05:22:25.680Z,,0,,,,19.2,
2017-11-09T05:22:35.661Z,,0,,,,19.2,
2017-11-09T05:22:45.664Z,,0,,,,19.2,
2017-11-09T05:22:55.663Z,,0,,,,19.2,
2017-11-09T05:23:05.665Z,,0,,,,19.2,
2017-11-09T05:23:15.752Z,,0,,,,19.2,
2017-11-09T05:23:25.661Z,,0,,,,19.2,
2017-11-09T05:23:35.661Z,,0,,,,19.2,
2017-11-09T05:23:45.666Z,,0,,,,19.2,
2017-11-09T05:23:55.664Z,,0,,28,,19.2,
2017-11-09T05:24:05.661Z,,0,,,,19.2,
2017-11-09T05:24:15.741Z,,0,,,,19.2,
2017-11-09T05:24:25.661Z,,0,,,,19.2,
2017-11-09T05:24:35.661Z,,0,,,,19.2,
2017-11-09T05:24:45.665Z,,0,,,,19.2,
2017-11-09T05:24:55.662Z,,0,,,,19.2,
2017-11-09T05:25:05.661Z,,0,,,,19.2,
2017-11-09T05:25:15.741Z,,0,,,,19.2,
2017-11-09T05:25:25.662Z,,0,,,,19.2,
2017-11-09T05:25:35.662Z,,0,,,,19.2,
2017-11-09T05:25:45.666Z,,0,,,,19.2,
2017-11-09T05:25:55.661Z,,0,,,,19.2,
2017-11-09T05:26:05.662Z,,0,,,,19.2,
2017-11-09T05:26:15.781Z,,0,,,,19.2,
2017-11-09T05:26:25.665Z,,0,,,,19.2,
2017-11-09T05:26:35.667Z,,0,,,,19.2,
2017-11-09T05:26:45.666Z,,0,,,,19.2,
2017-11-09T05:26:55.661Z,,0,,28,,19.2,
2017-11-09T05:27:05.662Z,,0,,27.8,,19.2,
2017-11-09T05:27:15.744Z,,0,,27.8,,19.2,
2017-11-09T05:27:25.665Z,,0,,,,19.2,
2017-11-09T05:27:35.670Z,,0,,,,19.2,
2017-11-09T05:27:45.662Z,,0,,,,19.2,
2017-11-09T05:27:55.662Z,,0,,,,19.2,
2017-11-09T05:28:05.667Z,,0,,,,19.2,
2017-11-09T05:28:15.751Z,,0,,,,19.2,
2017-11-09T05:28:25.666Z,,0,,,,19.2,
2017-11-09T05:28:35.674Z,,0,,,,19.2,
2017-11-09T05:28:45.680Z,,0,,,,19.2,
2017-11-09T05:28:55.662Z,,0,,,,19.2,
2017-11-09T05:29:05.667Z,,0,,,,19.2,
2017-11-09T05:29:15.752Z,,0,,,,19.2,
2017-11-09T05:29:25.666Z,,0,,,,19.2,
2017-11-09T05:29:35.663Z,,0,,,,19.2,
2017-11-09T05:29:45.662Z,,0,,,,19.2,
2017-11-09T05:29:55.667Z,,0,,,,19.2,
2017-11-09T05:30:05.665Z,,0,,,,19.2,
2017-11-09T05:30:15.977Z,,0,,,,19.2,
2017-11-09T05:30:25.662Z,,54,,,,19.2,
2017-11-09T05:30:35.664Z,,54,,,,19.2,
2017-11-09T05:30:45.681Z,,54,,,,19.2,
2017-11-09T05:30:55.668Z,,54,,27.7,,19.2,
2017-11-09T05:31:05.662Z,,54,,,,19.2,
2017-11-09T05:31:15.752Z,,54,,,,19.2,
2017-11-09T05:31:25.663Z,,54,,,,19.2,
2017-11-09T05:31:35.662Z,,54,,,,19.2,
2017-11-09T05:31:45.662Z,,54,,,,19.2,
2017-11-09T05:31:55.667Z,,54,,,,19.2,
2017-11-09T05:32:05.663Z,,54,,,,19.2,
2017-11-09T05:32:15.752Z,,54,,,,19.2,
2017-11-09T05:32:25.663Z,,54,,,,19.2,
2017-11-09T05:32:35.662Z,,54,,,,19.2,
2017-11-09T05:32:45.668Z,,54,,,,19.2,
2017-11-09T05:32:55.663Z,,54,,,,19.2,
2017-11-09T05:33:05.872Z,,54,,,,19.2,
2017-11-09T05:33:15.742Z,,54,,,,19.2,
2017-11-09T05:33:25.671Z,,54,,,,19.2,
2017-11-09T05:33:35.662Z,,54,,,,19.2,
2017-11-09T05:33:45.662Z,,54,,,,19.2,
2017-11-09T05:33:55.662Z,,54,,,,19.2,
2017-11-09T05:34:05.665Z,,54,,27.6,,19.2,
2017-11-09T05:34:15.742Z,,54,,27.7,,19.2,
2017-11-09T05:34:25.662Z,,54,,27.6,,19.2,
2017-11-09T05:34:35.663Z,,54,,,,19.2,
2017-11-09T05:34:45.666Z,,54,,,,19.2,
2017-11-09T05:34:55.918Z,,54,,,,19.2,
2017-11-09T05:35:05.663Z,,54,,,,19.2,
2017-11-09T05:35:15.753Z,,54,,,,19.2,
2017-11-09T05:35:25.665Z,,54,,,,19.2,
2017-11-09T05:35:35.663Z,,54,,,,19.2,
2017-11-09T05:35:45.663Z,,54,,,,19.2,
2017-11-09T05:35:55.663Z,,54,,,,19.2,
2017-11-09T05:36:05.663Z,,54,,,,19.2,
2017-11-09T05:36:15.754Z,,54,,,,19.2,
2017-11-09T05:36:25.663Z,,54,,,,19.2,
2017-11-09T05:36:35.663Z,,54,,,,19,
2017-11-09T05:36:45.663Z,,54,,,,19.2,
2017-11-09T05:36:55.663Z,,54,,,,19.2,
2017-11-09T05:37:05.663Z,,54,,,,19.2,
2017-11-09T05:37:15.753Z,,54,,27.5,,19.2,
2017-11-09T05:37:25.663Z,,54,,27.6,,19.2,
2017-11-09T05:37:35.663Z,,54,,27.5,,19.2,
2017-11-09T05:37:45.663Z,,54,,,,19.2,
2017-11-09T05:37:55.663Z,,54,,27.6,,19.2,
2017-11-09T05:38:05.663Z,,54,,27.5,,19.2,
2017-11-09T05:38:15.743Z,,54,,,,19.2,
2017-11-09T05:38:25.664Z,,54,,,,19,
2017-11-09T05:38:35.663Z,,54,,,,19,
2017-11-09T05:38:45.663Z,,54,,,,19,
2017-11-09T05:38:55.663Z,,54,,,,19.2,
2017-11-09T05:39:05.663Z,,54,,,,19.2,
2017-11-09T05:39:15.743Z,,54,,,,19.2,
2017-11-09T05:39:25.664Z,,54,,,,19,
2017-11-09T05:39:35.665Z,,54,,,,19.2,
2017-11-09T05:39:45.664Z,,54,,,,19.2,
2017-11-09T05:39:55.664Z,,54,,,,19.2,
2017-11-09T05:40:05.663Z,,54,,,,19,
2017-11-09T05:40:15.743Z,,54,,,,19,
2017-11-09T05:40:25.666Z,,54,,,,19.2,
2017-11-09T05:40:35.663Z,,54,,,,19,
2017-11-09T05:40:45.663Z,,54,,,,19,
2017-11-09T05:40:55.664Z,,54,,,,19,
2017-11-09T05:41:05.666Z,,54,,,,19.2,
2017-11-09T05:41:15.743Z,,54,,,,19.2,
2017-11-09T05:41:25.665Z,,54,,27.3,,19,
2017-11-09T05:41:35.663Z,,54,,27.5,,19,
2017-11-09T05:41:45.663Z,,54,,27.3,,19,
2017-11-09T05:41:55.665Z,,54,,,,19,
2017-11-09T05:42:05.664Z,,54,,,,19,
2017-11-09T05:42:15.775Z,,54,,,,19,
2017-11-09T05:42:25.664Z,,54,,,,19,
2017-11-09T05:42:35.664Z,,54,,,,19,
2017-11-09T05:42:45.664Z,,54,,,,19,
2017-11-09T05:42:55.664Z,,54,,,,19,
2017-11-09T05:43:05.663Z,,54,,,,19,
2017-11-09T05:43:15.754Z,,54,,,,19,
2017-11-09T05:43:25.669Z,,54,,,,19,
2017-11-09T05:43:35.665Z,,54,,,,19,
2017-11-09T05:43:45.664Z,,54,,,,19,
2017-11-09T05:43:55.671Z,,54,,,,19,
2017-11-09T05:44:05.668Z,,54,,,,19,
2017-11-09T05:44:15.744Z,,54,,,,19,
2017-11-09T05:44:25.665Z,,54,,,,19,
2017-11-09T05:44:35.664Z,,54,,,,19,
2017-11-09T05:44:45.667Z,,54,,,,19,
2017-11-09T05:44:55.664Z,,54,,,,19,
2017-11-09T05:45:05.664Z,,54,,,,19,
2017-11-09T05:45:15.744Z,,54,,27.2,,19,
2017-11-09T05:45:25.664Z,,54,,,,19,
2017-11-09T05:45:35.664Z,,54,,,,19,
2017-11-09T05:45:45.664Z,,54,,,,19,
2017-11-09T05:45:55.664Z,,54,,,,19,
2017-11-09T05:46:05.666Z,,54,,,,19,
2017-11-09T05:46:15.757Z,,54,,,,19,
2017-11-09T05:46:25.665Z,,54,,,,19,
2017-11-09T05:46:35.685Z,,54,,,,19,
2017-11-09T05:46:45.666Z,,54,,,,19,
2017-11-09T05:46:55.668Z,,54,,,,19,
2017-11-09T05:47:05.665Z,,54,,,,19,
2017-11-09T05:47:15.748Z,,54,,,,19,
2017-11-09T05:47:25.851Z,,54,,,,19,
2017-11-09T05:47:35.664Z,,54,,,,19,
2017-11-09T05:47:45.665Z,,54,,,,19,
2017-11-09T05:47:55.664Z,,54,,,,19,
2017-11-09T05:48:05.664Z,,54,,,,19,
2017-11-09T05:48:15.745Z,,54,,,,19,
2017-11-09T05:48:25.665Z,,54,,,,19,
2017-11-09T05:48:35.665Z,,54,,,,19,
2017-11-09T05:48:45.666Z,,54,,27.1,,19,
2017-11-09T05:48:55.672Z,,54,,,,19,
2017-11-09T05:49:05.680Z,,54,,,,19,
2017-11-09T05:49:15.746Z,,54,,,,19,
2017-11-09T05:49:25.669Z,,54,,,,19,
2017-11-09T05:49:35.664Z,,54,,,,19,
2017-11-09T05:49:45.669Z,,54,,,,19,
