Time,HwTSet,PrimT,PrimTSet,HwActive,HwTOutlet,ActPow,ChActive
2017-11-30T04:25:27.574Z,0,59.1,,0,33.8,39,2
2017-11-30T04:25:37.479Z,0,64.1,,,33.8,29,
2017-11-30T04:25:47.476Z,0,65.1,,,33.8,30,
2017-11-30T04:25:57.479Z,0,65.3,,,33.8,,
2017-11-30T04:26:07.478Z,0,64.5,,0,33.8,0,2
2017-11-30T04:26:17.481Z,0,59.8,,,33.8,,
2017-11-30T04:26:27.555Z,0,57.8,,,33.8,,
2017-11-30T04:26:37.474Z,0,55.9,,,33.8,,
2017-11-30T04:26:47.476Z,0,54.9,,,33.8,,
2017-11-30T04:26:57.478Z,0,54.7,,,33.8,,
2017-11-30T04:27:07.479Z,0,53.9,,,33.8,,
2017-11-30T04:27:17.480Z,0,53.5,,,33.8,,
2017-11-30T04:27:27.554Z,0,52.9,,,33.8,,
2017-11-30T04:27:37.475Z,0,,,,33.8,,
2017-11-30T04:27:47.479Z,0,52.7,,,33.8,,
2017-11-30T04:27:57.496Z,0,53,,,33.8,,
2017-11-30T04:28:07.475Z,0,53.1,,,33.8,,
2017-11-30T04:28:17.479Z,0,54,,,33.8,,
2017-11-30T04:28:27.567Z,0,54.1,,,33.8,,
2017-11-30T04:28:37.477Z,0,54.6,,,33.8,,
2017-11-30T04:28:47.474Z,0,,,,33.8,,
2017-11-30T04:28:57.479Z,0,53.9,,,33.8,,
2017-11-30T04:29:07.475Z,0,53.8,,,33.8,,
2017-11-30T04:29:17.479Z,0,52.9,,,33.8,,
2017-11-30T04:29:27.559Z,0,52.7,,,33.8,,
2017-11-30T04:29:37.475Z,0,51.9,,,33.8,,
2017-11-30T04:29:47.474Z,0,51.6,,,33.8,,
2017-11-30T04:29:57.479Z,0,50.9,,,33.8,,
2017-11-30T04:30:07.475Z,0,50.6,,,33.8,,
2017-11-30T04:30:17.478Z,0,50.1,,,33.8,,
2017-11-30T04:30:27.557Z,0,54.4,,0,33.8,39,2
2017-11-30T04:30:37.480Z,0,59.3,,,33.8,30,
2017-11-30T04:30:47.475Z,0,61.1,,,33.8,29,
2017-11-30T04:30:57.480Z,0,62,,,33.7,30,
2017-11-30T04:31:07.479Z,0,63.1,,,33.7,29,
2017-11-30T04:31:17.480Z,0,63.2,,,33.7,30,
2017-11-30T04:31:27.559Z,0,63.6,,,33.7,29,
2017-11-30T04:31:37.475Z,0,64,,,33.7,30,
2017-11-30T04:31:47.479Z,0,,,,33.7,,
2017-11-30T04:31:57.475Z,0,,,,33.7,29,
2017-11-30T04:32:07.475Z,0,63.9,,,33.7,,
2017-11-30T04:32:17.476Z,0,,,,33.7,,
2017-11-30T04:32:27.559Z,0,63.6,,,33.7,,
2017-11-30T04:32:37.475Z,0,63.5,,,33.7,,
2017-11-30T04:32:47.475Z,0,,,,33.7,,
2017-11-30T04:32:57.476Z,0,64,,,33.7,29,
2017-11-30T04:33:07.476Z,0,64.4,,,33.7,30,
2017-11-30T04:33:17.476Z,0,65.2,,,33.7,30,
2017-11-30T04:33:27.565Z,0,64.7,,0,33.7,0,2
2017-11-30T04:33:37.476Z,0,59.9,,,33.7,,
2017-11-30T04:33:47.476Z,0,58.9,,,33.7,,
2017-11-30T04:33:57.480Z,0,57.9,,,33.7,,
2017-11-30T04:34:07.481Z,0,56.9,,,33.7,,
2017-11-30T04:34:17.476Z,0,56.8,,,33.7,,
2017-11-30T04:34:27.556Z,0,56.7,,,33.7,,
2017-11-30T04:34:37.479Z,0,56.6,,,33.7,,
2017-11-30T04:34:47.479Z,0,,,,33.7,,
2017-11-30T04:34:57.476Z,0,,,,33.7,,
2017-11-30T04:35:07.481Z,0,56.7,,,33.7,,
2017-11-30T04:35:17.479Z,0,,,,33.8,,
2017-11-30T04:35:27.557Z,0,,,,33.8,,
2017-11-30T04:35:37.476Z,0,56.8,,,33.8,,
2017-11-30T04:35:47.477Z,0,56.9,,,33.8,,
2017-11-30T04:35:57.481Z,0,,,,33.8,,
2017-11-30T04:36:07.476Z,0,56.6,,,33.8,,
2017-11-30T04:36:17.477Z,0,55.6,,0,33.8,,2
2017-11-30T04:36:27.556Z,0,61.3,,,33.8,36,
2017-11-30T04:36:37.477Z,0,64.1,,,33.8,29,
2017-11-30T04:36:47.476Z,0,65.1,,,33.8,30,
2017-11-30T04:36:57.476Z,0,66,,,33.8,30,
2017-11-30T04:37:07.477Z,0,62.8,,0,33.8,0,2
2017-11-30T04:37:17.476Z,0,58.8,,,33.8,,
2017-11-30T04:37:27.556Z,0,56.6,,,33.8,,
2017-11-30T04:37:37.476Z,0,55.7,,,33.8,,
2017-11-30T04:37:47.476Z,0,54.9,,,33.8,,
2017-11-30T04:37:57.476Z,0,53.9,,,33.8,,
2017-11-30T04:38:07.476Z,0,53.8,,,33.8,,
2017-11-30T04:38:17.477Z,0,53.4,,,33.8,,
2017-11-30T04:38:27.557Z,0,52.9,62,0,33.8,0,2
2017-11-30T04:38:37.476Z,0,52.8,,,33.8,,
2017-11-30T04:38:47.486Z,0,52.7,,,33.8,,
2017-11-30T04:38:57.482Z,0,53,,,33.8,,
2017-11-30T04:39:07.478Z,0,53.1,,,33.8,,
2017-11-30T04:39:17.476Z,0,54,,,33.8,,
2017-11-30T04:39:27.567Z,0,54.1,,,33.8,,
2017-11-30T04:39:37.477Z,0,54.5,,,33.8,,
2017-11-30T04:39:47.477Z,0,54.6,,,33.8,,
2017-11-30T04:39:57.477Z,0,53.9,,,33.8,,
2017-11-30T04:40:07.477Z,0,53.8,,,33.8,,
2017-11-30T04:40:17.477Z,0,52.9,,,33.8,,
2017-11-30T04:40:27.557Z,0,52.7,,,33.8,,
2017-11-30T04:40:37.478Z,0,51.9,,,33.8,,
2017-11-30T04:40:47.479Z,0,51.5,,,33.8,,
2017-11-30T04:40:57.477Z,0,50.9,,,33.8,,
2017-11-30T04:41:07.483Z,0,50.5,,,33.8,,
2017-11-30T04:41:17.477Z,0,49.9,,0,33.8,44,2
2017-11-30T04:41:27.558Z,0,56.2,,,33.8,35,
2017-11-30T04:41:37.479Z,0,60.1,,,33.7,29,
2017-11-30T04:41:47.480Z,0,61.1,,,33.7,30,
2017-11-30T04:41:57.477Z,0,62,,,33.7,29,
2017-11-30T04:42:07.477Z,0,63.1,,,33.7,,
2017-11-30T04:42:17.482Z,0,63.3,,,33.7,30,
2017-11-30T04:42:27.561Z,0,63.6,,,33.7,,
2017-11-30T04:42:37.478Z,0,63.8,,,33.7,,
2017-11-30T04:42:47.477Z,0,,,,33.7,,
2017-11-30T04:42:57.477Z,0,63.6,,,33.7,29,
2017-11-30T04:43:07.478Z,0,63.4,,,33.7,,
2017-11-30T04:43:17.478Z,0,62.9,,,33.7,,
2017-11-30T04:43:27.558Z,0,,,,33.7,30,
2017-11-30T04:43:37.478Z,0,62.7,,,33.7,29,
2017-11-30T04:43:47.477Z,0,62.6,,,33.7,30,
2017-11-30T04:43:57.481Z,0,63.1,,,33.7,29,
2017-11-30T04:44:07.478Z,0,63.3,,,33.7,30,
2017-11-30T04:44:17.492Z,0,64,,,33.7,29,
2017-11-30T04:44:27.710Z,0,65.1,,,33.7,29,
2017-11-30T04:44:37.489Z,0,65.4,,,33.7,30,
2017-11-30T04:44:47.482Z,0,64.7,,0,33.7,0,2
2017-11-30T04:44:57.480Z,0,59.8,,,33.7,,
2017-11-30T04:45:07.483Z,0,57.8,,,33.7,,
2017-11-30T04:45:17.479Z,0,56.9,,,33.7,,
2017-11-30T04:45:27.818Z,0,55.9,,,33.7,,
2017-11-30T04:45:37.478Z,0,55.5,,,33.7,,
2017-11-30T04:45:47.507Z,0,55.1,,,33.7,,
2017-11-30T04:45:57.483Z,0,54.9,,,33.7,,
2017-11-30T04:46:07.479Z,0,54.8,,,33.7,,
2017-11-30T04:46:17.478Z,0,54.7,,0,33.7,44,2
2017-11-30T04:46:27.569Z,0,60.1,,,33.7,36,
2017-11-30T04:46:37.480Z,0,64.1,,,33.7,29,
2017-11-30T04:46:47.479Z,0,66.1,,,33.7,0,
2017-11-30T04:46:57.483Z,0,62.9,,0,33.8,,2
2017-11-30T04:47:07.479Z,0,59.9,,,33.7,,
2017-11-30T04:47:17.478Z,0,57.7,,,33.8,,
2017-11-30T04:47:27.559Z,0,56.8,,,33.8,,
2017-11-30T04:47:37.479Z,0,54.9,,,33.8,,
2017-11-30T04:47:47.478Z,0,53.9,,,33.8,,
2017-11-30T04:47:57.479Z,0,52.9,,,33.8,,
2017-11-30T04:48:07.479Z,0,52.7,,,33.8,,
2017-11-30T04:48:17.480Z,0,51.9,,,33.8,,
2017-11-30T04:48:27.559Z,0,51.5,,,33.8,,
2017-11-30T04:48:37.485Z,0,51.1,,,33.8,,
2017-11-30T04:48:47.479Z,0,51.2,,,33.8,,
2017-11-30T04:48:57.479Z,0,52,,,33.8,,
2017-11-30T04:49:07.483Z,0,52.2,,,33.8,,
2017-11-30T04:49:17.479Z,0,53,,,33.8,,
2017-11-30T04:49:27.605Z,0,53.1,,,33.8,,
2017-11-30T04:49:37.485Z,0,52.9,,,33.7,,
2017-11-30T04:49:47.479Z,0,52.7,,,33.8,,
2017-11-30T04:49:57.482Z,0,51.9,,,33.7,,
2017-11-30T04:50:07.480Z,0,51.5,,,33.7,,
2017-11-30T04:50:17.479Z,0,50.9,,,33.7,,
2017-11-30T04:50:27.723Z,0,50.4,,,33.7,,
2017-11-30T04:50:37.480Z,0,49.8,,,33.7,,
2017-11-30T04:50:47.493Z,0,49.4,,,33.7,,
2017-11-30T04:50:57.486Z,0,48.9,,,33.7,,
2017-11-30T04:51:07.482Z,0,,,,33.7,,
2017-11-30T04:51:17.481Z,0,48.7,,0,33.7,,2
2017-11-30T04:51:27.570Z,0,54.4,,,33.7,36,
2017-11-30T04:51:37.480Z,0,58,,,33.7,30,
2017-11-30T04:51:47.604Z,0,59,,,33.7,29,
2017-11-30T04:51:57.487Z,0,60,,,33.7,29,
2017-11-30T04:52:07.480Z,0,61.2,,,33.7,,
2017-11-30T04:52:17.480Z,0,61.4,,,33.7,30,
2017-11-30T04:52:27.600Z,0,61.5,,,33.6,,
2017-11-30T04:52:37.482Z,0,,,,33.7,,
2017-11-30T04:52:47.479Z,0,61.4,,,33.6,29,
2017-11-30T04:52:57.480Z,0,,,,33.6,,
2017-11-30T04:53:07.483Z,0,61.5,,,33.6,,
2017-11-30T04:53:17.480Z,0,,,,33.6,30,
2017-11-30T04:53:27.565Z,0,61.3,,,33.6,,
2017-11-30T04:53:37.480Z,0,,,,33.6,,
2017-11-30T04:53:47.481Z,0,62,,,33.6,,
2017-11-30T04:53:57.480Z,0,63.1,,,33.6,29,
2017-11-30T04:54:07.482Z,0,64,,,33.6,30,
2017-11-30T04:54:17.496Z,0,65.1,,,33.6,,
2017-11-30T04:54:27.562Z,0,65.2,,,33.6,,
2017-11-30T04:54:37.484Z,0,66.1,,,33.6,0,
2017-11-30T04:54:47.480Z,0,62.6,,0,33.6,,2
2017-11-30T04:54:57.486Z,0,59.9,,,33.6,,
2017-11-30T04:55:07.480Z,0,57.7,,,33.6,,
2017-11-30T04:55:17.480Z,0,56.9,,,33.6,,
2017-11-30T04:55:27.561Z,0,56.5,,,33.6,,
2017-11-30T04:55:37.481Z,0,55.9,,,33.6,,
2017-11-30T04:55:47.482Z,0,55.7,,,33.6,,
2017-11-30T04:55:57.485Z,0,55.5,,,33.6,,
2017-11-30T04:56:07.484Z,0,55.4,,,33.6,,
2017-11-30T04:56:17.488Z,0,55.5,,0,33.6,,2
2017-11-30T04:56:27.576Z,0,61.2,,,33.6,36,
2017-11-30T04:56:37.481Z,0,65.2,,,33.6,29,
2017-11-30T04:56:47.483Z,0,65.6,,0,33.6,0,2
2017-11-30T04:56:57.483Z,0,61.8,,,33.6,,
2017-11-30T04:57:07.482Z,0,59.9,,,33.6,,
2017-11-30T04:57:17.542Z,0,58.9,,,33.7,,
2017-11-30T04:57:27.534Z,0,57.9,,,33.6,,
2017-11-30T04:57:37.483Z,0,56.8,,,33.6,,
2017-11-30T04:57:47.486Z,0,55.9,,,33.6,,
2017-11-30T04:57:57.488Z,0,54.9,,,33.7,,
2017-11-30T04:58:07.483Z,0,53.9,,,33.7,,
2017-11-30T04:58:17.492Z,0,53.6,,,33.6,,
2017-11-30T04:58:27.562Z,0,52.9,,,33.7,,
2017-11-30T04:58:37.485Z,0,52.8,,,33.6,,
2017-11-30T04:58:47.489Z,0,53,,,33.6,,
2017-11-30T04:58:57.484Z,0,,,,33.6,,
2017-11-30T04:59:07.485Z,0,53.5,,,33.6,,
2017-11-30T04:59:17.488Z,0,54,,,33.7,,
2017-11-30T04:59:27.561Z,0,54.4,,,33.7,,
2017-11-30T04:59:37.484Z,0,54.5,,,33.7,,
2017-11-30T04:59:47.484Z,0,54.4,,,33.7,,
2017-11-30T04:59:57.482Z,0,53.9,,,33.7,,
2017-11-30T05:00:07.489Z,0,53.6,,,33.7,,
2017-11-30T05:00:17.489Z,0,52.9,,,33.6,,
2017-11-30T05:00:27.673Z,0,52.6,,,33.7,,
2017-11-30T05:00:37.482Z,0,51.9,,,33.6,,
2017-11-30T05:00:47.481Z,0,51.5,,,33.6,,
2017-11-30T05:00:57.487Z,0,50.9,,,33.6,,
2017-11-30T05:01:07.510Z,0,50.6,,,33.6,,
2017-11-30T05:01:17.485Z,0,50.2,,0,33.6,,2
2017-11-30T05:01:27.567Z,0,56.6,,,33.6,35,
2017-11-30T05:01:37.484Z,0,60,,,33.6,29,
2017-11-30T05:01:47.580Z,0,61.1,,,33.6,30,
2017-11-30T05:01:57.487Z,0,62,,,33.6,29,
2017-11-30T05:02:07.695Z,0,63.1,,,33.6,29,
2017-11-30T05:02:17.501Z,0,63.3,,,33.6,30,
2017-11-30T05:02:27.578Z,0,63.8,,,33.6,,
2017-11-30T05:02:37.492Z,0,64,,,33.6,29,
2017-11-30T05:02:47.581Z,0,,,,33.6,30,
2017-11-30T05:02:57.578Z,0,,,,33.6,29,
2017-11-30T05:03:07.681Z,0,63.9,,,33.6,30,
2017-11-30T05:03:17.482Z,0,63.8,,,33.6,29,
2017-11-30T05:03:27.683Z,0,63.6,,,33.6,,
2017-11-30T05:03:37.677Z,0,63.5,,,33.6,30,
2017-11-30T05:03:47.679Z,0,,,,33.6,,
2017-11-30T05:03:57.487Z,0,64,,,33.6,,
2017-11-30T05:04:07.489Z,0,65.1,,,33.6,29,
2017-11-30T05:04:17.686Z,0,66,,,33.6,29,
2017-11-30T05:04:27.585Z,0,62.6,,0,33.6,0,2
2017-11-30T05:04:37.484Z,0,58.9,,,33.6,,
2017-11-30T05:04:47.486Z,0,57.8,,,33.6,,
2017-11-30T05:04:57.484Z,0,56.9,,,33.6,,
2017-11-30T05:05:07.483Z,0,56.8,,,33.6,,
2017-11-30T05:05:17.511Z,0,56.6,,,33.6,,
2017-11-30T05:05:27.562Z,0,56.5,,,33.6,,
2017-11-30T05:05:37.487Z,0,,,,33.6,,
2017-11-30T05:05:47.579Z,0,,,,33.6,,
2017-11-30T05:05:57.496Z,0,,,,33.6,,
2017-11-30T05:06:07.502Z,0,56.6,,,33.6,,
2017-11-30T05:06:17.493Z,0,,,,33.6,,
2017-11-30T05:06:27.737Z,0,,,,33.6,,
2017-11-30T05:06:37.485Z,0,56.7,,,33.6,,
2017-11-30T05:06:47.483Z,0,56.8,,,33.6,,
2017-11-30T05:06:57.521Z,0,56.7,,,33.6,,
2017-11-30T05:07:07.549Z,0,56.4,,,33.6,,
2017-11-30T05:07:17.488Z,0,55.6,,0,33.7,,2
2017-11-30T05:07:27.988Z,0,63.2,,,33.6,32,
2017-11-30T05:07:37.484Z,0,65.1,,,33.6,30,
2017-11-30T05:07:47.490Z,0,66,,,33.6,30,
2017-11-30T05:07:57.489Z,0,62.7,,0,33.6,0,2
2017-11-30T05:08:07.485Z,0,58.9,,,33.6,,
2017-11-30T05:08:17.483Z,0,56.9,,,33.6,,
2017-11-30T05:08:27.768Z,0,55.7,,,33.6,,
2017-11-30T05:08:37.486Z,0,54.9,,,33.6,,
2017-11-30T05:08:47.484Z,0,53.9,,,33.6,,
2017-11-30T05:08:57.483Z,0,53.7,,,33.7,,
2017-11-30T05:09:07.483Z,0,53.2,,,33.6,,
2017-11-30T05:09:17.488Z,0,52.9,,,33.6,,
2017-11-30T05:09:27.572Z,0,52.7,,,33.6,,
2017-11-30T05:09:37.490Z,0,52.4,,,33.6,,
2017-11-30T05:09:47.482Z,0,52.3,,,33.6,,
2017-11-30T05:09:57.483Z,0,52.6,,,33.6,,
2017-11-30T05:10:07.484Z,0,53,,,33.6,,
2017-11-30T05:10:17.482Z,0,53.5,,,33.6,,
2017-11-30T05:10:27.574Z,0,54,,,33.6,,
2017-11-30T05:10:37.487Z,0,53.9,,,33.6,,
2017-11-30T05:10:47.485Z,0,53.8,,,33.6,,
2017-11-30T05:10:57.482Z,0,53.4,,,33.6,,
2017-11-30T05:11:07.489Z,0,52.9,,,33.6,,
2017-11-30T05:11:17.484Z,0,51.9,,,33.6,,
2017-11-30T05:11:27.617Z,0,51.7,,,33.6,,
2017-11-30T05:11:37.492Z,0,51.3,,,33.6,,
2017-11-30T05:11:47.663Z,0,50.7,,,33.6,,
2017-11-30T05:11:57.484Z,0,50.3,,,33.6,,
2017-11-30T05:12:07.506Z,0,49.9,,,33.6,,
2017-11-30T05:12:17.485Z,0,50.1,,0,33.6,45,2
2017-11-30T05:12:27.813Z,0,57.3,,,33.6,33,
2017-11-30T05:12:37.542Z,0,60.1,,,33.6,29,
2017-11-30T05:12:47.488Z,0,61.1,,,33.6,29,
2017-11-30T05:12:57.484Z,0,62,,,33.6,,
2017-11-30T05:13:07.483Z,0,62.6,,,33.6,29,
2017-11-30T05:13:17.495Z,0,63.2,,,33.6,30,
2017-11-30T05:13:27.576Z,0,63.4,,,33.5,29,
2017-11-30T05:13:37.489Z,0,63.6,,,33.6,,
2017-11-30T05:13:47.503Z,0,,,,33.6,,
2017-11-30T05:13:57.484Z,0,63.5,,,33.6,30,
2017-11-30T05:14:07.483Z,0,63.4,,,33.6,,
2017-11-30T05:14:17.484Z,0,63.3,,,33.6,29,
2017-11-30T05:14:27.708Z,0,63.2,,,33.6,,
2017-11-30T05:14:37.489Z,0,63.1,,,33.6,,
2017-11-30T05:14:47.485Z,0,63.3,,,33.5,,
2017-11-30T05:14:57.483Z,0,64,,,33.5,,
2017-11-30T05:15:07.486Z,0,65.1,,,33.5,29,
2017-11-30T05:15:17.490Z,0,65.2,,,33.5,,
2017-11-30T05:15:27.891Z,0,64.8,,0,33.5,0,2
2017-11-30T05:15:37.485Z,0,59.9,,,33.5,,
2017-11-30T05:15:47.488Z,0,58.9,,,33.5,,
2017-11-30T05:15:57.484Z,0,57.8,,,33.6,,
2017-11-30T05:16:07.490Z,0,56.9,,,33.6,,
2017-11-30T05:16:17.493Z,0,56.6,,,33.6,,
2017-11-30T05:16:27.574Z,0,56.5,,,33.6,,
2017-11-30T05:16:37.486Z,0,56.4,,,33.6,,
2017-11-30T05:16:47.483Z,0,,,,33.6,,
2017-11-30T05:16:57.485Z,0,,,,33.6,,
2017-11-30T05:17:07.525Z,0,,,,33.6,,
2017-11-30T05:17:17.487Z,0,,,,33.6,,
2017-11-30T05:17:27.587Z,0,56.5,,,33.6,,
2017-11-30T05:17:37.484Z,0,56.6,,,33.6,,
2017-11-30T05:17:47.484Z,0,56.7,,,33.6,,
2017-11-30T05:17:57.483Z,0,56.6,,,33.6,,
2017-11-30T05:18:07.484Z,0,56.3,,,33.6,,
2017-11-30T05:18:17.484Z,0,56.1,,0,33.6,45,2
2017-11-30T05:18:27.768Z,0,63.3,,,33.6,31,
2017-11-30T05:18:37.488Z,0,64.2,,,33.6,29,
2017-11-30T05:18:47.484Z,0,65.2,,,33.6,29,
2017-11-30T05:18:57.484Z,0,66,,,33.6,,
2017-11-30T05:19:07.488Z,0,62.9,,0,33.6,0,2
2017-11-30T05:19:17.485Z,0,58.7,,,33.6,,
2017-11-30T05:19:27.599Z,0,56.5,,,33.6,,
2017-11-30T05:19:37.487Z,0,55.9,,,33.6,,
2017-11-30T05:19:47.484Z,0,54.8,,,33.6,,
2017-11-30T05:19:57.489Z,0,53.9,,,33.6,,
2017-11-30T05:20:07.485Z,0,53.5,,,33.6,,
2017-11-30T05:20:17.484Z,0,52.9,,,33.6,,
2017-11-30T05:20:27.571Z,0,52.8,,,33.6,,
2017-11-30T05:20:37.487Z,0,52.6,,,33.6,,
2017-11-30T05:20:47.494Z,0,52.7,,,33.6,,
2017-11-30T05:20:57.484Z,0,53,,,33.6,,
2017-11-30T05:21:07.486Z,0,53.4,,,33.6,,
2017-11-30T05:21:17.485Z,0,54,,,33.6,,
2017-11-30T05:21:27.598Z,0,54.5,,,33.6,,
2017-11-30T05:21:37.486Z,0,54.7,,,33.6,,
2017-11-30T05:21:47.493Z,0,54.5,,,33.6,,
2017-11-30T05:21:57.485Z,0,53.9,,,33.6,,
2017-11-30T05:22:07.484Z,0,53.5,,,33.6,,
2017-11-30T05:22:17.484Z,0,52.8,,,33.6,,
2017-11-30T05:22:27.635Z,0,51.9,,,33.6,,
2017-11-30T05:22:37.487Z,0,51.6,,,33.6,,
2017-11-30T05:22:47.485Z,0,50.9,,,33.6,,
2017-11-30T05:22:57.491Z,0,50.6,,,33.6,,
2017-11-30T05:23:07.489Z,0,50.3,,,33.6,,
2017-11-30T05:23:17.485Z,0,51.2,,0,33.6,43,2
2017-11-30T05:23:27.590Z,0,58.1,,,33.6,31,
2017-11-30T05:23:37.490Z,0,60,,,33.6,29,
2017-11-30T05:23:47.485Z,0,62,,,33.6,29,
2017-11-30T05:23:57.484Z,0,62.2,,,33.6,,
2017-11-30T05:24:07.488Z,0,63.2,,,33.6,30,
2017-11-30T05:24:17.485Z,0,63.5,,,33.6,,
2017-11-30T05:24:27.564Z,0,64,,,33.6,29,
2017-11-30T05:24:37.488Z,0,,,,33.6,,
2017-11-30T05:24:47.488Z,0,,,,33.6,,
2017-11-30T05:24:57.487Z,0,63.9,,,33.5,30,
2017-11-30T05:25:07.487Z,0,63.8,,,33.5,29,
2017-11-30T05:25:17.502Z,0,63.6,,,33.5,,
2017-11-30T05:25:27.673Z,0,63.4,,,33.5,30,
2017-11-30T05:25:37.487Z,0,,,,33.5,29,
2017-11-30T05:25:47.487Z,0,64,,,33.5,29,
2017-11-30T05:25:57.485Z,0,64.1,,,33.5,,
2017-11-30T05:26:07.486Z,0,65.1,,,33.5,30,
2017-11-30T05:26:17.489Z,0,66.1,,0,33.5,0,2
2017-11-30T05:26:27.565Z,0,61.8,,,33.5,,
2017-11-30T05:26:37.485Z,0,58.9,,,33.5,,
2017-11-30T05:26:47.489Z,0,57.9,,,33.6,,
2017-11-30T05:26:57.486Z,0,57.4,,,33.6,,
2017-11-30T05:27:07.487Z,0,56.9,,,33.6,,
2017-11-30T05:27:17.486Z,0,56.7,,,33.6,,
2017-11-30T05:27:27.768Z,0,56.6,,,33.6,,
2017-11-30T05:27:37.485Z,0,,,,33.6,,
2017-11-30T05:27:47.486Z,0,,,,33.6,,
2017-11-30T05:27:57.485Z,0,,,,33.6,,
2017-11-30T05:28:07.486Z,0,,,,33.6,,
2017-11-30T05:28:17.491Z,0,56.7,,,33.6,,
2017-11-30T05:28:27.735Z,0,,,,33.6,,
2017-11-30T05:28:37.490Z,0,56.8,,,33.6,,
2017-11-30T05:28:47.506Z,0,,,,33.6,,
2017-11-30T05:29:02.505Z,0,56.6,,,33.6,,
2017-11-30T05:29:12.505Z,0,55.7,,,33.6,,
2017-11-30T05:29:17.487Z,0,59.6,,0,33.6,38,2
2017-11-30T05:29:27.698Z,0,64,,,33.6,30,
2017-11-30T05:29:37.528Z,0,65.1,,,33.6,29,
2017-11-30T05:29:47.672Z,0,65.4,,,33.6,,
2017-11-30T05:30:02.586Z,0,64.8,,0,33.6,0,2
2017-11-30T05:30:07.680Z,0,59.7,,,33.6,,
2017-11-30T05:30:17.486Z,0,57.8,,,33.6,,
2017-11-30T05:30:27.636Z,0,55.9,,,33.6,,
2017-11-30T05:30:42.506Z,0,54.9,,,33.6,,
2017-11-30T05:30:52.506Z,0,54.5,,,33.6,,
2017-11-30T05:30:57.488Z,0,53.8,,,33.6,,
2017-11-30T05:31:07.487Z,0,53.4,,,33.6,,
2017-11-30T05:31:17.486Z,0,52.9,,,33.6,,
2017-11-30T05:31:27.588Z,0,52.8,,,33.6,,
2017-11-30T05:31:37.486Z,0,52.7,,,33.6,,
2017-11-30T05:31:47.486Z,0,53,,,33.6,,
2017-11-30T05:31:57.486Z,0,53.2,,,33.6,,
2017-11-30T05:32:07.486Z,0,54,,,33.6,,
2017-11-30T05:32:17.486Z,0,54.3,,,33.6,,
2017-11-30T05:32:27.571Z,0,54.6,,,33.6,,
2017-11-30T05:32:37.503Z,0,,,,33.7,,
2017-11-30T05:32:47.493Z,0,53.9,,,33.6,,
2017-11-30T05:32:57.491Z,0,53.7,,,33.6,,
2017-11-30T05:33:07.490Z,0,52.9,,,33.6,,
2017-11-30T05:33:17.487Z,0,52.6,,,33.6,,
2017-11-30T05:33:27.846Z,0,51.8,,,33.6,,
2017-11-30T05:33:37.499Z,0,51.4,,,33.6,,
2017-11-30T05:33:47.488Z,0,50.9,,,33.6,,
2017-11-30T05:33:57.501Z,0,50.5,,,33.6,,
2017-11-30T05:34:07.499Z,0,50.1,,,33.6,,
2017-11-30T05:34:17.490Z,0,54.6,,0,33.6,38,2
2017-11-30T05:34:27.987Z,0,59.3,,,33.6,29,
2017-11-30T05:34:37.497Z,0,61.1,,,33.6,30,
2017-11-30T05:34:47.511Z,0,62,,,33.6,29,
2017-11-30T05:34:57.503Z,0,62.5,,,33.6,30,
2017-11-30T05:35:12.537Z,0,63.1,,,33.6,29,
2017-11-30T05:35:17.486Z,0,63.4,,,33.6,,
2017-11-30T05:35:27.706Z,0,63.6,,,33.6,,
2017-11-30T05:35:37.501Z,0,,,,33.6,,
2017-11-30T05:35:47.495Z,0,,,,33.6,30,
2017-11-30T05:35:57.494Z,0,63.5,,,33.6,,
2017-11-30T05:36:07.665Z,0,63.3,,,33.6,,
2017-11-30T05:36:17.489Z,0,62.9,,,33.5,,
2017-11-30T05:36:27.613Z,0,62.8,,,33.5,29,
2017-11-30T05:36:37.492Z,0,63.1,,,33.5,,
2017-11-30T05:36:47.488Z,0,63.2,,,33.5,,
2017-11-30T05:36:57.486Z,0,64,,,33.5,,
2017-11-30T05:37:07.497Z,0,65.1,,,33.6,,
2017-11-30T05:37:17.487Z,0,65.3,,,33.6,,
2017-11-30T05:37:27.588Z,0,64.9,,0,33.6,0,2
2017-11-30T05:37:37.494Z,0,60.9,,,33.5,,
2017-11-30T05:37:47.496Z,0,58.8,,,33.6,,
2017-11-30T05:37:57.488Z,0,57.6,,,33.6,,
2017-11-30T05:38:07.528Z,0,56.8,,,33.6,,
2017-11-30T05:38:17.498Z,0,56.3,,,33.6,,
2017-11-30T05:38:27.632Z,0,55.9,62,0,33.6,0,2
2017-11-30T05:38:37.488Z,0,55.7,,,33.6,,
2017-11-30T05:38:47.487Z,0,55.6,,,33.6,,
2017-11-30T05:38:57.500Z,0,55.5,,,33.6,,
2017-11-30T05:39:07.489Z,0,55.3,,,33.6,,
2017-11-30T05:39:17.558Z,0,59,,0,33.6,40,2
2017-11-30T05:39:27.572Z,0,64.2,,,33.6,29,
2017-11-30T05:39:37.492Z,0,66.2,,0,33.6,0,2
2017-11-30T05:39:47.487Z,0,62.6,,,33.6,,
2017-11-30T05:39:57.488Z,0,58.9,,,33.6,,
2017-11-30T05:40:07.488Z,0,56.9,,,33.6,,
2017-11-30T05:40:17.488Z,0,55.9,,,33.6,,
2017-11-30T05:40:27.595Z,0,54.9,,,33.6,,
