Time,PrimT,ChActive,HwTOutlet,PrimTSet,ActPow,HwTSet,HwActive
2018-01-13T03:33:14.284Z,,,19.1,,,55,
2018-01-13T03:33:24.286Z,,,19.1,,,55,
2018-01-13T03:33:34.285Z,,,19.1,,,55,
2018-01-13T03:33:44.284Z,,,19.1,,,55,
2018-01-13T03:33:54.285Z,,,19.1,,,55,
2018-01-13T03:34:04.285Z,34.9,,19.1,,,55,
2018-01-13T03:34:14.285Z,,,18.9,,,55,
2018-01-13T03:34:24.286Z,,,19.1,,,55,
2018-01-13T03:34:34.285Z,,,19.1,,,55,
2018-01-13T03:34:44.285Z,,,18.9,,,55,
2018-01-13T03:34:54.285Z,,,18.9,,,55,
2018-01-13T03:35:04.285Z,,,18.9,,,55,
2018-01-13T03:35:14.290Z,,,18.9,,,55,
2018-01-13T03:35:24.319Z,,,18.9,,,55,
2018-01-13T03:35:34.285Z,34.8,,18.9,,,55,
2018-01-13T03:35:44.285Z,,,18.9,,,55,
2018-01-13T03:35:54.285Z,,,18.9,,,55,
2018-01-13T03:36:04.286Z,,,18.9,,,55,
2018-01-13T03:36:14.285Z,,,18.9,,,55,
2018-01-13T03:36:24.287Z,,,18.9,,,55,
2018-01-13T03:36:34.285Z,,,18.9,,,55,
2018-01-13T03:36:44.286Z,,,18.9,,,55,
2018-01-13T03:36:54.285Z,,,18.9,,,55,
2018-01-13T03:37:04.285Z,,,18.9,,,55,
2018-01-13T03:37:14.285Z,,,18.9,,,55,
2018-01-13T03:37:24.285Z,34.7,,18.9,,,55,
2018-01-13T03:37:34.285Z,34.7,0,18.9,5,0,55,0
2018-01-13T03:37:44.285Z,,,18.9,,,55,
2018-01-13T03:37:54.290Z,,,18.9,,,55,
2018-01-13T03:38:04.285Z,,,18.9,,,55,
2018-01-13T03:38:19.306Z,,,18.9,,,55,
2018-01-13T03:38:24.285Z,,,18.9,,,55,
2018-01-13T03:38:34.285Z,,,18.9,,,55,
2018-01-13T03:38:49.306Z,34.6,,18.9,,,55,
2018-01-13T03:38:54.285Z,,,18.8,,,55,
2018-01-13T03:39:04.285Z,,,18.9,,,55,
2018-01-13T03:39:14.285Z,,,18.8,,,55,
2018-01-13T03:39:24.285Z,,,18.8,,,55,
2018-01-13T03:39:34.285Z,,,18.8,,,55,
2018-01-13T03:39:44.286Z,,,18.8,,,55,
2018-01-13T03:39:54.285Z,,,18.8,,,55,
2018-01-13T03:40:04.287Z,34.4,,18.8,,,55,
2018-01-13T03:40:14.285Z,,,18.8,,,55,
2018-01-13T03:40:24.285Z,,,18.8,,,55,
2018-01-13T03:40:34.287Z,,,18.8,,,55,
2018-01-13T03:40:44.285Z,,,18.8,,,55,
2018-01-13T03:40:54.285Z,,,18.8,,,55,
2018-01-13T03:41:05.700Z,,,18.8,,,55,
2018-01-13T03:41:14.297Z,,,18.8,,,55,
2018-01-13T03:41:24.287Z,,,18.8,,,55,
2018-01-13T03:41:34.286Z,,,18.8,,,55,
2018-01-13T03:41:44.286Z,,,18.8,,,55,
2018-01-13T03:41:54.286Z,34.3,,18.8,,,55,
2018-01-13T03:42:04.285Z,,,18.8,,,55,
2018-01-13T03:42:14.286Z,,,18.8,,,55,
2018-01-13T03:42:24.286Z,,,18.8,,,55,
2018-01-13T03:42:34.287Z,,,18.8,,,55,
2018-01-13T03:42:44.287Z,,,18.8,,,55,
2018-01-13T03:42:54.286Z,,,18.8,,,55,
2018-01-13T03:43:04.286Z,,,18.8,,,55,
2018-01-13T03:43:14.289Z,,,18.8,,,55,
2018-01-13T03:43:24.286Z,34.2,,18.6,,,55,
2018-01-13T03:43:34.286Z,,,18.6,,,55,
2018-01-13T03:43:44.286Z,,,18.6,,,55,
2018-01-13T03:43:54.286Z,,,18.6,,,55,
2018-01-13T03:44:04.286Z,,,18.6,,,55,
2018-01-13T03:44:14.286Z,,,18.6,,,55,
2018-01-13T03:44:24.286Z,,,18.6,,,55,
2018-01-13T03:44:34.286Z,,,18.6,,,55,
2018-01-13T03:44:44.286Z,,,18.6,,,55,
2018-01-13T03:44:54.286Z,34.1,,18.6,,,55,
2018-01-13T03:45:04.378Z,,,18.6,,,55,
2018-01-13T03:45:14.402Z,,,18.6,,,55,
2018-01-13T03:45:24.563Z,,,18.6,,,55,
2018-01-13T03:45:34.641Z,,,18.6,,,55,
2018-01-13T03:45:44.287Z,,,18.6,,,55,
2018-01-13T03:45:54.287Z,,,18.6,,,55,
2018-01-13T03:46:04.287Z,,,18.6,,,55,
2018-01-13T03:46:14.287Z,,,18.6,,,55,
2018-01-13T03:46:24.288Z,34,,18.6,,,55,
2018-01-13T03:46:34.288Z,,,18.6,,,55,
2018-01-13T03:46:44.288Z,,,18.6,,,55,
2018-01-13T03:46:54.319Z,,,18.6,,,55,
2018-01-13T03:47:04.289Z,,,18.4,,,55,
2018-01-13T03:47:14.288Z,,,18.6,,,55,
2018-01-13T03:47:24.289Z,,,18.4,,,55,
2018-01-13T03:47:34.288Z,,,18.4,,,55,
2018-01-13T03:47:44.286Z,,,18.4,,,55,
2018-01-13T03:47:54.286Z,33.8,,18.4,,,55,
2018-01-13T03:48:04.287Z,,,18.4,,,55,
2018-01-13T03:48:15.279Z,,,18.4,,,55,
2018-01-13T03:48:24.287Z,,,18.4,,,55,
2018-01-13T03:48:34.330Z,,,18.4,,,55,
2018-01-13T03:48:44.286Z,,,18.4,,,55,
2018-01-13T03:48:54.287Z,,,18.4,,,55,
2018-01-13T03:49:04.287Z,,,18.4,,,55,
2018-01-13T03:49:14.286Z,,,18.4,,,55,
2018-01-13T03:49:24.291Z,,,18.4,,,55,
2018-01-13T03:49:34.287Z,33.7,,18.4,,,55,
2018-01-13T03:49:44.286Z,,,18.4,,,55,
2018-01-13T03:49:54.287Z,,,18.4,,,55,
2018-01-13T03:50:04.287Z,,,18.4,,,55,
2018-01-13T03:50:14.288Z,,,18.4,,,55,
2018-01-13T03:50:24.290Z,,,18.4,,,55,
2018-01-13T03:50:34.287Z,,,18.4,,,55,
2018-01-13T03:50:44.287Z,,,18.4,,,55,
2018-01-13T03:50:54.286Z,,,18.4,,,55,
2018-01-13T03:51:05.281Z,33.6,,18.4,,,55,
2018-01-13T03:51:14.287Z,,,18.4,,,55,
2018-01-13T03:51:24.287Z,,,18.4,,,55,
2018-01-13T03:51:34.287Z,,,18.2,,,55,
2018-01-13T03:51:44.287Z,,,18.4,,,55,
2018-01-13T03:51:54.287Z,,,18.4,,,55,
2018-01-13T03:52:04.287Z,,,18.2,,,55,
2018-01-13T03:52:14.287Z,,,18.2,,,55,
2018-01-13T03:52:24.288Z,,,18.2,,,55,
2018-01-13T03:52:34.288Z,33.5,,18.2,,,55,
2018-01-13T03:52:44.287Z,,,18.2,,,55,
2018-01-13T03:52:54.288Z,,,18.2,,,55,
2018-01-13T03:53:04.287Z,,,18.2,,,55,
2018-01-13T03:53:14.287Z,,,18.2,,,55,
2018-01-13T03:53:24.288Z,,,18.2,,,55,
2018-01-13T03:53:34.287Z,,,18.2,,,55,
2018-01-13T03:53:44.287Z,,,18.2,,,55,
2018-01-13T03:53:59.310Z,,,18.2,,,55,
2018-01-13T03:54:04.288Z,,,18.2,,,55,
2018-01-13T03:54:14.288Z,,,18.2,,,55,
2018-01-13T03:54:24.287Z,33.3,,18.2,,,55,
2018-01-13T03:54:34.287Z,,,18.2,,,55,
2018-01-13T03:54:44.287Z,,,18.2,,,55,
2018-01-13T03:54:54.287Z,,,18.2,,,55,
2018-01-13T03:55:04.295Z,,,18.2,,,55,
2018-01-13T03:55:14.292Z,,,18.2,,,55,
2018-01-13T03:55:24.323Z,,,18.2,,,55,
2018-01-13T03:55:34.291Z,,,18.1,,,55,
2018-01-13T03:55:44.288Z,,,18.2,,,55,
2018-01-13T03:55:54.288Z,,,18.2,,,55,
2018-01-13T03:56:04.287Z,33.2,,18.1,,,55,
2018-01-13T03:56:14.291Z,,,18.1,,,55,
2018-01-13T03:56:24.288Z,,,18.1,,,55,
2018-01-13T03:56:34.288Z,,,18.1,,,55,
2018-01-13T03:56:45.350Z,,,18.1,,,55,
2018-01-13T03:56:54.288Z,,,18.1,,,55,
2018-01-13T03:57:04.288Z,,,18.1,,,55,
2018-01-13T03:57:14.288Z,,,18.1,,,55,
2018-01-13T03:57:24.287Z,,,18.1,,,55,
2018-01-13T03:57:34.288Z,33.1,,18.1,,,55,
2018-01-13T03:57:44.288Z,,,18.1,,,55,
2018-01-13T03:57:54.287Z,,,18.1,,,55,
2018-01-13T03:58:04.288Z,,,18.1,,,55,
2018-01-13T03:58:14.288Z,,,18.1,,,55,
2018-01-13T03:58:24.290Z,,,18.1,,,55,
2018-01-13T03:58:34.292Z,,,18.1,,,55,
2018-01-13T03:58:44.290Z,,,18.1,,,55,
2018-01-13T03:58:54.288Z,,,18.1,,,55,
2018-01-13T03:59:04.290Z,,,18.1,,,55,
2018-01-13T03:59:14.288Z,,,18.1,,,55,
2018-01-13T03:59:24.288Z,33,,18.1,,,55,
2018-01-13T03:59:35.722Z,,,18.1,,,55,
2018-01-13T03:59:44.288Z,,,18.1,,,55,
2018-01-13T03:59:54.288Z,,,18.1,,,55,
2018-01-13T04:00:04.288Z,,,18.1,,,55,
2018-01-13T04:00:14.288Z,,,18.1,,,55,
2018-01-13T04:00:24.289Z,,,18.1,,,55,
2018-01-13T04:00:34.288Z,32.8,,18.1,,,55,
2018-01-13T04:00:44.288Z,32.8,,18.1,,,55,
2018-01-13T04:00:54.289Z,33,,17.9,,,55,
2018-01-13T04:01:04.290Z,32.8,,17.9,,,55,
2018-01-13T04:01:14.291Z,,,17.9,,,55,
2018-01-13T04:01:24.296Z,,,17.9,,,55,
2018-01-13T04:01:34.288Z,,,17.9,,,55,
2018-01-13T04:01:44.289Z,,,17.9,,,55,
2018-01-13T04:01:54.293Z,,,17.9,,,55,
2018-01-13T04:02:04.288Z,,,17.9,,,55,
2018-01-13T04:02:14.290Z,,,17.9,,,55,
2018-01-13T04:02:24.288Z,,,17.9,,,55,
2018-01-13T04:02:34.288Z,,,17.9,,,55,
2018-01-13T04:02:44.288Z,32.7,,17.9,,,55,
2018-01-13T04:02:54.288Z,,,17.9,,,55,
2018-01-13T04:03:04.288Z,,,17.9,,,55,
2018-01-13T04:03:14.289Z,,,17.9,,,55,
2018-01-13T04:03:24.288Z,,,17.9,,,55,
2018-01-13T04:03:34.289Z,,,17.9,,,55,
2018-01-13T04:03:44.289Z,,,17.9,,,55,
2018-01-13T04:03:55.281Z,,,17.9,,,55,
2018-01-13T04:04:04.291Z,,,17.9,,,55,
2018-01-13T04:04:14.300Z,,,17.9,,,55,
2018-01-13T04:04:24.290Z,32.6,,17.9,,,55,
2018-01-13T04:04:34.289Z,,,17.9,,,55,
2018-01-13T04:04:44.289Z,,,17.9,,,55,
2018-01-13T04:04:54.290Z,,,17.9,,,55,
2018-01-13T04:05:04.289Z,,,17.9,,,55,
2018-01-13T04:05:14.290Z,,,17.9,,,55,
2018-01-13T04:05:24.289Z,,,17.7,,,55,
2018-01-13T04:05:34.289Z,,,17.9,,,55,
2018-01-13T04:05:44.289Z,,,17.7,,,55,
2018-01-13T04:05:54.290Z,,,17.9,,,55,
2018-01-13T04:06:04.289Z,32.5,,17.7,,,55,
2018-01-13T04:06:14.291Z,,,17.9,,,55,
2018-01-13T04:06:24.289Z,,,17.7,,,55,
2018-01-13T04:06:34.289Z,,,17.7,,,55,
2018-01-13T04:06:44.289Z,,,17.7,,,55,
2018-01-13T04:06:54.289Z,,,17.7,,,55,
2018-01-13T04:07:04.289Z,,,17.7,,,55,
2018-01-13T04:07:14.289Z,,,17.7,,,55,
2018-01-13T04:07:24.289Z,,,17.7,,,55,
2018-01-13T04:07:34.291Z,,,17.7,,,55,
2018-01-13T04:07:44.289Z,32.3,,17.7,,,55,
2018-01-13T04:07:55.333Z,32.5,,17.7,,,55,
2018-01-13T04:08:04.289Z,32.3,,17.7,,,55,
2018-01-13T04:08:14.292Z,,,17.7,,,55,
2018-01-13T04:08:24.289Z,,,17.7,,,55,
2018-01-13T04:08:34.289Z,,,17.7,,,55,
2018-01-13T04:08:44.289Z,,,17.7,,,55,
2018-01-13T04:08:54.289Z,,,17.7,,,55,
2018-01-13T04:09:04.289Z,,,17.7,,,55,
2018-01-13T04:09:14.291Z,,,17.7,,,55,
2018-01-13T04:09:24.289Z,,,17.7,,,55,
2018-01-13T04:09:34.334Z,32.2,,17.7,,,55,
2018-01-13T04:09:44.289Z,,,17.7,,,55,
2018-01-13T04:09:54.290Z,,,17.7,,,55,
2018-01-13T04:10:04.289Z,,,17.7,,,55,
2018-01-13T04:10:14.290Z,,,17.7,,,55,
2018-01-13T04:10:24.290Z,,,17.7,,,55,
2018-01-13T04:10:34.290Z,,,17.7,,,55,
2018-01-13T04:10:44.290Z,,,17.7,,,55,
2018-01-13T04:10:54.291Z,,,17.5,,,55,
2018-01-13T04:11:04.290Z,,,17.5,,,55,
2018-01-13T04:11:14.290Z,32.1,,17.5,,,55,
2018-01-13T04:11:24.290Z,,,17.5,,,55,
2018-01-13T04:11:34.290Z,,,17.5,,,55,
2018-01-13T04:11:45.282Z,,,17.7,,,55,
2018-01-13T04:11:54.290Z,,,17.5,,,55,
2018-01-13T04:12:04.290Z,,,17.5,,,55,
2018-01-13T04:12:14.290Z,,,17.5,,,55,
2018-01-13T04:12:29.345Z,,,17.5,,,55,
2018-01-13T04:12:34.290Z,,,17.5,,,55,
2018-01-13T04:12:44.290Z,,,17.5,,,55,
2018-01-13T04:12:54.293Z,,,17.5,,,55,
2018-01-13T04:13:04.290Z,,,17.5,,,55,
2018-01-13T04:13:14.290Z,,,17.5,,,55,
2018-01-13T04:13:24.290Z,32,,17.5,,,55,
2018-01-13T04:13:34.290Z,,,17.5,,,55,
2018-01-13T04:13:44.290Z,,,17.5,,,55,
2018-01-13T04:13:54.290Z,,,17.5,,,55,
2018-01-13T04:14:04.290Z,,,17.5,,,55,
2018-01-13T04:14:14.290Z,,,17.5,,,55,
2018-01-13T04:14:24.290Z,,,17.5,,,55,
2018-01-13T04:14:34.290Z,,,17.5,,,55,
2018-01-13T04:14:44.290Z,,,17.5,,,55,
2018-01-13T04:14:54.290Z,31.9,,17.5,,,55,
2018-01-13T04:15:04.290Z,,,17.5,,,55,
2018-01-13T04:15:15.703Z,,,17.5,,,55,
2018-01-13T04:15:24.292Z,,,17.5,,,55,
2018-01-13T04:15:34.290Z,,,17.5,,,55,
2018-01-13T04:15:44.290Z,,,17.5,,,55,
2018-01-13T04:15:54.291Z,,,17.5,,,55,
2018-01-13T04:16:04.290Z,,,17.5,,,55,
2018-01-13T04:16:14.290Z,,,17.5,,,55,
2018-01-13T04:16:24.290Z,,,17.5,,,55,
2018-01-13T04:16:34.290Z,,,17.4,,,55,
2018-01-13T04:16:44.689Z,31.7,,17.4,,,55,
2018-01-13T04:16:54.290Z,,,17.4,,,55,
2018-01-13T04:17:04.290Z,,,17.4,,,55,
2018-01-13T04:17:14.293Z,,,17.4,,,55,
2018-01-13T04:17:24.291Z,,,17.4,,,55,
2018-01-13T04:17:34.290Z,,,17.4,,,55,
2018-01-13T04:17:44.292Z,,,17.4,,,55,
2018-01-13T04:17:54.291Z,,,17.4,,,55,
2018-01-13T04:18:04.290Z,,,17.4,,,55,
2018-01-13T04:18:14.291Z,,,17.4,,,55,
2018-01-13T04:18:24.294Z,31.6,,17.4,,,55,
2018-01-13T04:18:34.291Z,,,17.4,,,55,
2018-01-13T04:18:44.291Z,,,17.4,,,55,
2018-01-13T04:18:54.291Z,,,17.4,,,55,
2018-01-13T04:19:04.291Z,,,17.4,,,55,
2018-01-13T04:19:14.292Z,,,17.4,,,55,
2018-01-13T04:19:24.294Z,,,17.4,,,55,
2018-01-13T04:19:34.293Z,,,17.4,,,55,
2018-01-13T04:19:44.291Z,,,17.4,,,55,
2018-01-13T04:19:54.291Z,,,17.4,,,55,
2018-01-13T04:20:04.291Z,,,17.4,,,55,
2018-01-13T04:20:14.293Z,,,17.4,,,55,
2018-01-13T04:20:24.292Z,31.5,,17.4,,,55,
2018-01-13T04:20:34.291Z,,,17.4,,,55,
2018-01-13T04:20:44.291Z,,,17.4,,,55,
2018-01-13T04:20:54.296Z,,,17.4,,,55,
2018-01-13T04:21:04.291Z,,,17.4,,,55,
2018-01-13T04:21:14.292Z,,,17.4,,,55,
2018-01-13T04:21:24.291Z,,,17.4,,,55,
2018-01-13T04:21:34.291Z,,,17.4,,,55,
2018-01-13T04:21:44.292Z,,,17.4,,,55,
2018-01-13T04:21:54.291Z,,,17.4,,,55,
2018-01-13T04:22:04.296Z,,,17.4,,,55,
2018-01-13T04:22:15.334Z,31.4,,17.2,,,55,
2018-01-13T04:22:24.291Z,31.5,,17.4,,,55,
2018-01-13T04:22:34.291Z,31.4,,17.2,,,55,
2018-01-13T04:22:44.292Z,,,17.2,,,55,
2018-01-13T04:22:54.292Z,,,17.2,,,55,
2018-01-13T04:23:04.292Z,,,17.2,,,55,
2018-01-13T04:23:14.294Z,,,17.2,,,55,
2018-01-13T04:23:24.430Z,,,17.2,,,55,
2018-01-13T04:23:34.291Z,,,17.2,,,55,
2018-01-13T04:23:44.291Z,,,17.2,,,55,
2018-01-13T04:23:54.293Z,,,17.2,,,55,
2018-01-13T04:24:04.293Z,,,17.2,,,55,
2018-01-13T04:24:14.295Z,31.2,,17.2,,,55,
2018-01-13T04:24:24.292Z,,,17.2,,,55,
2018-01-13T04:24:34.293Z,,,17.2,,,55,
2018-01-13T04:24:44.291Z,,,17.2,,,55,
2018-01-13T04:24:54.292Z,,,17.2,,,55,
2018-01-13T04:25:04.303Z,,,17.2,,,55,
2018-01-13T04:25:14.293Z,,,17.2,,,55,
2018-01-13T04:25:24.291Z,,,17.2,,,55,
2018-01-13T04:25:34.292Z,,,17.2,,,55,
2018-01-13T04:25:44.293Z,,,17.2,,,55,
2018-01-13T04:25:54.292Z,,,17.2,,,55,
2018-01-13T04:26:04.292Z,31.1,,17.2,,,55,
2018-01-13T04:26:14.292Z,,,17.2,,,55,
2018-01-13T04:26:24.291Z,,,17.2,,,55,
2018-01-13T04:26:34.292Z,,,17.2,,,55,
2018-01-13T04:26:44.292Z,,,17.2,,,55,
2018-01-13T04:26:54.291Z,,,17.2,,,55,
2018-01-13T04:27:04.293Z,,,17.2,,,55,
2018-01-13T04:27:14.292Z,,,17.2,,,55,
2018-01-13T04:27:24.292Z,,,17.2,,,55,
2018-01-13T04:27:34.292Z,,,17.2,,,55,
2018-01-13T04:27:44.293Z,,,17.2,,,55,
2018-01-13T04:27:54.292Z,,,17.2,,,55,
2018-01-13T04:28:09.312Z,31,,17,,,55,
2018-01-13T04:28:14.292Z,31.1,,17.2,,,55,
2018-01-13T04:28:24.293Z,31,,17,,,55,
2018-01-13T04:28:34.292Z,,,17,,,55,
2018-01-13T04:28:44.292Z,,,17,,,55,
2018-01-13T04:28:54.292Z,,,17,,,55,
2018-01-13T04:29:04.292Z,,,17,,,55,
2018-01-13T04:29:14.293Z,,,17,,,55,
2018-01-13T04:29:24.295Z,,,17,,,55,
2018-01-13T04:29:34.292Z,,,17,,,55,
2018-01-13T04:29:44.293Z,30.9,,17,,,55,
2018-01-13T04:29:54.292Z,30.9,,17,,,55,
2018-01-13T04:30:04.292Z,30.9,,17,,,55,
2018-01-13T04:30:14.294Z,,,17,,,55,
2018-01-13T04:30:24.292Z,,,17,,,55,
2018-01-13T04:30:34.293Z,,,17,,,55,
2018-01-13T04:30:44.292Z,,,17,,,55,
2018-01-13T04:30:54.293Z,,,17,,,55,
2018-01-13T04:31:04.295Z,,,17,,,55,
2018-01-13T04:31:14.292Z,,,17,,,55,
2018-01-13T04:31:24.293Z,,,17,,,55,
2018-01-13T04:31:34.292Z,,,17,,,55,
2018-01-13T04:31:44.292Z,,,17,,,55,
2018-01-13T04:31:54.293Z,30.7,,17,,,55,
2018-01-13T04:32:04.292Z,,,17,,,55,
2018-01-13T04:32:14.293Z,,,17,,,55,
2018-01-13T04:32:25.392Z,,,17,,,55,
2018-01-13T04:32:34.293Z,,,17,,,55,
2018-01-13T04:32:44.293Z,,,17,,,55,
2018-01-13T04:32:54.293Z,,,17,,,55,
2018-01-13T04:33:05.284Z,,,17,,,55,
2018-01-13T04:33:14.293Z,,,17,,,55,
2018-01-13T04:33:24.295Z,,,17,,,55,
2018-01-13T04:33:34.293Z,,,17,,,55,
2018-01-13T04:33:50.305Z,,,17,,,55,
2018-01-13T04:33:54.293Z,,,17,,,55,
2018-01-13T04:34:04.292Z,30.6,,17,,,55,
2018-01-13T04:34:14.293Z,,,17,,,55,
2018-01-13T04:34:24.293Z,,,17,,,55,
2018-01-13T04:34:34.293Z,,,17,,,55,
2018-01-13T04:34:44.293Z,,,17,,,55,
2018-01-13T04:34:54.293Z,,,17,,,55,
2018-01-13T04:35:04.293Z,,,17,,,55,
2018-01-13T04:35:14.293Z,,,16.8,,,55,
2018-01-13T04:35:24.293Z,,,17,,,55,
2018-01-13T04:35:34.296Z,,,16.8,,,55,
2018-01-13T04:35:44.293Z,,,16.8,,,55,
2018-01-13T04:35:54.296Z,30.5,,16.8,,,55,
2018-01-13T04:36:04.293Z,,,16.8,,,55,
2018-01-13T04:36:14.293Z,,,16.8,,,55,
2018-01-13T04:36:24.293Z,,,16.8,,,55,
2018-01-13T04:36:34.293Z,,,16.8,,,55,
2018-01-13T04:36:44.293Z,,,16.8,,,55,
2018-01-13T04:36:54.293Z,,,16.8,,,55,
2018-01-13T04:37:04.293Z,,,16.8,,,55,
2018-01-13T04:37:14.294Z,,,16.8,,,55,
2018-01-13T04:37:24.293Z,,,16.8,,,55,
2018-01-13T04:37:34.303Z,30.5,0,16.8,5,0,55,0
2018-01-13T04:37:44.293Z,,,16.8,,,55,
2018-01-13T04:37:54.293Z,30.4,,16.8,,,55,
2018-01-13T04:38:04.293Z,,,16.8,,,55,
2018-01-13T04:38:14.293Z,,,16.8,,,55,
2018-01-13T04:38:24.293Z,,,16.8,,,55,
2018-01-13T04:38:34.298Z,,,16.8,,,55,
2018-01-13T04:38:44.294Z,,,16.8,,,55,
2018-01-13T04:38:54.293Z,,,16.8,,,55,
2018-01-13T04:39:04.293Z,,,16.8,,,55,
2018-01-13T04:39:14.294Z,,,16.8,,,55,
2018-01-13T04:39:24.296Z,,,16.8,,,55,
2018-01-13T04:39:34.294Z,,,16.8,,,55,
2018-01-13T04:39:44.293Z,30.2,,16.8,,,55,
2018-01-13T04:39:54.294Z,,,16.8,,,55,
2018-01-13T04:40:04.295Z,,,16.8,,,55,
2018-01-13T04:40:14.294Z,,,16.8,,,55,
2018-01-13T04:40:24.293Z,,,16.8,,,55,
2018-01-13T04:40:34.294Z,,,16.8,,,55,
2018-01-13T04:40:44.296Z,,,16.8,,,55,
2018-01-13T04:40:55.285Z,,,16.8,,,55,
2018-01-13T04:41:04.294Z,,,16.8,,,55,
2018-01-13T04:41:15.285Z,,,16.8,,,55,
2018-01-13T04:41:24.294Z,,,16.8,,,55,
2018-01-13T04:41:34.294Z,,,16.8,,,55,
2018-01-13T04:41:44.294Z,30.1,,16.8,,,55,
2018-01-13T04:41:54.294Z,30.2,,16.7,,,55,
2018-01-13T04:42:04.294Z,30.1,,16.7,,,55,
2018-01-13T04:42:14.294Z,,,16.8,,,55,
2018-01-13T04:42:24.294Z,,,16.7,,,55,
2018-01-13T04:42:34.294Z,,,16.7,,,55,
2018-01-13T04:42:49.384Z,,,16.7,,,55,
2018-01-13T04:42:54.294Z,,,16.7,,,55,
2018-01-13T04:43:04.294Z,,,16.7,,,55,
2018-01-13T04:43:14.294Z,,,16.7,,,55,
2018-01-13T04:43:24.294Z,,,16.7,,,55,
2018-01-13T04:43:34.294Z,,,16.7,,,55,
2018-01-13T04:43:45.369Z,,,16.7,,,55,
2018-01-13T04:43:54.294Z,30,,16.7,,,55,
2018-01-13T04:44:04.294Z,,,16.7,,,55,
2018-01-13T04:44:14.294Z,,,16.7,,,55,
2018-01-13T04:44:24.294Z,,,16.7,,,55,
2018-01-13T04:44:34.294Z,,,16.7,,,55,
2018-01-13T04:44:44.294Z,,,16.7,,,55,
2018-01-13T04:44:54.296Z,,,16.7,,,55,
2018-01-13T04:45:04.294Z,,,16.7,,,55,
2018-01-13T04:45:14.295Z,,,16.7,,,55,
2018-01-13T04:45:24.295Z,,,16.7,,,55,
2018-01-13T04:45:34.295Z,,,16.7,,,55,
2018-01-13T04:45:44.295Z,29.9,,16.7,,,55,
2018-01-13T04:45:54.294Z,30,,16.7,,,55,
2018-01-13T04:46:04.294Z,29.9,,16.7,,,55,
2018-01-13T04:46:14.294Z,,,16.7,,,55,
2018-01-13T04:46:24.294Z,,,16.7,,,55,
2018-01-13T04:46:39.314Z,,,16.7,,,55,
2018-01-13T04:46:44.294Z,,,16.7,,,55,
2018-01-13T04:46:54.294Z,,,16.7,,,55,
2018-01-13T04:47:04.297Z,,,16.7,,,55,
2018-01-13T04:47:14.295Z,,,16.7,,,55,
2018-01-13T04:47:24.295Z,,,16.7,,,55,
2018-01-13T04:47:34.295Z,,,16.7,,,55,
2018-01-13T04:47:44.295Z,,,16.7,,,55,
2018-01-13T04:47:54.295Z,,,16.7,,,55,
2018-01-13T04:48:04.295Z,,,16.7,,,55,
2018-01-13T04:48:14.295Z,,,16.7,,,55,
2018-01-13T04:48:24.295Z,29.7,,16.7,,,55,
2018-01-13T04:48:34.295Z,,,16.7,,,55,
2018-01-13T04:48:44.296Z,,,16.5,,,55,
2018-01-13T04:48:54.299Z,,,16.5,,,55,
2018-01-13T04:49:04.295Z,,,16.7,,,55,
2018-01-13T04:49:14.296Z,,,16.5,,,55,
2018-01-13T04:49:25.736Z,,,16.5,,,55,
2018-01-13T04:49:34.295Z,,,16.5,,,55,
2018-01-13T04:49:44.295Z,,,16.5,,,55,
2018-01-13T04:49:54.295Z,,,16.5,,,55,
2018-01-13T04:50:04.295Z,,,16.5,,,55,
2018-01-13T04:50:14.295Z,29.6,,16.5,,,55,
2018-01-13T04:50:24.298Z,29.7,,16.5,,,55,
2018-01-13T04:50:34.296Z,29.6,,16.5,,,55,
2018-01-13T04:50:44.295Z,,,16.5,,,55,
2018-01-13T04:50:54.363Z,,,16.5,,,55,
2018-01-13T04:51:04.296Z,,,16.5,,,55,
2018-01-13T04:51:14.296Z,,,16.5,,,55,
2018-01-13T04:51:24.295Z,,,16.5,,,55,
2018-01-13T04:51:34.295Z,,,16.5,,,55,
2018-01-13T04:51:44.295Z,,,16.5,,,55,
2018-01-13T04:51:54.297Z,,,16.5,,,55,
2018-01-13T04:52:04.296Z,,,16.5,,,55,
2018-01-13T04:52:14.296Z,,,16.5,,,55,
2018-01-13T04:52:24.295Z,29.4,,16.5,,,55,
2018-01-13T04:52:35.291Z,,,16.5,,,55,
2018-01-13T04:52:44.422Z,,,16.5,,,55,
2018-01-13T04:52:54.296Z,,,16.5,,,55,
2018-01-13T04:53:04.296Z,,,16.5,,,55,
2018-01-13T04:53:14.297Z,,,16.5,,,55,
2018-01-13T04:53:24.297Z,,,16.5,,,55,
2018-01-13T04:53:34.296Z,,,16.5,,,55,
2018-01-13T04:53:45.293Z,,,16.5,,,55,
2018-01-13T04:54:04.296Z,,,16.5,,,55,
2018-01-13T04:54:14.296Z,,,16.5,,,55,
2018-01-13T04:54:24.296Z,,,16.5,,,55,
2018-01-13T04:54:34.297Z,29.3,,16.5,,,55,
2018-01-13T04:54:44.296Z,,,16.5,,,55,
2018-01-13T04:54:54.296Z,,,16.5,,,55,
2018-01-13T04:55:04.296Z,,,16.5,,,55,
2018-01-13T04:55:14.298Z,,,16.5,,,55,
2018-01-13T04:55:24.296Z,,,16.5,,,55,
2018-01-13T04:55:34.296Z,,,16.5,,,55,
