Time,PrimT,ChActive,HwTOutlet,ActPow,HwActive,PrimTSet,HwTSet
2017-11-14T00:00:00.797Z,,1,35.3,,0,75,55
2017-11-14T00:00:10.797Z,45,,35.2,,,,55
2017-11-14T00:00:20.800Z,,,35.2,,,,55
2017-11-14T00:00:30.797Z,,,35.2,,,,55
2017-11-14T00:00:40.797Z,,,35.2,,,,55
2017-11-14T00:00:50.798Z,,,35.2,,,,55
2017-11-14T00:01:00.799Z,,,35.1,,,,55
2017-11-14T00:01:10.797Z,,,35.1,,,,55
2017-11-14T00:01:20.797Z,,,35.1,,,,55
2017-11-14T00:01:30.797Z,45,,35.1,,,,55
2017-11-14T00:01:40.797Z,45,,34.9,,,,55
2017-11-14T00:01:50.800Z,44.9,,34.9,,,,55
2017-11-14T00:02:00.797Z,,,34.9,,,,55
2017-11-14T00:02:10.800Z,,,34.9,,,,55
2017-11-14T00:02:20.802Z,,,34.8,,,,55
2017-11-14T00:02:30.797Z,,0,34.8,,0,5,55
2017-11-14T00:02:40.800Z,,,34.8,,,,55
2017-11-14T00:02:50.798Z,,,34.8,,,,55
2017-11-14T00:03:00.798Z,44.8,,34.7,,,,55
2017-11-14T00:03:10.799Z,,,34.7,,,,55
2017-11-14T00:03:20.798Z,,,34.7,,,,55
2017-11-14T00:03:30.798Z,,,34.7,,,,55
2017-11-14T00:03:40.798Z,,,34.7,,,,55
2017-11-14T00:03:50.797Z,,,34.6,,,,55
2017-11-14T00:04:00.798Z,,,34.6,,,,55
2017-11-14T00:04:10.798Z,44.7,,34.6,,,,55
2017-11-14T00:04:20.798Z,,,34.4,,,,55
2017-11-14T00:04:30.798Z,,,34.4,,,,55
2017-11-14T00:04:40.799Z,44.8,1,34.4,79,0,75,55
2017-11-14T00:04:50.798Z,49.2,,34.3,79,,,55
2017-11-14T00:05:00.798Z,47.8,,34.3,49,,,55
2017-11-14T00:05:15.823Z,41.9,,34.3,29,,,55
2017-11-14T00:05:20.808Z,36.5,,34.2,,,,55
2017-11-14T00:05:30.798Z,32.8,,34.2,,,,55
2017-11-14T00:05:40.800Z,31.8,,34.2,,,,55
2017-11-14T00:05:50.799Z,31,,34.2,,,,55
2017-11-14T00:06:00.798Z,32,,34.2,,,,55
2017-11-14T00:06:10.798Z,32.5,,34.1,,,,55
2017-11-14T00:06:20.798Z,33,,34.1,,,,55
2017-11-14T00:06:30.798Z,32.9,,34.1,,,,55
2017-11-14T00:06:40.798Z,,,34,,,,55
2017-11-14T00:06:50.798Z,33,,34,,,,55
2017-11-14T00:07:00.798Z,33.4,,34,,,,55
2017-11-14T00:07:10.798Z,33.6,,34,,,,55
2017-11-14T00:07:20.801Z,33.9,,33.8,,,,55
2017-11-14T00:07:30.798Z,34,,33.8,,,,55
2017-11-14T00:07:40.801Z,34.1,,33.8,,,,55
2017-11-14T00:07:50.801Z,34.4,,33.7,,,,55
2017-11-14T00:08:05.818Z,34.6,,33.7,,,,55
2017-11-14T00:08:10.798Z,35,,33.7,,,,55
2017-11-14T00:08:20.798Z,,,33.6,,,,55
2017-11-14T00:08:30.802Z,35.2,,33.6,,,,55
2017-11-14T00:08:40.798Z,35.5,,33.6,,,,55
2017-11-14T00:08:50.798Z,35.7,,33.5,,,,55
2017-11-14T00:09:00.798Z,36,,33.5,,,,55
2017-11-14T00:09:10.804Z,,,33.5,,,,55
2017-11-14T00:09:20.799Z,36.2,,33.5,,,,55
2017-11-14T00:09:30.837Z,36.5,,33.3,,,,55
2017-11-14T00:09:40.802Z,36.7,,33.3,,,,55
2017-11-14T00:09:50.798Z,37.1,1,33.3,0,0,,55
2017-11-14T00:10:00.798Z,35.9,,33.3,,,,55
2017-11-14T00:10:10.801Z,33.9,,33.2,,,,55
2017-11-14T00:10:20.802Z,32.9,,33.2,,,,55
2017-11-14T00:10:30.800Z,32.5,,33.2,,,,55
2017-11-14T00:10:40.799Z,,,33.2,,,,55
2017-11-14T00:10:50.798Z,32.6,,33.1,,,,55
2017-11-14T00:11:00.801Z,32.7,,33.1,,,,55
2017-11-14T00:11:10.802Z,32.6,,33.1,,,,55
2017-11-14T00:11:20.799Z,32.3,,33.1,,,,55
2017-11-14T00:11:30.799Z,32.1,,33,,,,55
2017-11-14T00:11:40.798Z,32,,33,,,,55
2017-11-14T00:11:50.801Z,31.9,,33,,,,55
2017-11-14T00:12:00.799Z,,,32.8,,,,55
2017-11-14T00:12:10.799Z,31.7,,32.8,,,,55
2017-11-14T00:12:20.802Z,31.6,,32.8,,,,55
2017-11-14T00:12:30.799Z,31.5,,32.8,,,,55
2017-11-14T00:12:40.803Z,31.4,,32.7,,,,55
2017-11-14T00:12:50.799Z,31.2,,32.7,,,,55
2017-11-14T00:13:00.799Z,31.4,1,32.7,0,0,75,55
2017-11-14T00:13:10.800Z,31.5,,32.7,,,,55
2017-11-14T00:13:20.805Z,31.7,,32.6,,,,55
2017-11-14T00:13:30.804Z,31.9,,32.6,,,,55
2017-11-14T00:13:40.799Z,32.1,,32.6,,,,55
2017-11-14T00:13:50.803Z,32.2,,32.5,,,,55
2017-11-14T00:14:00.799Z,32.3,,32.5,,,,55
2017-11-14T00:14:10.803Z,32.5,,32.5,,,,55
2017-11-14T00:14:20.802Z,32.6,,32.3,,,,55
2017-11-14T00:14:30.804Z,32.7,,32.3,,,,55
2017-11-14T00:14:40.799Z,,,32.3,,,,55
2017-11-14T00:14:50.799Z,33,,32.2,,,,55
2017-11-14T00:15:00.799Z,,,32.2,,,,55
2017-11-14T00:15:11.793Z,33.1,,32.2,,,,55
2017-11-14T00:15:20.799Z,,,32.1,,,,55
2017-11-14T00:15:30.800Z,33.2,,32.1,,,,55
2017-11-14T00:15:40.799Z,,,32,,,,55
2017-11-14T00:15:50.802Z,33.3,,32,,,,55
2017-11-14T00:16:00.799Z,33.5,,32,,,,55
2017-11-14T00:16:10.799Z,,,31.9,,,,55
2017-11-14T00:16:20.799Z,33.6,,31.9,,,,55
2017-11-14T00:16:30.799Z,,,31.9,,,,55
2017-11-14T00:16:40.799Z,33.7,,31.7,,,,55
2017-11-14T00:16:50.799Z,,,31.7,,,,55
2017-11-14T00:17:00.804Z,,,31.7,,,,55
2017-11-14T00:17:10.799Z,33.8,,31.6,,,,55
2017-11-14T00:17:20.799Z,,,31.6,,,,55
2017-11-14T00:17:30.799Z,34,,31.6,,,,55
2017-11-14T00:17:40.799Z,,,31.5,,,,55
2017-11-14T00:17:50.804Z,,,31.5,,,,55
2017-11-14T00:18:00.800Z,,,31.5,,,,55
2017-11-14T00:18:10.799Z,34.1,,31.4,,,,55
2017-11-14T00:18:20.800Z,,,31.4,,,,55
2017-11-14T00:18:30.803Z,,,31.4,,,,55
2017-11-14T00:18:40.800Z,34.2,,31.4,,,,55
2017-11-14T00:18:50.800Z,,,31.2,,,,55
2017-11-14T00:19:00.800Z,,,31.2,,,,55
2017-11-14T00:19:10.799Z,,,31.2,,,,55
2017-11-14T00:19:20.805Z,,,31.1,,,,55
2017-11-14T00:19:30.799Z,,,31.1,,,,55
2017-11-14T00:19:40.800Z,34.3,1,31.1,,0,,55
2017-11-14T00:19:50.800Z,39.5,,31,80,,,55
2017-11-14T00:20:00.800Z,45.3,,31,45,,,55
2017-11-14T00:20:10.800Z,44.7,,31,29,,,55
2017-11-14T00:20:20.800Z,40.9,,30.9,,,,55
2017-11-14T00:20:30.800Z,38.6,,30.9,,,,55
2017-11-14T00:20:40.801Z,36.8,,30.9,,,,55
2017-11-14T00:20:50.800Z,35.9,,30.9,,,,55
2017-11-14T00:21:00.800Z,36.1,,30.7,,,,55
2017-11-14T00:21:10.802Z,37.2,,30.7,,,,55
2017-11-14T00:21:20.800Z,37.8,,30.7,,,,55
2017-11-14T00:21:30.807Z,38.1,,30.6,,,,55
2017-11-14T00:21:40.799Z,38.2,,30.6,,,,55
2017-11-14T00:21:50.800Z,38.3,,30.6,,,,55
2017-11-14T00:22:00.801Z,38.5,,30.6,,,,55
2017-11-14T00:22:10.800Z,38.6,,30.6,,,,55
2017-11-14T00:22:20.800Z,39,,30.5,,,,55
2017-11-14T00:22:30.800Z,39.1,,30.5,,,,55
2017-11-14T00:22:40.800Z,39.3,,30.5,,,,55
2017-11-14T00:22:50.800Z,39.4,,30.5,,,,55
2017-11-14T00:23:00.800Z,39.5,,30.5,,,,55
2017-11-14T00:23:10.800Z,39.7,,30.4,,,,55
2017-11-14T00:23:20.800Z,40,,30.4,,,,55
2017-11-14T00:23:30.800Z,,,30.4,,,,55
2017-11-14T00:23:45.823Z,40.2,,30.4,,,,55
2017-11-14T00:23:50.800Z,40.6,0,30.4,120,2,0,55
2017-11-14T00:24:00.810Z,50.1,,28.5,124,,,55
2017-11-14T00:24:10.800Z,54.3,,44.9,,,,55
2017-11-14T00:24:20.810Z,59.1,,52.2,98,,,55
2017-11-14T00:24:30.800Z,62,,56,71,,,55
2017-11-14T00:24:40.805Z,61.6,0,57.5,50,0,59,55
2017-11-14T00:24:50.801Z,60.5,0,55.8,0,2,0,55
2017-11-14T00:25:00.804Z,54.5,,56.9,,,,55
2017-11-14T00:25:10.801Z,50.6,0,48.6,108,2,,55
2017-11-14T00:25:20.800Z,51.2,,46,113,,,55
2017-11-14T00:25:30.801Z,55.2,,49,110,,,55
2017-11-14T00:25:40.803Z,59.3,,53.2,100,,,55
2017-11-14T00:25:50.806Z,62.1,0,56.7,0,0,59,55
2017-11-14T00:26:00.801Z,63.3,,55.6,,,,55
2017-11-14T00:26:10.801Z,66.2,,53.7,,,,55
2017-11-14T00:26:20.801Z,68.1,,52.7,,,,55
2017-11-14T00:26:36.252Z,69.2,,52.6,,,,55
2017-11-14T00:26:40.800Z,71,,54,,,,55
2017-11-14T00:26:50.801Z,71.6,1,55.6,,0,75,55
2017-11-14T00:27:00.801Z,72.3,1,56.6,,0,,55
2017-11-14T00:27:10.801Z,76,,57.6,79,,,55
2017-11-14T00:27:20.811Z,65.9,,58.2,37,,,55
2017-11-14T00:27:30.801Z,55.1,,58.4,29,,,55
2017-11-14T00:27:40.801Z,48.8,,58.7,,,,55
2017-11-14T00:27:50.801Z,44.6,,58.9,,,,55
2017-11-14T00:28:00.801Z,42.9,,59,,,,55
2017-11-14T00:28:10.801Z,42.6,,59.1,,,,55
2017-11-14T00:28:20.801Z,43.4,,59.2,,,,55
2017-11-14T00:28:30.804Z,43.9,,59.3,,,,55
2017-11-14T00:28:40.801Z,43.4,,59.4,,,,55
2017-11-14T00:28:50.800Z,43,,59.4,,,,55
2017-11-14T00:29:00.804Z,42.7,,59.5,,,,55
2017-11-14T00:29:10.801Z,43,,59.7,,,,55
2017-11-14T00:29:20.801Z,43.2,,59.7,,,,55
2017-11-14T00:29:30.801Z,43.5,,59.7,,,,55
2017-11-14T00:29:40.801Z,44,,59.8,,,,55
2017-11-14T00:29:50.801Z,44.1,,59.8,,,,55
2017-11-14T00:30:00.801Z,44.5,1,59.8,0,0,,55
2017-11-14T00:30:10.801Z,42.8,,59.8,,,,55
2017-11-14T00:30:20.801Z,41.7,,59.8,,,,55
2017-11-14T00:30:30.802Z,40.7,,59.8,,,,55
2017-11-14T00:30:40.801Z,40.2,0,59.8,,0,59,55
2017-11-14T00:30:50.801Z,41,,60.2,,,,55
2017-11-14T00:31:00.801Z,43,,59,,,,55
2017-11-14T00:31:10.801Z,44.3,,58.5,,,,55
2017-11-14T00:31:20.802Z,44.4,,58,,,,55
2017-11-14T00:31:30.801Z,,,57.3,,,,55
2017-11-14T00:31:40.802Z,44.5,1,56.6,,0,75,55
2017-11-14T00:31:50.801Z,,1,55.7,,0,,55
2017-11-14T00:32:00.801Z,44.7,,55.1,,,,55
2017-11-14T00:32:10.801Z,44.8,,54.3,,,,55
2017-11-14T00:32:20.802Z,44.9,,53.7,,,,55
2017-11-14T00:32:30.801Z,45,,53.2,,,,55
2017-11-14T00:32:40.802Z,45.1,,52.8,,,,55
2017-11-14T00:32:50.802Z,45.2,,52.2,,,,55
2017-11-14T00:33:00.801Z,,,51.8,,,,55
2017-11-14T00:33:10.802Z,45.3,,51.3,,,,55
2017-11-14T00:33:20.802Z,45.5,,51,,,,55
2017-11-14T00:33:30.801Z,,,50.6,,,,55
2017-11-14T00:33:41.801Z,46.1,1,50.1,80,0,,55
2017-11-14T00:33:50.802Z,53.3,,49.8,67,,,55
2017-11-14T00:34:00.803Z,55.2,,49.4,45,,,55
2017-11-14T00:34:10.829Z,51.7,,49.1,29,,,55
2017-11-14T00:34:20.802Z,47.8,,48.7,,,,55
2017-11-14T00:34:30.801Z,45.8,,48.4,,,,55
2017-11-14T00:34:40.802Z,44.8,,48.1,,,,55
2017-11-14T00:34:50.806Z,44.3,,47.8,,,,55
2017-11-14T00:35:00.802Z,44.5,1,47.5,0,0,,55
2017-11-14T00:35:10.801Z,42.9,,47.3,,,,55
2017-11-14T00:35:20.803Z,41.6,,46.9,,,,55
2017-11-14T00:35:30.802Z,41.3,,46.7,,,,55
2017-11-14T00:35:40.802Z,41,,46.5,,,,55
2017-11-14T00:35:50.802Z,41,,46.2,,,,55
2017-11-14T00:36:00.802Z,41.2,,45.9,,,,55
2017-11-14T00:36:10.801Z,,,45.8,,,,55
2017-11-14T00:36:20.802Z,40.9,,45.6,,,,55
2017-11-14T00:36:30.805Z,40.7,,45.3,,,,55
2017-11-14T00:36:40.806Z,40.3,,45.1,,,,55
2017-11-14T00:36:50.802Z,40.1,,44.9,,,,55
2017-11-14T00:37:00.802Z,39.9,,44.8,,,,55
2017-11-14T00:37:10.804Z,39.8,,44.5,,,,55
2017-11-14T00:37:20.802Z,,,44.4,,,,55
2017-11-14T00:37:30.803Z,39.6,,44.2,,,,55
2017-11-14T00:37:40.802Z,39.5,,44.1,,,,55
2017-11-14T00:37:50.802Z,39.4,,43.9,,,,55
2017-11-14T00:38:00.804Z,39.3,,43.7,,,,55
2017-11-14T00:38:10.802Z,39.1,,43.5,,,,55
2017-11-14T00:38:20.802Z,39,,43.4,,,,55
2017-11-14T00:38:30.802Z,38.9,,43.3,,,,55
2017-11-14T00:38:40.803Z,,,43.1,,,,55
2017-11-14T00:38:50.802Z,38.8,,43,,,,55
2017-11-14T00:39:00.802Z,,,42.8,,,,55
2017-11-14T00:39:10.802Z,38.6,,42.6,,,,55
2017-11-14T00:39:20.802Z,38.5,,42.5,,,,55
2017-11-14T00:39:30.802Z,38.4,,42.4,,,,55
2017-11-14T00:39:40.803Z,38.3,,42.3,,,,55
2017-11-14T00:39:50.803Z,38.1,,42.2,,,,55
2017-11-14T00:40:00.802Z,,,42,,,,55
2017-11-14T00:40:10.803Z,37.9,,41.8,,,,55
2017-11-14T00:40:20.802Z,,,41.7,,,,55
2017-11-14T00:40:30.802Z,37.8,,41.6,,,,55
2017-11-14T00:40:40.802Z,,,41.5,,,,55
2017-11-14T00:40:50.802Z,37.7,,41.4,,,,55
2017-11-14T00:41:00.802Z,,,41.2,,,,55
2017-11-14T00:41:10.802Z,37.5,,41.1,,,,55
2017-11-14T00:41:20.815Z,37.4,,41,,,,55
2017-11-14T00:41:30.802Z,,,40.9,,,,55
2017-11-14T00:41:40.808Z,37.5,,40.8,,,,55
2017-11-14T00:41:50.802Z,37.7,,40.7,,,,55
2017-11-14T00:42:00.802Z,37.8,,40.6,,,,55
2017-11-14T00:42:15.823Z,,0,40.5,,0,5,55
2017-11-14T00:42:20.802Z,37.9,,40.3,,,,55
2017-11-14T00:42:30.803Z,,1,40.2,,0,75,55
2017-11-14T00:42:40.802Z,38,,40.1,,,,55
2017-11-14T00:42:50.803Z,,,40,,,,55
2017-11-14T00:43:00.802Z,38.1,,39.9,,,,55
2017-11-14T00:43:10.803Z,39.9,0,39,0,0,59,55
2017-11-14T00:43:20.807Z,40.7,0,35.8,,0,,55
2017-11-14T00:43:30.803Z,40.1,,36.2,,,,55
2017-11-14T00:43:41.129Z,40.7,,36.4,,,,55
2017-11-14T00:43:50.803Z,41,,36.4,,,,55
2017-11-14T00:44:00.802Z,,,36.4,,,,55
2017-11-14T00:44:10.803Z,41.2,,36.3,,,5,55
2017-11-14T00:44:20.803Z,,,36.3,,,,55
2017-11-14T00:44:30.808Z,,1,36.2,,0,75,55
2017-11-14T00:44:40.804Z,41.4,,36,,,,55
2017-11-14T00:44:50.802Z,,,35.9,,,,55
2017-11-14T00:45:00.803Z,41.5,,35.9,,,,55
2017-11-14T00:45:10.805Z,,,35.8,,,,55
2017-11-14T00:45:20.812Z,41.6,,35.7,,,,55
2017-11-14T00:45:30.807Z,,,35.7,,,,55
2017-11-14T00:45:40.806Z,,,35.7,,,,55
2017-11-14T00:45:50.804Z,,,35.6,,,,55
2017-11-14T00:46:00.804Z,41.7,,35.6,,,,55
2017-11-14T00:46:10.803Z,43.2,0,36.9,0,0,59,55
2017-11-14T00:46:20.805Z,43.3,,36.8,,,,55
2017-11-14T00:46:31.922Z,43.4,,36.5,,,,55
2017-11-14T00:46:40.804Z,43.4,0,36.4,,2,0,55
2017-11-14T00:46:50.804Z,45.2,0,40.7,124,2,,55
2017-11-14T00:47:00.804Z,49,0,40.9,0,0,59,55
2017-11-14T00:47:10.806Z,50,,39.9,,,,55
2017-11-14T00:47:20.803Z,51,,39,,,,55
2017-11-14T00:47:30.803Z,52,,38.6,,,,55
2017-11-14T00:47:40.804Z,52.2,,38.4,,,,55
2017-11-14T00:47:50.803Z,52.4,,38.4,,,,55
2017-11-14T00:48:00.803Z,52.6,,38.9,,,5,55
2017-11-14T00:48:10.807Z,,,39.6,,,,55
2017-11-14T00:48:20.808Z,,,40.2,,,,55
2017-11-14T00:48:30.803Z,,,40.7,,,,55
2017-11-14T00:48:40.804Z,,,41,,,,55
2017-11-14T00:48:50.803Z,,,41.2,,,,55
2017-11-14T00:49:00.803Z,,,41.5,,,,55
2017-11-14T00:49:10.803Z,,,41.7,,,,55
2017-11-14T00:49:21.795Z,,,41.8,,,,55
2017-11-14T00:49:30.805Z,,,41.9,,,,55
2017-11-14T00:49:40.806Z,,,42,,,,55
2017-11-14T00:49:50.805Z,,,42.2,,,,55
2017-11-14T00:50:00.806Z,,,42.3,,,,55
2017-11-14T00:50:10.803Z,,,42.3,,,,55
2017-11-14T00:50:20.811Z,52.7,,42.4,,,,55
2017-11-14T00:50:30.807Z,,,42.5,,,,55
2017-11-14T00:50:40.805Z,,,42.5,,,,55
2017-11-14T00:50:50.803Z,,,42.5,,,,55
2017-11-14T00:51:00.805Z,,,42.6,,,,55
2017-11-14T00:51:10.805Z,,,42.6,,,,55
2017-11-14T00:51:20.807Z,52.8,,42.6,,,,55
2017-11-14T00:51:30.803Z,,,42.6,,,,55
2017-11-14T00:51:40.819Z,,,42.6,,,,55
2017-11-14T00:51:50.805Z,,,42.6,,,,55
2017-11-14T00:52:00.805Z,,,42.6,,,,55
2017-11-14T00:52:11.798Z,,,42.6,,,,55
2017-11-14T00:52:20.805Z,,,42.6,,,,55
2017-11-14T00:52:30.807Z,52.9,,42.6,,,,55
2017-11-14T00:52:40.809Z,,,42.6,,,,55
2017-11-14T00:52:50.804Z,,,42.6,,,,55
2017-11-14T00:53:00.804Z,,,42.6,,,,55
2017-11-14T00:53:10.807Z,,,42.5,,,,55
2017-11-14T00:53:20.804Z,,,42.5,,,,55
2017-11-14T00:53:30.808Z,,,42.5,,,,55
2017-11-14T00:53:40.804Z,,,42.5,,,,55
2017-11-14T00:53:50.807Z,,,42.4,,,,55
2017-11-14T00:54:00.804Z,,,42.4,,,,55
2017-11-14T00:54:10.804Z,,,42.4,,,,55
2017-11-14T00:54:20.808Z,,,42.3,,,,55
2017-11-14T00:54:31.856Z,,,42.3,,,,55
2017-11-14T00:54:40.804Z,52.8,,42.3,,,,55
2017-11-14T00:54:50.805Z,,,42.3,,,,55
2017-11-14T00:55:00.805Z,,,42.2,,,,55
2017-11-14T00:55:10.805Z,,,42.2,,,,55
2017-11-14T00:55:20.807Z,,,42.2,,,,55
2017-11-14T00:55:30.807Z,,,42,,,,55
2017-11-14T00:55:40.807Z,,,42,,,,55
2017-11-14T00:55:50.810Z,,,41.9,,,,55
2017-11-14T00:56:00.806Z,,1,41.9,,0,75,55
2017-11-14T00:56:10.805Z,,,41.9,,,,55
2017-11-14T00:56:20.809Z,,,41.8,,,,55
2017-11-14T00:56:30.806Z,52.7,0,41.8,,0,5,55
2017-11-14T00:56:40.808Z,,,41.8,,,,55
2017-11-14T00:56:50.804Z,,,41.7,,,,55
2017-11-14T00:57:00.808Z,,,41.7,,,,55
2017-11-14T00:57:10.808Z,,,41.7,,,,55
2017-11-14T00:57:20.804Z,,,41.6,,,,55
2017-11-14T00:57:30.804Z,,,41.6,,,,55
2017-11-14T00:57:40.804Z,,,41.5,,,,55
2017-11-14T00:57:55.824Z,,,41.5,,,,55
2017-11-14T00:58:00.807Z,52.6,,41.5,,,,55
2017-11-14T00:58:10.809Z,,,41.4,,,,55
2017-11-14T00:58:20.804Z,,,41.4,,,,55
2017-11-14T00:58:30.805Z,,,41.4,,,,55
2017-11-14T00:58:40.804Z,,,41.2,,,,55
2017-11-14T00:58:50.804Z,,1,41.2,,0,75,55
2017-11-14T00:59:00.809Z,52.4,,41.2,,,,55
2017-11-14T00:59:10.804Z,,,41.1,,,,55
2017-11-14T00:59:20.805Z,,,41.1,,,,55
2017-11-14T00:59:30.809Z,,,41,,,,55
2017-11-14T00:59:40.805Z,,,41,,,,55
2017-11-14T00:59:50.805Z,,,41,,,,55
2017-11-14T01:00:00.809Z,52.3,,40.9,,,,55
2017-11-14T01:00:10.809Z,,,40.9,,,,55
2017-11-14T01:00:20.805Z,,,40.8,,,,55
2017-11-14T01:00:30.805Z,,,40.8,,,,55
2017-11-14T01:00:45.876Z,,,40.8,,,,55
2017-11-14T01:00:50.805Z,,,40.7,,,,55
2017-11-14T01:01:00.811Z,52.2,,40.7,,,,55
2017-11-14T01:01:10.804Z,,,40.7,,,,55
2017-11-14T01:01:20.810Z,,,40.6,,,,55
2017-11-14T01:01:30.806Z,,,40.6,,,,55
2017-11-14T01:01:40.805Z,,,40.5,,,,55
2017-11-14T01:01:50.807Z,,,40.5,,,,55
2017-11-14T01:02:00.805Z,52.2,1,40.5,79,0,,55
2017-11-14T01:02:10.808Z,56.2,,40.3,79,,,55
2017-11-14T01:02:20.805Z,55.6,,40.3,45,,,55
2017-11-14T01:02:30.805Z,49.7,,40.2,29,,,55
2017-11-14T01:02:40.810Z,43.6,,40.2,,,,55
2017-11-14T01:02:50.805Z,40.7,,40.2,,,,55
2017-11-14T01:03:00.806Z,38.9,,40.1,,,,55
2017-11-14T01:03:10.807Z,38.5,,40.1,,,,55
2017-11-14T01:03:20.805Z,40,,40.1,,,,55
2017-11-14T01:03:30.805Z,40.5,,40,,,,55
2017-11-14T01:03:40.805Z,40.6,,40,,,,55
2017-11-14T01:03:50.805Z,40.3,,39.9,,,,55
2017-11-14T01:04:00.807Z,,,39.9,,,,55
2017-11-14T01:04:10.805Z,40.6,,39.9,,,,55
2017-11-14T01:04:20.805Z,41,,39.8,,,,55
2017-11-14T01:04:30.805Z,41.1,,39.8,,,,55
2017-11-14T01:04:40.805Z,41.4,,39.6,,,,55
2017-11-14T01:04:50.806Z,41.6,,39.6,,,,55
2017-11-14T01:05:00.805Z,41.7,,39.6,,,,55
2017-11-14T01:05:10.805Z,42,,39.5,,,,55
2017-11-14T01:05:20.805Z,42.2,,39.5,,,,55
2017-11-14T01:05:30.805Z,42.4,,39.5,,,,55
2017-11-14T01:05:40.805Z,42.6,,39.4,,,,55
2017-11-14T01:05:50.806Z,43,,39.4,,,,55
2017-11-14T01:06:00.805Z,43.2,,39.4,,,,55
2017-11-14T01:06:10.805Z,43.3,,39.3,,,,55
2017-11-14T01:06:20.811Z,43.5,,39.3,,,,55
2017-11-14T01:06:30.805Z,43.7,,39.1,,,,55
2017-11-14T01:06:40.806Z,44,,39.1,,,,55
2017-11-14T01:06:50.805Z,44.1,,39.1,,,,55
2017-11-14T01:07:00.805Z,44.3,,39,,,,55
2017-11-14T01:07:10.806Z,44.5,,39,,,,55
2017-11-14T01:07:20.805Z,44.9,,39,,,,55
2017-11-14T01:07:30.806Z,45,,38.9,,,,55
2017-11-14T01:07:40.806Z,45.2,,38.9,,,,55
2017-11-14T01:07:50.806Z,45.3,,38.9,,,,55
2017-11-14T01:08:00.805Z,45.6,,38.8,,,,55
2017-11-14T01:08:10.806Z,45.8,,38.8,,,,55
2017-11-14T01:08:20.805Z,46,,38.8,,,,55
2017-11-14T01:08:30.806Z,46.2,,38.6,,,,55
2017-11-14T01:08:40.806Z,46.3,,38.6,,,,55
2017-11-14T01:08:50.806Z,46.6,,38.6,,,,55
2017-11-14T01:09:00.806Z,46.7,,38.5,,,,55
2017-11-14T01:09:10.806Z,47,,38.5,,,,55
2017-11-14T01:09:20.806Z,47.1,,38.5,,,,55
2017-11-14T01:09:30.806Z,47.2,,38.5,,,,55
2017-11-14T01:09:40.806Z,47.3,,38.4,,,,55
2017-11-14T01:09:50.806Z,47.6,,38.4,,,,55
2017-11-14T01:10:00.806Z,47.7,,38.4,,,,55
2017-11-14T01:10:10.806Z,48,,38.4,,,,55
2017-11-14T01:10:20.807Z,,,38.4,,,,55
2017-11-14T01:10:30.806Z,48.2,,38.4,,,,55
2017-11-14T01:10:40.806Z,48.4,,38.4,,,,55
2017-11-14T01:10:50.806Z,48.8,1,38.4,0,0,,55
2017-11-14T01:11:00.806Z,47.8,,38.4,,,,55
2017-11-14T01:11:10.806Z,45.9,,38.4,,,,55
2017-11-14T01:11:20.810Z,44.9,,38.4,,,,55
2017-11-14T01:11:30.809Z,44.6,,38.4,,,,55
2017-11-14T01:11:40.807Z,44.5,,38.4,,,,55
2017-11-14T01:11:50.806Z,44.8,,38.4,,,,55
2017-11-14T01:12:00.806Z,44.9,,38.4,,,,55
2017-11-14T01:12:10.806Z,44.8,,38.5,,,,55
2017-11-14T01:12:20.807Z,44.4,,38.5,,,,55
2017-11-14T01:12:30.806Z,44.2,,38.5,,,,55
2017-11-14T01:12:40.806Z,44.1,1,38.5,79,0,,55
2017-11-14T01:12:50.809Z,51.2,,38.5,76,,,55
2017-11-14T01:13:00.808Z,57.2,,38.5,38,,,55
2017-11-14T01:13:10.806Z,55.7,1,38.5,29,0,75,55
2017-11-14T01:13:20.807Z,52.7,,38.5,,,,55
2017-11-14T01:13:30.807Z,50.8,,38.5,,,,55
2017-11-14T01:13:40.806Z,49.7,,38.5,,,,55
2017-11-14T01:13:50.806Z,48.5,,38.5,,,,55
2017-11-14T01:14:00.806Z,49,,38.5,,,,55
2017-11-14T01:14:10.806Z,50,1,38.5,0,0,,55
2017-11-14T01:14:20.808Z,48.9,,38.5,,,,55
2017-11-14T01:14:30.807Z,47.8,,38.5,,,,55
2017-11-14T01:14:40.807Z,46.3,,38.5,,,,55
2017-11-14T01:14:50.806Z,45.6,,38.6,,,,55
2017-11-14T01:15:00.809Z,45.5,,38.6,,,,55
2017-11-14T01:15:10.807Z,46,,38.6,,,,55
2017-11-14T01:15:20.807Z,46.2,,38.6,,,,55
2017-11-14T01:15:30.806Z,45.9,,38.8,,,,55
2017-11-14T01:15:40.808Z,45.7,,38.8,,,,55
2017-11-14T01:15:50.807Z,45.5,,38.8,,,,55
2017-11-14T01:16:00.806Z,45.2,,38.9,,,,55
2017-11-14T01:16:10.807Z,45.1,,38.9,,,,55
2017-11-14T01:16:25.831Z,44.9,,38.9,,,,55
2017-11-14T01:16:30.806Z,44.8,,38.9,,,,55
2017-11-14T01:16:40.807Z,44.7,,38.9,,,,55
2017-11-14T01:16:50.806Z,44.4,,38.9,,,,55
2017-11-14T01:17:00.807Z,44.3,,38.9,,,,55
2017-11-14T01:17:10.807Z,44.1,,38.9,,,,55
2017-11-14T01:17:20.807Z,,,38.9,,,,55
