Time,PrimTSet,PrimT,HwTSet,HwTOutlet,ActPow,ChActive,HwActive
2017-12-04T00:00:06.455Z,,,55,47.5,,,
2017-12-04T00:00:16.455Z,,68.9,,,,,
2017-12-04T00:00:26.455Z,,68.5,55,47.6,,,
2017-12-04T00:00:36.456Z,,,55,47.7,,,
2017-12-04T00:00:46.537Z,,68.2,55,47.7,,,
2017-12-04T00:00:56.456Z,,67.9,,,,,
2017-12-04T00:01:06.460Z,,68,55,47.8,,,
2017-12-04T00:01:16.456Z,,68.1,55,47.8,,,
2017-12-04T00:01:26.456Z,,,55,47.8,,,
2017-12-04T00:01:36.456Z,,68.2,,,,,
2017-12-04T00:01:51.556Z,,68.4,55,48.1,,,
2017-12-04T00:01:56.455Z,,,55,48.7,,,
2017-12-04T00:02:06.460Z,,,55,49.2,,,
2017-12-04T00:02:16.456Z,,68.6,,,,,
2017-12-04T00:02:26.456Z,,,55,50.1,,,
2017-12-04T00:02:46.547Z,,68.7,55,50.8,,,
2017-12-04T00:03:06.461Z,,68.9,55,51.2,,,
2017-12-04T00:03:16.460Z,,,55,51.6,,,
2017-12-04T00:03:36.458Z,,69,55,51.8,,,
2017-12-04T00:03:46.536Z,,,55,51.9,,,
2017-12-04T00:03:56.456Z,,,55,52.2,,,
2017-12-04T00:04:06.456Z,,,55,52.3,,,
2017-12-04T00:04:16.458Z,,69.1,,,,,
2017-12-04T00:04:26.458Z,,,55,52.4,,,
2017-12-04T00:04:36.471Z,,,55,52.6,,,
2017-12-04T00:04:46.540Z,,,55,52.6,,,
2017-12-04T00:05:06.458Z,,,55,52.7,,,
2017-12-04T00:05:16.460Z,,69.2,55,52.7,,,
2017-12-04T00:05:36.461Z,,,55,52.8,,,
2017-12-04T00:05:46.536Z,,,55,52.8,,,
2017-12-04T00:06:06.767Z,,,55,52.7,,,
2017-12-04T00:06:16.461Z,,,55,52.7,,,
2017-12-04T00:06:36.456Z,,,55,52.7,,,
2017-12-04T00:06:46.536Z,,,55,52.6,,,
2017-12-04T00:07:06.457Z,,,55,52.6,,,
2017-12-04T00:07:26.461Z,,,55,52.4,,,
2017-12-04T00:07:36.456Z,,,55,52.3,,,
2017-12-04T00:07:46.536Z,,,55,52.3,,,
2017-12-04T00:08:06.456Z,,,55,52.1,,,
2017-12-04T00:08:16.461Z,,,55,52.1,,,
2017-12-04T00:08:36.457Z,,69.1,55,52,,,
2017-12-04T00:08:46.537Z,,,55,51.9,,,
2017-12-04T00:09:06.463Z,,,55,51.8,,,
2017-12-04T00:09:16.457Z,,,55,51.7,,,
2017-12-04T00:09:36.457Z,,,55,51.6,,,
2017-12-04T00:09:46.552Z,,,55,51.6,,,
2017-12-04T00:09:56.457Z,,69,55,51.4,,,
2017-12-04T00:10:06.456Z,,,55,51.3,,,
2017-12-04T00:10:16.457Z,,,55,51.2,,,
2017-12-04T00:10:36.459Z,,,55,51.1,,,
2017-12-04T00:10:56.462Z,,,55,51,,,
2017-12-04T00:11:06.457Z,,68.9,55,50.9,,,
2017-12-04T00:11:16.462Z,,,55,50.8,,,
2017-12-04T00:11:36.457Z,,,55,50.7,,,
2017-12-04T00:11:46.537Z,,,55,50.6,,,
2017-12-04T00:11:56.458Z,,,55,50.4,,,
2017-12-04T00:12:16.457Z,,68.7,55,50.3,,,
2017-12-04T00:12:26.457Z,,,55,50.2,,,
2017-12-04T00:12:46.537Z,,,55,50.1,,,
2017-12-04T00:12:56.457Z,,,55,50,,,
2017-12-04T00:13:06.458Z,,,55,49.9,,,
2017-12-04T00:13:16.457Z,,68.6,55,49.9,,,
2017-12-04T00:13:26.457Z,,,55,49.8,,,
2017-12-04T00:13:36.457Z,,,55,49.8,,,
2017-12-04T00:13:46.542Z,,,55,49.7,,,
2017-12-04T00:13:56.462Z,,,55,49.5,,,
2017-12-04T00:14:06.462Z,,,55,49.4,,,
2017-12-04T00:14:16.457Z,,68.5,,,,,
2017-12-04T00:14:26.460Z,,,55,49.3,,,
2017-12-04T00:14:36.458Z,,,55,49.2,,,
2017-12-04T00:14:46.538Z,,,55,49.2,,,
2017-12-04T00:14:56.459Z,,,55,49.1,,,
2017-12-04T00:15:06.458Z,5,68.4,55,49,0,0,0
2017-12-04T00:15:26.459Z,,,55,48.9,,,
2017-12-04T00:15:36.458Z,,,55,48.7,,,
2017-12-04T00:15:46.553Z,,,55,48.7,,,
2017-12-04T00:15:56.458Z,,68.2,55,48.6,,,
2017-12-04T00:16:06.457Z,,,55,48.6,,,
2017-12-04T00:16:16.458Z,,,55,48.5,,,
2017-12-04T00:16:26.458Z,,,55,48.4,,,
2017-12-04T00:16:36.457Z,,,55,48.4,,,
2017-12-04T00:16:46.548Z,,68.1,55,48.3,,,
2017-12-04T00:16:56.459Z,,,55,48.2,,,
2017-12-04T00:17:06.457Z,,,55,48.2,,,
2017-12-04T00:17:16.458Z,,,55,48.1,,,
2017-12-04T00:17:31.478Z,,68,55,48.1,,,
2017-12-04T00:17:36.458Z,,,55,48,,,
2017-12-04T00:17:46.618Z,,,55,47.8,,,
2017-12-04T00:17:56.466Z,,,55,47.8,,,
2017-12-04T00:18:06.460Z,,,55,47.7,,,
2017-12-04T00:18:16.458Z,,67.9,55,47.7,,,
2017-12-04T00:18:26.459Z,,,55,47.6,,,
2017-12-04T00:18:36.458Z,,,55,47.5,,,
2017-12-04T00:18:46.629Z,,,55,47.5,,,
2017-12-04T00:18:56.464Z,,,55,47.4,,,
2017-12-04T00:19:06.458Z,,,55,47.3,,,
2017-12-04T00:19:16.459Z,,67.7,55,47.3,,,
2017-12-04T00:19:26.461Z,,,55,47.2,,,
2017-12-04T00:19:36.458Z,,,55,47.2,,,
2017-12-04T00:19:46.598Z,,,55,47,,,
2017-12-04T00:19:56.458Z,,,55,47,,,
2017-12-04T00:20:06.464Z,,67.6,55,46.9,,,
2017-12-04T00:20:16.459Z,,,55,46.8,,,
2017-12-04T00:20:26.460Z,,,55,46.8,,,
2017-12-04T00:20:36.458Z,,,55,46.7,,,
2017-12-04T00:20:46.538Z,,67.5,55,46.7,,,
2017-12-04T00:20:56.458Z,,,55,46.6,,,
2017-12-04T00:21:06.460Z,,,55,46.5,,,
2017-12-04T00:21:26.460Z,,67.4,55,46.5,,,
2017-12-04T00:21:36.461Z,,,55,46.4,,,
2017-12-04T00:21:46.538Z,,,55,46.4,,,
2017-12-04T00:21:56.460Z,,,55,46.2,,,
2017-12-04T00:22:06.458Z,,,55,46.1,,,
2017-12-04T00:22:16.464Z,,67.2,,,,,
2017-12-04T00:22:26.463Z,,,55,46.1,,,
2017-12-04T00:22:36.462Z,,,55,46,,,
2017-12-04T00:22:46.539Z,,,55,46,,,
2017-12-04T00:22:56.458Z,,67.1,55,45.9,,,
2017-12-04T00:23:06.517Z,,,55,45.8,,,
2017-12-04T00:23:26.458Z,,,55,45.8,,,
2017-12-04T00:23:36.462Z,,,55,45.7,,,
2017-12-04T00:23:46.539Z,,67,55,45.7,,,
2017-12-04T00:23:56.458Z,,,55,45.6,,,
2017-12-04T00:24:06.463Z,,,55,45.6,,,
2017-12-04T00:24:16.459Z,,66.9,55,45.5,,,
2017-12-04T00:24:26.458Z,,,55,45.5,,,
2017-12-04T00:24:36.458Z,,,55,45.3,,,
2017-12-04T00:24:46.539Z,,,55,45.3,,,
2017-12-04T00:24:56.458Z,,,55,45.2,,,
2017-12-04T00:25:06.459Z,,,55,45.2,,,
2017-12-04T00:25:16.459Z,,66.7,55,45.1,,,
2017-12-04T00:25:26.459Z,,,55,45.1,,,
2017-12-04T00:25:36.459Z,,,55,45,,,
2017-12-04T00:25:46.544Z,,,55,45,,,
2017-12-04T00:25:56.459Z,,66.6,55,44.9,,,
2017-12-04T00:26:06.458Z,,,55,44.9,,,
2017-12-04T00:26:16.459Z,,,55,44.9,,,
2017-12-04T00:26:26.461Z,,,55,44.8,,,
2017-12-04T00:26:36.458Z,,66.5,55,44.8,,,
2017-12-04T00:26:46.539Z,,,55,44.7,,,
2017-12-04T00:26:56.460Z,,,55,44.7,,,
2017-12-04T00:27:06.458Z,,,55,44.5,,,
2017-12-04T00:27:16.459Z,,66.4,55,44.5,,,
2017-12-04T00:27:27.456Z,,,55,44.5,,,
2017-12-04T00:27:36.459Z,,,55,44.4,,,
2017-12-04T00:27:46.554Z,,,55,44.4,,,
2017-12-04T00:27:56.458Z,,,55,44.3,,,
2017-12-04T00:28:06.459Z,,66.2,55,44.3,,,
2017-12-04T00:28:16.460Z,,,55,44.2,,,
2017-12-04T00:28:26.459Z,,,55,44.2,,,
2017-12-04T00:28:36.459Z,,,55,44.2,,,
2017-12-04T00:28:46.541Z,,66.1,55,44.1,,,
2017-12-04T00:28:56.459Z,,,55,44.1,,,
2017-12-04T00:29:06.459Z,,,55,44,,,
2017-12-04T00:29:16.459Z,,,55,44,,,
2017-12-04T00:29:26.460Z,,66,55,44,,,
2017-12-04T00:29:36.459Z,,,55,43.9,,,
2017-12-04T00:29:46.540Z,,,55,43.9,,,
2017-12-04T00:29:56.459Z,,,55,43.7,,,
2017-12-04T00:30:06.459Z,,65.9,55,43.7,,,
2017-12-04T00:30:17.455Z,,,55,43.7,,,
2017-12-04T00:30:26.459Z,,,55,43.6,,,
2017-12-04T00:30:36.459Z,,,55,43.6,,,
2017-12-04T00:30:46.540Z,,,55,43.5,,,
2017-12-04T00:30:56.462Z,,65.7,55,43.5,,,
2017-12-04T00:31:06.459Z,,,55,43.5,,,
2017-12-04T00:31:16.459Z,,,55,43.4,,,
2017-12-04T00:31:26.459Z,,,55,43.4,,,
2017-12-04T00:31:36.465Z,,65.6,55,43.3,,,
2017-12-04T00:31:46.543Z,,,55,43.3,,,
2017-12-04T00:31:56.459Z,,,55,43.3,,,
2017-12-04T00:32:06.462Z,,,55,43.2,,,
2017-12-04T00:32:16.460Z,,65.5,55,43.2,,,
2017-12-04T00:32:26.459Z,,,55,43.2,,,
2017-12-04T00:32:36.460Z,,,55,43.1,,,
2017-12-04T00:32:46.539Z,,,55,43.1,,,
2017-12-04T00:32:56.462Z,,65.4,55,43,,,
2017-12-04T00:33:07.606Z,,,55,43,,,
2017-12-04T00:33:16.459Z,,,55,43,,,
2017-12-04T00:33:26.459Z,,,55,42.8,,,
2017-12-04T00:33:36.460Z,,,55,42.8,,,
2017-12-04T00:33:46.539Z,,65.2,55,42.8,,,
2017-12-04T00:33:56.459Z,,,55,42.7,,,
2017-12-04T00:34:06.460Z,,,55,42.7,,,
2017-12-04T00:34:16.460Z,,,55,42.6,,,
2017-12-04T00:34:26.460Z,,65.1,55,42.6,,,
2017-12-04T00:34:36.460Z,,,55,42.6,,,
2017-12-04T00:34:46.540Z,,,55,42.5,,,
2017-12-04T00:34:56.459Z,,,55,42.5,,,
2017-12-04T00:35:06.465Z,,65,55,42.5,,,
2017-12-04T00:35:16.459Z,,,55,42.4,,,
2017-12-04T00:35:26.460Z,,,55,42.4,,,
2017-12-04T00:35:36.460Z,,,55,42.4,,,
2017-12-04T00:35:46.540Z,,64.9,55,42.3,,,
2017-12-04T00:36:01.479Z,,,55,42.3,,,
2017-12-04T00:36:06.461Z,,,55,42.3,,,
2017-12-04T00:36:16.460Z,,,55,42.2,,,
2017-12-04T00:36:26.460Z,,64.8,55,42.2,,,
2017-12-04T00:36:36.460Z,,,55,42,,,
2017-12-04T00:36:46.540Z,,,55,42,,,
2017-12-04T00:36:56.461Z,,,55,42,,,
2017-12-04T00:37:06.463Z,,,55,41.9,,,
2017-12-04T00:37:16.460Z,,64.7,55,41.9,,,
2017-12-04T00:37:26.463Z,,,55,41.9,,,
2017-12-04T00:37:36.460Z,,,55,41.8,,,
2017-12-04T00:37:46.540Z,,,55,41.8,,,
2017-12-04T00:37:56.460Z,,64.5,55,41.7,,,
2017-12-04T00:38:06.463Z,,,55,41.7,,,
2017-12-04T00:38:16.463Z,,,55,41.7,,,
2017-12-04T00:38:26.464Z,,,55,41.7,,,
2017-12-04T00:38:36.460Z,,64.4,55,41.6,,,
2017-12-04T00:38:51.561Z,,,55,41.6,,,
2017-12-04T00:38:56.460Z,,,55,41.6,,,
2017-12-04T00:39:06.464Z,,,55,41.5,,,
2017-12-04T00:39:16.463Z,,64.3,55,41.5,,,
2017-12-04T00:39:26.460Z,,,55,41.5,,,
2017-12-04T00:39:36.463Z,,,55,41.4,,,
2017-12-04T00:39:46.543Z,,,55,41.4,,,
2017-12-04T00:39:56.465Z,,64.2,55,41.4,,,
2017-12-04T00:40:06.461Z,,,55,41.2,,,
2017-12-04T00:40:16.724Z,,,55,41.2,,,
2017-12-04T00:40:26.465Z,,,55,41.2,,,
2017-12-04T00:40:36.461Z,,64.1,55,41.1,,,
2017-12-04T00:40:46.540Z,,,55,41.1,,,
2017-12-04T00:40:56.460Z,,,55,41.1,,,
2017-12-04T00:41:06.462Z,,,55,41,,,
2017-12-04T00:41:16.463Z,,64,55,41,,,
2017-12-04T00:41:26.464Z,,,55,41,,,
2017-12-04T00:41:36.461Z,,,55,40.9,,,
2017-12-04T00:41:46.544Z,,,55,40.9,,,
2017-12-04T00:41:56.460Z,,63.8,55,40.9,,,
2017-12-04T00:42:06.462Z,,,55,40.9,,,
2017-12-04T00:42:16.461Z,,,55,40.8,,,
2017-12-04T00:42:26.466Z,,,55,40.8,,,
2017-12-04T00:42:36.461Z,,,55,40.8,,,
2017-12-04T00:42:46.541Z,,63.7,55,40.7,,,
2017-12-04T00:42:56.460Z,,,55,40.7,,,
2017-12-04T00:43:06.461Z,,,55,40.7,,,
2017-12-04T00:43:16.461Z,,,55,40.6,,,
2017-12-04T00:43:26.460Z,,63.6,55,40.6,,,
2017-12-04T00:43:36.461Z,,,55,40.6,,,
2017-12-04T00:43:46.545Z,,,55,40.5,,,
2017-12-04T00:43:56.463Z,,,55,40.5,,,
2017-12-04T00:44:06.464Z,,63.5,55,40.5,,,
2017-12-04T00:44:16.461Z,,,55,40.3,,,
2017-12-04T00:44:26.462Z,,,55,40.3,,,
2017-12-04T00:44:36.462Z,,,55,40.3,,,
2017-12-04T00:44:46.540Z,,63.4,55,40.2,,,
2017-12-04T00:44:56.466Z,,,55,40.2,,,
2017-12-04T00:45:06.463Z,,,55,40.2,,,
2017-12-04T00:45:16.462Z,,,55,40.2,,,
2017-12-04T00:45:26.467Z,,63.3,55,40.1,,,
2017-12-04T00:45:36.463Z,,,55,40.1,,,
2017-12-04T00:45:46.541Z,,,55,40.1,,,
2017-12-04T00:45:57.455Z,,,55,40,,,
2017-12-04T00:46:06.461Z,,63.1,55,40,,,
2017-12-04T00:46:16.461Z,,,55,40,,,
2017-12-04T00:46:26.461Z,,,55,39.9,,,
2017-12-04T00:46:36.465Z,,,55,39.9,,,
2017-12-04T00:46:46.541Z,,63,55,39.9,,,
2017-12-04T00:46:56.462Z,,,55,39.8,,,
2017-12-04T00:47:06.463Z,,,55,39.8,,,
2017-12-04T00:47:16.461Z,,,55,39.8,,,
2017-12-04T00:47:26.464Z,,62.9,55,39.8,,,
2017-12-04T00:47:36.461Z,,,55,39.6,,,
2017-12-04T00:47:46.561Z,,,55,39.6,,,
2017-12-04T00:47:56.462Z,,,55,39.6,,,
2017-12-04T00:48:06.461Z,,,55,39.5,,,
2017-12-04T00:48:16.461Z,,62.8,55,39.5,,,
2017-12-04T00:48:26.464Z,,,55,39.5,,,
2017-12-04T00:48:36.463Z,,,55,39.4,,,
2017-12-04T00:48:47.541Z,,,55,39.4,,,
2017-12-04T00:48:56.462Z,,62.7,55,39.4,,,
2017-12-04T00:49:06.462Z,,,55,39.4,,,
2017-12-04T00:49:16.462Z,,,55,39.3,,,
2017-12-04T00:49:26.462Z,,62.6,55,39.3,,,
2017-12-04T00:49:36.462Z,,,55,39.3,,,
2017-12-04T00:49:46.542Z,,,55,39.1,,,
2017-12-04T00:49:56.463Z,,,55,39.1,,,
2017-12-04T00:50:06.461Z,,,55,39.1,,,
2017-12-04T00:50:16.462Z,,62.4,55,39.1,,,
2017-12-04T00:50:26.462Z,,,55,39,,,
2017-12-04T00:50:36.465Z,,,55,39,,,
2017-12-04T00:50:46.542Z,,,55,39,,,
2017-12-04T00:50:56.462Z,,62.3,55,38.9,,,
2017-12-04T00:51:06.467Z,,,55,38.9,,,
2017-12-04T00:51:16.462Z,,,55,38.9,,,
2017-12-04T00:51:26.575Z,,,55,38.9,,,
2017-12-04T00:51:41.483Z,,62.2,55,38.8,,,
2017-12-04T00:51:46.542Z,,,55,38.8,,,
2017-12-04T00:51:56.462Z,,,55,38.8,,,
2017-12-04T00:52:06.462Z,,,55,38.6,,,
2017-12-04T00:52:16.462Z,,62.1,55,38.6,,,
2017-12-04T00:52:26.463Z,,,55,38.6,,,
2017-12-04T00:52:36.563Z,,,55,38.5,,,
2017-12-04T00:52:46.502Z,,,55,38.5,,,
2017-12-04T00:52:56.463Z,,62,55,38.5,,,
2017-12-04T00:53:06.463Z,,,55,38.5,,,
2017-12-04T00:53:16.462Z,,,55,38.4,,,
2017-12-04T00:53:26.463Z,,61.9,55,38.4,,,
2017-12-04T00:53:36.462Z,,,55,38.4,,,
2017-12-04T00:53:46.544Z,,,55,38.3,,,
2017-12-04T00:53:56.467Z,,,55,38.3,,,
2017-12-04T00:54:06.467Z,,,55,38.3,,,
2017-12-04T00:54:16.462Z,,61.7,55,38.3,,,
2017-12-04T00:54:31.484Z,,,55,38.1,,,
2017-12-04T00:54:36.464Z,,,55,38.1,,,
2017-12-04T00:54:46.543Z,,,55,38.1,,,
2017-12-04T00:54:56.462Z,,61.6,55,38.1,,,
2017-12-04T00:55:06.465Z,,,55,38,,,
2017-12-04T00:55:16.462Z,,,55,38,,,
2017-12-04T00:55:26.463Z,,,55,38,,,
2017-12-04T00:55:36.467Z,,61.5,55,37.9,,,
2017-12-04T00:55:46.544Z,,,55,37.9,,,
2017-12-04T00:55:57.460Z,,,55,37.9,,,
2017-12-04T00:56:06.462Z,,,55,37.9,,,
2017-12-04T00:56:16.463Z,,61.4,55,37.8,,,
2017-12-04T00:56:26.463Z,,,55,37.8,,,
2017-12-04T00:56:36.464Z,,,55,37.8,,,
2017-12-04T00:56:46.543Z,,,55,37.8,,,
2017-12-04T00:56:56.467Z,,,55,37.7,,,
2017-12-04T00:57:06.467Z,,61.3,55,37.7,,,
2017-12-04T00:57:16.561Z,,,55,37.7,,,
2017-12-04T00:57:26.463Z,,,55,37.7,,,
2017-12-04T00:57:36.467Z,,,55,37.5,,,
2017-12-04T00:57:46.543Z,,61.2,55,37.5,,,
2017-12-04T00:57:56.464Z,,,55,37.5,,,
2017-12-04T00:58:06.463Z,,,55,37.4,,,
2017-12-04T00:58:16.463Z,,61,55,37.4,,,
2017-12-04T00:58:26.473Z,,,55,37.4,,,
2017-12-04T00:58:36.465Z,,,55,37.4,,,
2017-12-04T00:58:46.547Z,,,55,37.3,,,
2017-12-04T00:58:56.463Z,,,55,37.3,,,
2017-12-04T00:59:06.463Z,,60.9,55,37.3,,,
2017-12-04T00:59:16.465Z,,,55,37.3,,,
2017-12-04T00:59:26.463Z,,,55,37.2,,,
2017-12-04T00:59:36.462Z,,,55,37.2,,,
2017-12-04T00:59:46.550Z,,60.8,55,37.2,,,
2017-12-04T00:59:56.464Z,,,55,37.2,,,
2017-12-04T01:00:06.464Z,,,55,37,,,
2017-12-04T01:00:16.463Z,,,55,37,,,
2017-12-04T01:00:26.468Z,,60.7,55,37,,,
2017-12-04T01:00:36.463Z,,,55,36.9,,,
2017-12-04T01:00:46.543Z,,,55,36.9,,,
2017-12-04T01:00:56.463Z,,,55,36.9,,,
2017-12-04T01:01:06.463Z,,60.6,55,36.9,,,
2017-12-04T01:01:16.467Z,,,55,36.8,,,
2017-12-04T01:01:26.463Z,,,55,36.8,,,
2017-12-04T01:01:36.463Z,,,55,36.8,,,
2017-12-04T01:01:46.544Z,,60.5,55,36.8,,,
2017-12-04T01:01:56.473Z,,,55,36.8,,,
2017-12-04T01:02:06.463Z,,,55,36.7,,,
2017-12-04T01:02:16.463Z,,,55,36.7,,,
2017-12-04T01:02:26.463Z,,60.3,55,36.7,,,
2017-12-04T01:02:36.463Z,,,55,36.5,,,
2017-12-04T01:02:46.544Z,,,55,36.5,,,
2017-12-04T01:02:56.465Z,,,55,36.5,,,
2017-12-04T01:03:06.463Z,,60.2,55,36.5,,,
2017-12-04T01:03:16.463Z,,,55,36.5,,,
2017-12-04T01:03:26.463Z,,,55,36.4,,,
2017-12-04T01:03:36.464Z,,,55,36.4,,,
2017-12-04T01:03:46.544Z,,60.1,55,36.4,,,
2017-12-04T01:03:56.464Z,,,55,36.3,,,
2017-12-04T01:04:06.463Z,,,55,36.3,,,
2017-12-04T01:04:16.474Z,,,55,36.3,,,
2017-12-04T01:04:27.463Z,,,55,36.3,,,
2017-12-04T01:04:36.465Z,,60,55,36.2,,,
2017-12-04T01:04:46.544Z,,,55,36.2,,,
2017-12-04T01:04:56.463Z,,60,55,36.2,,,
2017-12-04T01:05:06.468Z,,59.9,55,36.2,,,
2017-12-04T01:05:16.465Z,,,55,36.2,,,
2017-12-04T01:05:26.469Z,,,55,36,,,
2017-12-04T01:05:36.464Z,,,55,36,,,
2017-12-04T01:05:46.544Z,,59.8,55,36,,,
2017-12-04T01:05:56.468Z,,,55,35.9,,,
2017-12-04T01:06:06.464Z,,,55,35.9,,,
2017-12-04T01:06:16.465Z,,,55,35.9,,,
2017-12-04T01:06:26.464Z,,,55,35.9,,,
2017-12-04T01:06:36.464Z,,59.7,55,35.9,,,
2017-12-04T01:06:46.544Z,,,55,35.8,,,
2017-12-04T01:06:56.468Z,,,55,35.8,,,
2017-12-04T01:07:06.464Z,,,55,35.8,,,
2017-12-04T01:07:21.485Z,,59.5,55,35.8,,,
2017-12-04T01:07:26.466Z,,,55,35.7,,,
2017-12-04T01:07:36.464Z,,,55,35.7,,,
2017-12-04T01:07:46.544Z,,,55,35.7,,,
2017-12-04T01:07:56.464Z,,59.4,55,35.7,,,
2017-12-04T01:08:06.464Z,,,55,35.6,,,
2017-12-04T01:08:16.464Z,,,55,35.6,,,
2017-12-04T01:08:26.464Z,,,55,35.6,,,
2017-12-04T01:08:36.465Z,,59.3,55,35.6,,,
2017-12-04T01:08:46.544Z,,,55,35.6,,,
2017-12-04T01:08:56.464Z,,,55,35.4,,,
2017-12-04T01:09:06.464Z,,,55,35.4,,,
2017-12-04T01:09:16.464Z,,59.2,55,35.4,,,
2017-12-04T01:09:26.465Z,,,55,35.4,,,
2017-12-04T01:09:36.464Z,,,55,35.3,,,
2017-12-04T01:09:46.544Z,,,55,35.3,,,
2017-12-04T01:09:56.464Z,,59.1,55,35.3,,,
2017-12-04T01:10:07.596Z,,,55,35.3,,,
2017-12-04T01:10:16.464Z,,,55,35.3,,,
2017-12-04T01:10:26.464Z,,,55,35.2,,,
2017-12-04T01:10:36.469Z,,59,55,35.2,,,
2017-12-04T01:10:46.545Z,,,55,35.2,,,
2017-12-04T01:10:56.465Z,,,55,35.2,,,
2017-12-04T01:11:06.483Z,,,55,35.1,,,
2017-12-04T01:11:16.468Z,,58.9,55,35.1,,,
2017-12-04T01:11:26.466Z,,,55,35.1,,,
2017-12-04T01:11:36.464Z,,,55,35.1,,,
2017-12-04T01:11:46.547Z,,,55,34.9,,,
2017-12-04T01:11:56.464Z,,58.7,55,34.9,,,
2017-12-04T01:12:06.466Z,,,55,34.9,,,
2017-12-04T01:12:16.466Z,,,55,34.9,,,
2017-12-04T01:12:26.464Z,,,55,34.9,,,
2017-12-04T01:12:36.467Z,,,55,34.8,,,
2017-12-04T01:12:46.546Z,,58.6,55,34.8,,,
2017-12-04T01:13:01.485Z,,,55,34.8,,,
2017-12-04T01:13:06.465Z,,,55,34.8,,,
2017-12-04T01:13:16.469Z,,,55,34.8,,,
2017-12-04T01:13:26.466Z,,58.5,55,34.7,,,
2017-12-04T01:13:36.466Z,,,55,34.7,,,
2017-12-04T01:13:46.548Z,,,55,34.7,,,
2017-12-04T01:13:56.469Z,,,55,34.7,,,
2017-12-04T01:14:06.465Z,,58.4,55,34.6,,,
2017-12-04T01:14:16.469Z,,,55,34.6,,,
2017-12-04T01:14:26.915Z,,,55,34.6,,,
2017-12-04T01:14:36.469Z,,,55,34.6,,,
2017-12-04T01:14:46.545Z,,58.3,55,34.4,,,
2017-12-04T01:14:56.467Z,,,55,34.4,,,
2017-12-04T01:15:06.465Z,,,55,34.4,,,
2017-12-04T01:15:16.469Z,5,58.3,55,34.4,0,0,0
2017-12-04T01:15:26.465Z,,58.2,55,34.4,,,
2017-12-04T01:15:36.465Z,,,55,34.4,,,
2017-12-04T01:15:46.549Z,,,55,34.3,,,
2017-12-04T01:15:56.465Z,,,55,34.3,,,
2017-12-04T01:16:06.466Z,,,55,34.3,,,
2017-12-04T01:16:16.465Z,,58.1,55,34.3,,,
2017-12-04T01:16:26.465Z,,,55,34.2,,,
2017-12-04T01:16:36.466Z,,,55,34.2,,,
2017-12-04T01:16:46.550Z,,,55,34.2,,,
2017-12-04T01:16:56.467Z,,58,55,34.2,,,
2017-12-04T01:17:06.467Z,,,55,34.2,,,
2017-12-04T01:17:16.466Z,,,55,34.1,,,
2017-12-04T01:17:26.468Z,,57.8,55,34.1,,,
2017-12-04T01:17:36.466Z,,,55,34.1,,,
2017-12-04T01:17:46.545Z,,,55,34.1,,,
2017-12-04T01:17:56.469Z,,,55,34.1,,,
2017-12-04T01:18:06.471Z,,,55,34,,,
2017-12-04T01:18:16.465Z,,57.7,55,34,,,
2017-12-04T01:18:26.465Z,,,55,34,,,
2017-12-04T01:18:36.466Z,,,55,34,,,
2017-12-04T01:18:46.546Z,,,55,34,,,
2017-12-04T01:18:56.465Z,,57.6,55,34,,,
2017-12-04T01:19:06.470Z,,,55,33.8,,,
2017-12-04T01:19:16.465Z,,,55,33.8,,,
2017-12-04T01:19:26.465Z,,,55,33.8,,,
2017-12-04T01:19:36.471Z,,57.5,55,33.8,,,
2017-12-04T01:19:46.546Z,,,55,33.8,,,
2017-12-04T01:19:56.466Z,,,55,33.7,,,
2017-12-04T01:20:07.457Z,,,55,33.7,,,
2017-12-04T01:20:16.465Z,,,55,33.7,,,
2017-12-04T01:20:26.470Z,,57.4,55,33.7,,,
2017-12-04T01:20:36.466Z,,,55,33.6,,,
2017-12-04T01:20:46.546Z,,,55,33.6,,,
2017-12-04T01:20:56.467Z,,,55,33.6,,,
2017-12-04T01:21:06.465Z,,57.3,55,33.6,,,
2017-12-04T01:21:16.466Z,,,55,33.6,,,
2017-12-04T01:21:26.466Z,,,55,33.5,,,
2017-12-04T01:21:36.467Z,,,55,33.5,,,
2017-12-04T01:21:46.546Z,,57.2,55,33.5,,,
2017-12-04T01:21:56.466Z,,,55,33.5,,,
2017-12-04T01:22:06.466Z,,,55,33.5,,,
2017-12-04T01:22:16.466Z,,,55,33.3,,,
2017-12-04T01:22:26.467Z,,57,55,33.3,,,
2017-12-04T01:22:36.466Z,,,55,33.3,,,
2017-12-04T01:22:46.546Z,,,55,33.3,,,
2017-12-04T01:22:57.465Z,,,55,33.3,,,
2017-12-04T01:23:06.467Z,,56.9,55,33.3,,,
2017-12-04T01:23:16.466Z,,,55,33.2,,,
2017-12-04T01:23:26.466Z,,,55,33.2,,,
2017-12-04T01:23:36.467Z,,,55,33.2,,,
2017-12-04T01:23:46.548Z,,,55,33.2,,,
2017-12-04T01:23:56.466Z,,56.8,55,33.2,,,
2017-12-04T01:24:06.470Z,,,55,33.1,,,
2017-12-04T01:24:16.466Z,,,55,33.1,,,
2017-12-04T01:24:26.466Z,,,55,33.1,,,
2017-12-04T01:24:36.467Z,,56.7,55,33.1,,,
2017-12-04T01:24:46.550Z,,,55,33.1,,,
2017-12-04T01:24:56.467Z,,,55,33,,,
2017-12-04T01:25:06.468Z,,,55,33,,,
