Time,ActPow,PrimT,ChActive,HwTOutlet,HwTSet,HwActive,PrimTSet
2017-11-07T04:31:32.611Z,,45.1,,33.3,55,,
2017-11-07T04:31:42.522Z,,45.6,,33.3,55,,
2017-11-07T04:32:02.522Z,,45.8,,33.3,55,,
2017-11-07T04:32:12.522Z,,45.9,,33.3,55,,
2017-11-07T04:32:22.523Z,,46,,33.3,55,,
2017-11-07T04:32:32.614Z,,,,33.3,55,,
2017-11-07T04:32:42.523Z,,46.2,,33.5,55,,
2017-11-07T04:32:53.532Z,0,45.7,1,,,0,
2017-11-07T04:33:02.522Z,,44,,33.5,55,,
2017-11-07T04:33:12.522Z,,42.8,,33.5,55,,
2017-11-07T04:33:22.522Z,,42.2,,33.6,55,,
2017-11-07T04:33:32.602Z,,,,33.7,55,,
2017-11-07T04:33:42.522Z,,42.1,,,,,
2017-11-07T04:33:52.527Z,,42.6,,33.8,55,,
2017-11-07T04:34:02.522Z,,42.3,,33.8,55,,
2017-11-07T04:34:12.528Z,,,,34,55,,
2017-11-07T04:34:22.522Z,,41.8,,,,,
2017-11-07T04:34:32.614Z,,,,34.2,55,,
2017-11-07T04:34:42.523Z,,41.7,,34.2,55,,
2017-11-07T04:35:02.523Z,,41.6,,34.2,55,,
2017-11-07T04:35:12.522Z,,41.4,,34.3,55,,
2017-11-07T04:35:22.522Z,,41.2,,34.3,55,,
2017-11-07T04:35:32.602Z,,41,,34.3,55,,
2017-11-07T04:35:43.525Z,,40.9,,34.3,55,,
2017-11-07T04:35:52.522Z,,40.9,,34.3,55,,
2017-11-07T04:36:02.523Z,,41,,34.4,55,,
2017-11-07T04:36:12.523Z,,,,34.4,55,,
2017-11-07T04:36:22.523Z,,41.2,,34.4,55,,
2017-11-07T04:36:32.603Z,80,44.1,1,34.4,55,0,
2017-11-07T04:36:42.530Z,58,51.8,,34.4,55,,
2017-11-07T04:36:52.525Z,29,54.2,,34.4,55,,
2017-11-07T04:37:02.523Z,,51.3,,34.4,55,,
2017-11-07T04:37:12.535Z,,48.8,,34.3,55,,
2017-11-07T04:37:22.523Z,,47.8,,34.3,55,,
2017-11-07T04:37:32.619Z,,45.7,,34.3,55,,
2017-11-07T04:37:42.526Z,,,,34.3,55,,
2017-11-07T04:37:52.523Z,,46,,,,,
2017-11-07T04:38:02.523Z,0,47.3,,34.3,55,,
2017-11-07T04:38:12.523Z,,46.9,1,34.3,55,0,
2017-11-07T04:38:22.523Z,,45,,34.3,55,,
2017-11-07T04:38:37.622Z,,43.9,,34.4,55,,
2017-11-07T04:38:42.523Z,,43.5,,34.4,55,,
2017-11-07T04:38:52.527Z,,43,,34.4,55,,
2017-11-07T04:39:02.523Z,,,,34.6,55,,
2017-11-07T04:39:12.525Z,,43.3,,34.6,55,,
2017-11-07T04:39:22.523Z,,43.5,,,,,
2017-11-07T04:39:32.603Z,,43.3,,34.7,55,,
2017-11-07T04:39:42.526Z,,42.8,,34.8,55,,
2017-11-07T04:39:52.523Z,,,,34.8,55,,
2017-11-07T04:40:02.824Z,,42.6,,34.8,55,,
2017-11-07T04:40:12.528Z,,42.4,,34.9,55,,
2017-11-07T04:40:22.525Z,,,,34.9,55,,
2017-11-07T04:40:32.603Z,,42.3,,34.9,55,,
2017-11-07T04:40:42.526Z,,42,,35.1,55,,
2017-11-07T04:40:52.524Z,,,,35.1,55,,
2017-11-07T04:41:02.527Z,,41.8,,35.1,55,,
2017-11-07T04:41:12.523Z,,41.8,,35.1,55,,
2017-11-07T04:41:22.529Z,,,,35.1,55,,
2017-11-07T04:41:32.623Z,,42,,,,,
2017-11-07T04:41:42.523Z,,,,35.1,55,,
2017-11-07T04:41:52.526Z,,42.2,,,,,
2017-11-07T04:42:02.524Z,,42.4,,35.1,55,,
2017-11-07T04:42:12.523Z,,,,35.1,55,,
2017-11-07T04:42:22.524Z,,42.5,,35.1,55,,
2017-11-07T04:42:32.605Z,,42.6,,35.1,55,,
2017-11-07T04:42:42.529Z,,42.7,,35.1,55,,
2017-11-07T04:42:53.523Z,,,,35.1,55,,
2017-11-07T04:43:02.523Z,,43,,,,,
2017-11-07T04:43:12.523Z,,,,34.9,55,,
2017-11-07T04:43:32.606Z,,43.1,,34.9,55,,
2017-11-07T04:43:42.524Z,,,,34.9,55,,
2017-11-07T04:43:52.531Z,,43.2,,,,,
2017-11-07T04:44:02.524Z,,,,34.9,55,,
2017-11-07T04:44:12.524Z,,43.3,,34.9,55,,
2017-11-07T04:44:22.524Z,,,,34.8,55,,
2017-11-07T04:44:32.624Z,,43.4,,,,,
2017-11-07T04:44:42.528Z,,,,34.8,55,,
2017-11-07T04:44:52.528Z,,,,34.7,55,,
2017-11-07T04:45:02.527Z,,43.5,,34.7,55,,
2017-11-07T04:45:12.523Z,,,,34.7,55,,
2017-11-07T04:45:22.525Z,,,,34.7,55,,
2017-11-07T04:45:32.615Z,,43.6,,34.7,55,,
2017-11-07T04:45:42.526Z,,,,34.7,55,,
2017-11-07T04:45:52.530Z,,,,34.6,55,,
2017-11-07T04:46:02.525Z,,,,34.6,55,,
2017-11-07T04:46:12.524Z,,43.7,,34.6,55,,
2017-11-07T04:46:22.528Z,,,,34.6,55,,
2017-11-07T04:46:43.516Z,,,,34.4,55,,
2017-11-07T04:46:52.524Z,,,,34.4,55,,
2017-11-07T04:47:02.524Z,,,,34.4,55,,
2017-11-07T04:47:12.524Z,,,,34.4,55,,
2017-11-07T04:47:22.529Z,,43.9,,34.3,55,,
2017-11-07T04:47:32.614Z,,,,34.3,55,,
2017-11-07T04:47:42.524Z,,,,34.3,55,,
2017-11-07T04:47:52.524Z,,,,34.3,55,,
2017-11-07T04:48:02.526Z,,,,34.2,55,,
2017-11-07T04:48:12.524Z,,,,34.2,55,,
2017-11-07T04:48:22.524Z,,,,34.2,55,,
2017-11-07T04:48:32.605Z,,,,34.2,55,,
2017-11-07T04:48:42.524Z,,,,34.2,55,,
2017-11-07T04:48:52.529Z,,,,34.1,55,,
2017-11-07T04:49:02.524Z,,,,34.1,55,,
2017-11-07T04:49:12.524Z,,,,34.1,55,,
2017-11-07T04:49:22.524Z,,44,,34.1,55,,
2017-11-07T04:49:32.614Z,,43.9,,34,55,,
2017-11-07T04:49:42.524Z,,44,,34,55,,
2017-11-07T04:49:52.529Z,,44,,34,55,,
2017-11-07T04:50:02.525Z,,43.9,,34,55,,
2017-11-07T04:50:12.529Z,,44,,34,55,,
2017-11-07T04:50:22.524Z,,43.9,,33.8,55,,
2017-11-07T04:50:32.604Z,,,,33.8,55,,
2017-11-07T04:50:42.524Z,,43.9,,33.8,55,,
2017-11-07T04:50:52.524Z,,43.9,,33.8,55,,
2017-11-07T04:51:02.524Z,,,,33.7,55,,
2017-11-07T04:51:12.525Z,,,,33.7,55,,
2017-11-07T04:51:23.523Z,,,,33.7,55,,
2017-11-07T04:51:32.604Z,,,,33.7,55,,
2017-11-07T04:51:42.524Z,,,,33.6,55,,
2017-11-07T04:51:52.526Z,,,,33.6,55,,
2017-11-07T04:52:02.525Z,,,,33.6,55,,
2017-11-07T04:52:12.526Z,,,,33.6,55,,
2017-11-07T04:52:22.525Z,,,,33.6,55,,
2017-11-07T04:52:32.615Z,,,,33.5,55,,
2017-11-07T04:52:42.525Z,,,,33.5,55,,
2017-11-07T04:52:52.525Z,,,,33.5,55,,
2017-11-07T04:53:02.549Z,,,,33.5,55,,
2017-11-07T04:53:12.524Z,,,,33.3,55,,
2017-11-07T04:53:22.525Z,,,,33.3,55,,
2017-11-07T04:53:33.609Z,,,,33.3,55,,
2017-11-07T04:53:42.524Z,,,,33.3,55,,
2017-11-07T04:53:52.528Z,,43.7,,33.3,55,,
2017-11-07T04:54:02.525Z,,,,33.2,55,,
2017-11-07T04:54:18.593Z,,,,33.2,55,,
2017-11-07T04:54:22.525Z,,,,33.2,55,,
2017-11-07T04:54:32.605Z,,,,33.2,55,,
2017-11-07T04:54:42.524Z,,,,33.1,55,,
2017-11-07T04:54:52.525Z,,,,33.1,55,,
2017-11-07T04:55:04.629Z,,,,33.1,55,,
2017-11-07T04:55:12.525Z,,,,33.1,55,,
2017-11-07T04:55:22.526Z,,,,33.1,55,,
2017-11-07T04:55:32.620Z,,,,33,55,,
2017-11-07T04:55:42.529Z,,,,33,55,,
2017-11-07T04:55:52.525Z,,43.6,,33,55,,
2017-11-07T04:56:02.531Z,,,,33,55,,
2017-11-07T04:56:12.525Z,,,,33,55,,
2017-11-07T04:56:22.531Z,79,47.5,1,32.8,55,0,
2017-11-07T04:56:32.606Z,57,52,,32.8,55,,
2017-11-07T04:56:42.525Z,29,51.6,,32.8,55,,
2017-11-07T04:56:52.525Z,,46.8,,32.8,55,,
2017-11-07T04:57:07.607Z,,43.6,,32.8,55,,
2017-11-07T04:57:12.525Z,,42.9,,32.7,55,,
2017-11-07T04:57:22.525Z,,41.8,,32.7,55,,
2017-11-07T04:57:32.615Z,,42,,32.7,55,,
2017-11-07T04:57:42.525Z,,43,,32.7,55,,
2017-11-07T04:57:52.525Z,,43.3,,32.7,55,,
2017-11-07T04:58:02.525Z,,43.5,,32.7,55,,
2017-11-07T04:58:12.531Z,,,,32.6,55,,
2017-11-07T04:58:22.525Z,,43.6,,32.6,55,,
2017-11-07T04:58:33.648Z,,44,,32.6,55,,
2017-11-07T04:58:42.525Z,,,,32.6,55,,
2017-11-07T04:58:52.550Z,,44.2,,32.6,55,,
2017-11-07T04:59:02.525Z,,44.3,,32.7,55,,
2017-11-07T04:59:12.525Z,,44.5,,32.7,55,,
2017-11-07T04:59:22.526Z,,44.7,,32.7,55,,
2017-11-07T04:59:32.621Z,,45,,32.7,55,,
2017-11-07T04:59:42.526Z,,45.1,,32.8,55,,
2017-11-07T04:59:52.525Z,,45.3,,32.8,55,,
2017-11-07T05:00:02.526Z,,45.6,,33,55,,
2017-11-07T05:00:12.525Z,,46,,33,55,,
2017-11-07T05:00:22.527Z,,,,33.1,55,,
2017-11-07T05:00:32.618Z,,46.1,,33.1,55,,
2017-11-07T05:00:42.527Z,29,46.3,1,33.2,55,0,75
2017-11-07T05:00:52.528Z,,46.6,,33.2,55,,
2017-11-07T05:01:02.526Z,,47,,33.3,55,,
2017-11-07T05:01:13.578Z,,,,33.3,55,,
2017-11-07T05:01:22.528Z,,47.2,,33.5,55,,
2017-11-07T05:01:32.605Z,,47.4,,33.6,55,,
2017-11-07T05:01:42.525Z,,47.7,,33.6,55,,
2017-11-07T05:01:52.526Z,0,48.1,1,33.7,55,0,
2017-11-07T05:02:02.526Z,,47.7,,33.8,55,,
2017-11-07T05:02:12.526Z,,45.9,,34,55,,
2017-11-07T05:02:22.530Z,,44.6,,34.1,55,,
2017-11-07T05:02:32.610Z,,44.4,,34.1,55,,
2017-11-07T05:02:42.528Z,,43.9,,34.2,55,,
2017-11-07T05:02:52.543Z,,44,,34.3,55,,
2017-11-07T05:03:02.530Z,,44.3,,34.4,55,,
2017-11-07T05:03:12.526Z,,44.4,,34.6,55,,
2017-11-07T05:03:22.525Z,,44.2,,34.6,55,,
2017-11-07T05:03:32.606Z,,43.9,,34.7,55,,
2017-11-07T05:03:42.540Z,,,,34.8,55,,
2017-11-07T05:03:52.526Z,,43.7,,34.8,55,,
2017-11-07T05:04:02.526Z,,43.6,,34.9,55,,
2017-11-07T05:04:12.528Z,,43.5,,34.9,55,,
2017-11-07T05:04:22.588Z,,43.3,,35.1,55,,
2017-11-07T05:04:32.701Z,,43.2,,35.1,55,,
2017-11-07T05:04:42.598Z,,43.1,,35.1,55,,
2017-11-07T05:04:52.624Z,,42.8,,35.2,55,,
2017-11-07T05:05:02.577Z,,,,35.2,55,,
2017-11-07T05:05:12.528Z,,43,,35.2,55,,
2017-11-07T05:05:22.526Z,,43.1,,35.2,55,,
2017-11-07T05:05:32.605Z,,43.3,,35.2,55,,
2017-11-07T05:05:42.531Z,,43.4,,35.2,55,,
2017-11-07T05:05:52.527Z,,43.5,,35.2,55,,
2017-11-07T05:06:02.527Z,,43.6,,35.2,55,,
2017-11-07T05:06:13.527Z,,43.7,,35.2,55,,
2017-11-07T05:06:22.527Z,,44,,35.2,55,,
2017-11-07T05:06:32.612Z,,,,35.2,55,,
2017-11-07T05:06:42.529Z,,44.1,,35.2,55,,
2017-11-07T05:06:52.529Z,,,,35.2,55,,
2017-11-07T05:07:03.518Z,,44.2,,35.2,55,,
2017-11-07T05:07:12.526Z,,44.3,,35.2,55,,
2017-11-07T05:07:22.526Z,,,,35.2,55,,
2017-11-07T05:07:32.606Z,,44.4,,35.2,55,,
2017-11-07T05:07:42.526Z,,44.5,,35.2,55,,
2017-11-07T05:07:52.527Z,,,,35.1,55,,
2017-11-07T05:08:02.526Z,,44.7,,35.1,55,,
2017-11-07T05:08:12.528Z,,,,35.1,55,,
2017-11-07T05:08:22.531Z,,,,35.1,55,,
2017-11-07T05:08:32.621Z,,44.8,,35.1,55,,
2017-11-07T05:08:42.526Z,,,,35.1,55,,
2017-11-07T05:08:52.537Z,,44.9,,34.9,55,,
2017-11-07T05:09:02.528Z,,,,34.9,55,,
2017-11-07T05:09:12.529Z,,45,,34.9,55,,
2017-11-07T05:09:22.529Z,,,,34.9,55,,
2017-11-07T05:09:32.606Z,,,,34.9,55,,
2017-11-07T05:09:42.527Z,,,,34.9,55,,
2017-11-07T05:09:53.521Z,,45.1,,34.9,55,,
2017-11-07T05:10:02.532Z,,,,34.8,55,,
2017-11-07T05:10:12.529Z,,,,34.8,55,,
2017-11-07T05:10:22.530Z,,,,34.8,55,,
2017-11-07T05:10:32.621Z,,,,34.8,55,,
2017-11-07T05:10:42.527Z,,45.2,,34.8,55,,
2017-11-07T05:10:52.530Z,,,,34.7,55,,
2017-11-07T05:11:02.528Z,,,,34.7,55,,
2017-11-07T05:11:12.526Z,,,,34.7,55,,
2017-11-07T05:11:22.527Z,,,,34.7,55,,
2017-11-07T05:11:32.610Z,,,,34.7,55,,
2017-11-07T05:11:42.527Z,,,,34.6,55,,
2017-11-07T05:11:52.527Z,,,,34.6,55,,
2017-11-07T05:12:02.527Z,,45.3,,34.6,55,,
2017-11-07T05:12:12.527Z,,,,34.6,55,,
2017-11-07T05:12:22.527Z,,,,34.6,55,,
2017-11-07T05:12:32.616Z,,,,34.6,55,,
2017-11-07T05:12:47.553Z,,,,34.4,55,,
2017-11-07T05:12:53.139Z,,,,34.4,55,,
2017-11-07T05:13:02.527Z,,,,34.4,55,,
2017-11-07T05:13:12.527Z,,,,34.4,55,,
2017-11-07T05:13:22.527Z,,,,34.3,55,,
2017-11-07T05:13:32.607Z,,,,34.3,55,,
2017-11-07T05:13:42.527Z,,,,34.3,55,,
2017-11-07T05:13:52.527Z,,,,34.3,55,,
2017-11-07T05:14:02.534Z,,,,34.3,55,,
2017-11-07T05:14:12.921Z,,,,34.2,55,,
2017-11-07T05:14:22.527Z,,,,34.2,55,,
2017-11-07T05:14:32.607Z,,,,34.2,55,,
2017-11-07T05:14:42.527Z,,,,34.2,55,,
2017-11-07T05:14:52.527Z,,,,34.2,55,,
2017-11-07T05:15:02.527Z,,,,34.1,55,,
2017-11-07T05:15:12.528Z,,45.2,,34.1,55,,
2017-11-07T05:15:22.528Z,,,,34.1,55,,
2017-11-07T05:15:37.639Z,,,,34.1,55,,
2017-11-07T05:15:42.527Z,,,,34,55,,
2017-11-07T05:15:52.527Z,,,,34,55,,
2017-11-07T05:16:02.528Z,,,,34,55,,
2017-11-07T05:16:12.527Z,,,,34,55,,
2017-11-07T05:16:22.529Z,,,,34,55,,
2017-11-07T05:16:32.608Z,,,,34,55,,
2017-11-07T05:16:42.530Z,,,,33.8,55,,
2017-11-07T05:16:52.533Z,,,,33.8,55,,
2017-11-07T05:17:02.528Z,,,,33.8,55,,
2017-11-07T05:17:12.527Z,,,,33.8,55,,
2017-11-07T05:17:22.528Z,,,,33.7,55,,
2017-11-07T05:17:32.608Z,,,,33.7,55,,
2017-11-07T05:17:43.522Z,,45.1,,33.7,55,,
2017-11-07T05:17:52.528Z,,,,33.7,55,,
2017-11-07T05:18:02.533Z,,,,33.6,55,,
2017-11-07T05:18:12.530Z,,,,33.6,55,,
2017-11-07T05:18:27.551Z,,,,33.6,55,,
2017-11-07T05:18:32.607Z,,,,33.6,55,,
2017-11-07T05:18:42.527Z,,,,33.6,55,,
2017-11-07T05:18:52.528Z,,,,33.5,55,,
2017-11-07T05:19:02.529Z,,,,33.5,55,,
2017-11-07T05:19:12.528Z,,45,,33.5,55,,
2017-11-07T05:19:22.533Z,,,,33.5,55,,
2017-11-07T05:19:32.618Z,,,,33.5,55,,
2017-11-07T05:19:42.527Z,,,,33.3,55,,
2017-11-07T05:19:52.528Z,,,,33.3,55,,
2017-11-07T05:20:02.530Z,,,,33.3,55,,
2017-11-07T05:20:12.528Z,,,,33.3,55,,
2017-11-07T05:20:22.528Z,,,,33.3,55,,
2017-11-07T05:20:32.608Z,,44.9,,33.2,55,,
2017-11-07T05:20:42.528Z,,,,33.2,55,,
2017-11-07T05:20:52.528Z,,,,33.2,55,,
2017-11-07T05:21:02.529Z,,,,33.2,55,,
2017-11-07T05:21:12.528Z,,,,33.2,55,,
2017-11-07T05:21:22.528Z,,,,33.1,55,,
2017-11-07T05:21:32.620Z,,,,33.1,55,,
2017-11-07T05:21:42.530Z,,,,33.1,55,,
2017-11-07T05:21:52.531Z,,,,33.1,55,,
2017-11-07T05:22:02.528Z,,44.8,,33,55,,
2017-11-07T05:22:12.528Z,,,,33,55,,
2017-11-07T05:22:22.528Z,,,,33,55,,
2017-11-07T05:22:32.608Z,,,,33,55,,
2017-11-07T05:22:42.528Z,,,,32.8,55,,
2017-11-07T05:22:52.528Z,,,,32.8,55,,
2017-11-07T05:23:02.530Z,,,,32.8,55,,
2017-11-07T05:23:12.528Z,,,,32.8,55,,
2017-11-07T05:23:22.666Z,,,,32.8,55,,
2017-11-07T05:23:32.600Z,,44.7,,32.8,55,,
2017-11-07T05:23:42.528Z,,,,32.7,55,,
2017-11-07T05:23:52.531Z,,,,32.7,55,,
2017-11-07T05:24:02.528Z,,,,32.7,55,,
2017-11-07T05:24:12.528Z,,,,32.7,55,,
2017-11-07T05:24:22.528Z,,,,32.7,55,,
2017-11-07T05:24:32.608Z,,,,32.6,55,,
2017-11-07T05:24:42.528Z,,44.5,,32.6,55,,
2017-11-07T05:24:52.528Z,,,,32.6,55,,
2017-11-07T05:25:02.528Z,,,,32.6,55,,
2017-11-07T05:25:12.529Z,,,,32.5,55,,
2017-11-07T05:25:22.528Z,,,,32.5,55,,
2017-11-07T05:25:33.608Z,,,,32.5,55,,
2017-11-07T05:25:42.529Z,,44.4,,32.5,55,,
2017-11-07T05:25:52.528Z,,44.5,,32.5,55,,
2017-11-07T05:26:03.525Z,,44.4,,32.5,55,,
2017-11-07T05:26:12.530Z,,,,32.3,55,,
2017-11-07T05:26:22.551Z,,,,32.3,55,,
2017-11-07T05:26:32.620Z,,,,32.3,55,,
2017-11-07T05:26:42.529Z,,,,32.3,55,,
2017-11-07T05:26:52.533Z,,,,32.3,55,,
2017-11-07T05:27:02.530Z,,,,32.2,55,,
2017-11-07T05:27:12.529Z,,44.3,,32.2,55,,
2017-11-07T05:27:22.529Z,,,,32.2,55,,
2017-11-07T05:27:32.625Z,,,,32.2,55,,
2017-11-07T05:27:42.529Z,,,,32.2,55,,
2017-11-07T05:27:52.531Z,,,,32.1,55,,
2017-11-07T05:28:03.581Z,,,,32.1,55,,
2017-11-07T05:28:12.553Z,,,,32.1,55,,
2017-11-07T05:28:27.549Z,,44.2,,32.1,55,,
2017-11-07T05:28:32.608Z,,,,32.1,55,,
2017-11-07T05:28:42.529Z,,,,32,55,,
2017-11-07T05:28:52.529Z,,,,32,55,,
2017-11-07T05:29:02.529Z,80,46.2,1,32,55,0,
2017-11-07T05:29:12.529Z,67,51,,32,55,,
2017-11-07T05:29:22.529Z,50,52.4,,32,55,,
2017-11-07T05:29:32.609Z,29,47.6,,32,55,,
2017-11-07T05:29:42.533Z,,43.8,,31.9,55,,
2017-11-07T05:29:52.542Z,,40.8,,31.9,55,,
2017-11-07T05:30:02.529Z,,39.9,,31.9,55,,
2017-11-07T05:30:12.529Z,,40,,31.9,55,,
2017-11-07T05:30:22.530Z,,41,,31.9,55,,
2017-11-07T05:30:32.620Z,,41.4,,31.9,55,,
2017-11-07T05:30:42.548Z,,41.7,,31.7,55,,
2017-11-07T05:30:52.529Z,,,,31.9,55,,
2017-11-07T05:31:02.530Z,,,,31.7,55,,
2017-11-07T05:31:17.549Z,,42,,31.7,55,,
2017-11-07T05:31:22.578Z,,42.2,,31.7,55,,
2017-11-07T05:31:32.639Z,,42.4,,31.7,55,,
2017-11-07T05:31:42.543Z,,42.5,,31.9,55,,
2017-11-07T05:31:52.531Z,,42.7,,31.9,55,,
2017-11-07T05:32:02.538Z,,43,,31.9,55,,
2017-11-07T05:32:12.546Z,,43.1,,31.9,55,,
2017-11-07T05:32:22.529Z,,43.2,,31.9,55,,
2017-11-07T05:32:32.609Z,,43.4,,31.9,55,,
2017-11-07T05:32:42.530Z,,43.5,,32,55,,
2017-11-07T05:32:52.530Z,,44,,32,55,,
2017-11-07T05:33:02.530Z,,,,32,55,,
2017-11-07T05:33:12.531Z,,44.2,,32.1,55,,
2017-11-07T05:33:22.529Z,,44.4,,32.1,55,,
2017-11-07T05:33:33.652Z,,44.5,,32.1,55,,
2017-11-07T05:33:42.530Z,,44.8,,32.2,55,,
2017-11-07T05:33:53.579Z,,45,,32.2,55,,
2017-11-07T05:34:07.549Z,,45.2,,32.3,55,,
2017-11-07T05:34:12.529Z,,45.3,,32.3,55,,
2017-11-07T05:34:22.530Z,,45.6,,32.5,55,,
2017-11-07T05:34:32.611Z,0,45.7,1,32.6,55,0,
2017-11-07T05:34:42.529Z,,44.9,,32.6,55,,
2017-11-07T05:34:52.529Z,,42.8,,32.7,55,,
2017-11-07T05:35:02.532Z,,41.9,,32.7,55,,
2017-11-07T05:35:14.622Z,,41.8,,32.8,55,,
2017-11-07T05:35:22.532Z,,41.6,,33,55,,
2017-11-07T05:35:32.990Z,,42,,33.1,55,,
2017-11-07T05:35:42.529Z,,41.9,,33.1,55,,
2017-11-07T05:35:52.534Z,,,,33.2,55,,
2017-11-07T05:36:02.530Z,,41.6,,33.2,55,,
2017-11-07T05:36:12.529Z,,41.5,,33.3,55,,
2017-11-07T05:36:22.536Z,,41.4,,33.3,55,,
2017-11-07T05:36:32.613Z,,41.1,,33.5,55,,
2017-11-07T05:36:42.530Z,,40.9,,33.5,55,,
2017-11-07T05:36:52.529Z,,,,33.6,55,,
2017-11-07T05:37:02.530Z,,40.7,,33.6,55,,
2017-11-07T05:37:12.531Z,,40.6,,33.6,55,,
2017-11-07T05:37:22.530Z,,40.5,,33.7,55,,
2017-11-07T05:37:32.621Z,,40.2,,33.7,55,,
2017-11-07T05:37:42.530Z,,,,33.7,55,,
2017-11-07T05:37:52.530Z,,40.5,,33.7,55,,
2017-11-07T05:38:02.530Z,,40.7,,33.7,55,,
2017-11-07T05:38:12.538Z,,40.8,,33.7,55,,
2017-11-07T05:38:22.530Z,,41,,33.7,55,,
2017-11-07T05:38:32.610Z,,,,33.7,55,,
2017-11-07T05:38:42.536Z,,41.1,,33.7,55,,
2017-11-07T05:38:52.530Z,,41.2,,33.7,55,,
2017-11-07T05:39:02.530Z,,41.4,,33.7,55,,
2017-11-07T05:39:12.531Z,,41.5,,33.7,55,,
2017-11-07T05:39:22.530Z,,41.6,,33.7,55,,
2017-11-07T05:39:32.610Z,,,,33.7,55,,
2017-11-07T05:39:42.530Z,,41.7,,33.7,55,,
2017-11-07T05:39:52.531Z,,41.8,,33.7,55,,
2017-11-07T05:40:02.531Z,,,,33.7,55,,
2017-11-07T05:40:12.530Z,,41.9,,33.6,55,,
2017-11-07T05:40:22.530Z,,42,,33.6,55,,
2017-11-07T05:40:32.644Z,,,,33.6,55,,
2017-11-07T05:40:42.531Z,,42.2,,33.6,55,,
2017-11-07T05:40:52.530Z,,,,33.6,55,,
2017-11-07T05:41:02.530Z,,42.3,,33.6,55,,
2017-11-07T05:41:13.528Z,,,,33.6,55,,
2017-11-07T05:41:22.537Z,,,,33.5,55,,
2017-11-07T05:41:32.620Z,,42.4,,33.5,55,,
2017-11-07T05:41:42.536Z,,,,33.5,55,,
2017-11-07T05:41:52.537Z,,,,33.5,55,,
2017-11-07T05:42:02.568Z,,42.5,,33.5,55,,
2017-11-07T05:42:12.536Z,,,,33.3,55,,
2017-11-07T05:42:22.530Z,,,,33.3,55,,
2017-11-07T05:42:32.610Z,,42.6,,33.3,55,,
2017-11-07T05:42:42.534Z,,,,33.3,55,,
2017-11-07T05:42:52.532Z,,,,33.3,55,,
2017-11-07T05:43:02.530Z,,,,33.2,55,,
2017-11-07T05:43:13.576Z,,,,33.2,55,,
2017-11-07T05:43:22.531Z,,42.7,,33.2,55,,
2017-11-07T05:43:32.610Z,,,,33.2,55,,
2017-11-07T05:43:42.537Z,,,,33.2,55,,
2017-11-07T05:43:52.530Z,,,,33.2,55,,
2017-11-07T05:44:03.523Z,,,,33.1,55,,
2017-11-07T05:44:12.530Z,,,,33.1,55,,
2017-11-07T05:44:22.541Z,,42.8,,33.1,55,,
2017-11-07T05:44:32.611Z,,,,33.1,55,,
2017-11-07T05:44:42.531Z,,,,33,55,,
2017-11-07T05:44:52.530Z,,,,33,55,,
2017-11-07T05:45:02.531Z,,,,33,55,,
2017-11-07T05:45:12.531Z,,,,33,55,,
2017-11-07T05:45:23.573Z,,,,33,55,,
2017-11-07T05:45:32.610Z,,,,33,55,,
2017-11-07T05:45:42.531Z,,,,32.8,55,,
2017-11-07T05:45:52.530Z,,,,32.8,55,,
2017-11-07T05:46:02.531Z,,,,32.8,55,,
2017-11-07T05:46:12.530Z,,,,32.8,55,,
2017-11-07T05:46:22.531Z,,,,32.7,55,,
2017-11-07T05:46:32.621Z,,,,32.7,55,,
2017-11-07T05:46:42.531Z,,,,32.7,55,,
2017-11-07T05:46:57.558Z,,,,32.7,55,,
2017-11-07T05:47:02.531Z,,,,32.7,55,,
2017-11-07T05:47:12.544Z,,,,32.6,55,,
2017-11-07T05:47:22.532Z,,,,32.6,55,,
2017-11-07T05:47:32.611Z,,,,32.6,55,,
2017-11-07T05:47:42.531Z,,,,32.6,55,,
2017-11-07T05:47:52.531Z,,,,32.6,55,,
2017-11-07T05:48:02.531Z,,,,32.5,55,,
2017-11-07T05:48:12.541Z,,,,32.5,55,,
2017-11-07T05:48:22.532Z,,,,32.5,55,,
2017-11-07T05:48:32.626Z,,,,32.5,55,,
2017-11-07T05:48:42.532Z,,,,32.5,55,,
2017-11-07T05:48:52.531Z,,,,32.3,55,,
2017-11-07T05:49:02.531Z,,,,32.3,55,,
2017-11-07T05:49:12.536Z,,,,32.3,55,,
2017-11-07T05:49:22.531Z,,,,32.3,55,,
2017-11-07T05:49:32.612Z,,42.7,,32.2,55,,
2017-11-07T05:49:47.552Z,,,,32.2,55,,
2017-11-07T05:49:52.533Z,,,,32.2,55,,
2017-11-07T05:50:02.533Z,,,,32.2,55,,
2017-11-07T05:50:12.553Z,,,,32.2,55,,
2017-11-07T05:50:22.533Z,,,,32.2,55,,
2017-11-07T05:50:32.612Z,,,,32.1,55,,
2017-11-07T05:50:42.532Z,,,,32.1,55,,
2017-11-07T05:50:52.531Z,,,,32.1,55,,
2017-11-07T05:51:02.531Z,,,,32.1,55,,
2017-11-07T05:51:12.532Z,,,,32.1,55,,
2017-11-07T05:51:22.531Z,,42.6,,32,55,,
2017-11-07T05:51:32.621Z,,,,32,55,,
2017-11-07T05:51:42.533Z,,,,32,55,,
2017-11-07T05:51:52.532Z,,,,32,55,,
2017-11-07T05:52:02.531Z,,,,32,55,,
