Time,ActPow,HwActive,PrimTSet,HwTOutlet,PrimT,ChActive,HwTSet
2017-12-05T04:33:56.756Z,,,,21.5,,,55
2017-12-05T04:34:06.676Z,,,,21.5,,,55
2017-12-05T04:34:16.680Z,,,,21.5,,,55
2017-12-05T04:34:26.675Z,,,,21.5,36.2,,55
2017-12-05T04:34:36.676Z,,,,21.5,,,55
2017-12-05T04:34:46.676Z,,,,21.5,,,55
2017-12-05T04:34:56.760Z,,,,21.5,,,55
2017-12-05T04:35:06.676Z,,,,21.5,,,55
2017-12-05T04:35:16.676Z,,,,21.5,,,55
2017-12-05T04:35:26.680Z,,,,21.5,,,55
2017-12-05T04:35:36.676Z,,,,21.5,,,55
2017-12-05T04:35:46.680Z,,,,21.5,,,55
2017-12-05T04:35:56.757Z,,,,21.5,,,55
2017-12-05T04:36:06.676Z,,,,21.5,,,55
2017-12-05T04:36:16.679Z,,,,21.5,36,,55
2017-12-05T04:36:26.682Z,,,,21.5,,,55
2017-12-05T04:36:36.676Z,,,,21.5,,,55
2017-12-05T04:36:46.744Z,,,,21.4,,,55
2017-12-05T04:36:56.759Z,,,,21.4,,,55
2017-12-05T04:37:06.679Z,,,,21.4,,,55
2017-12-05T04:37:16.681Z,,,,21.4,,,55
2017-12-05T04:37:26.676Z,,,,21.4,,,55
2017-12-05T04:37:36.681Z,,,,21.4,35.9,,55
2017-12-05T04:37:46.675Z,,,,21.4,35.9,,55
2017-12-05T04:37:56.756Z,,,,21.4,,,55
2017-12-05T04:38:06.676Z,,,,21.4,,,55
2017-12-05T04:38:16.676Z,,,,21.4,,,55
2017-12-05T04:38:26.676Z,,,,21.4,,,55
2017-12-05T04:38:36.676Z,,,,21.4,,,55
2017-12-05T04:38:47.673Z,,,,21.4,,,55
2017-12-05T04:38:56.761Z,,,,21.4,,,55
2017-12-05T04:39:06.676Z,,,,21.4,,,55
2017-12-05T04:39:16.681Z,,,,21.4,35.8,,55
2017-12-05T04:39:26.681Z,,,,21.4,,,55
2017-12-05T04:39:36.681Z,,,,21.4,,,55
2017-12-05T04:39:46.681Z,,,,21.4,,,55
2017-12-05T04:39:56.758Z,,,,21.4,,,55
2017-12-05T04:40:06.676Z,,,,21.4,,,55
2017-12-05T04:40:16.676Z,,,,21.4,,,55
2017-12-05T04:40:26.677Z,,,,21.4,,,55
2017-12-05T04:40:36.681Z,,,,21.4,,,55
2017-12-05T04:40:46.676Z,,,,21.4,,,55
2017-12-05T04:40:56.759Z,,,,21.4,,,55
2017-12-05T04:41:06.684Z,,,,21.4,35.7,,55
2017-12-05T04:41:16.676Z,,,,21.4,,,55
2017-12-05T04:41:26.681Z,,,,21.3,,,55
2017-12-05T04:41:37.667Z,,,,21.3,,,55
2017-12-05T04:41:46.680Z,,,,21.3,,,55
2017-12-05T04:41:56.756Z,,,,21.3,,,55
2017-12-05T04:42:06.679Z,,,,21.3,,,55
2017-12-05T04:42:16.687Z,,,,21.3,,,55
2017-12-05T04:42:26.677Z,,,,21.3,35.6,,55
2017-12-05T04:42:36.676Z,,,,21.3,,,55
2017-12-05T04:42:46.676Z,,,,21.3,,,55
2017-12-05T04:42:56.757Z,,,,21.3,,,55
2017-12-05T04:43:06.680Z,,,,21.3,,,55
2017-12-05T04:43:16.677Z,,,,21.3,,,55
2017-12-05T04:43:26.679Z,,,,21.3,,,55
2017-12-05T04:43:36.679Z,,,,21.3,,,55
2017-12-05T04:43:46.682Z,,,,21.3,,,55
2017-12-05T04:43:56.758Z,,,,21.3,,,55
2017-12-05T04:44:06.681Z,,,,21.3,35.4,,55
2017-12-05T04:44:16.676Z,,,,21.3,,,55
2017-12-05T04:44:31.697Z,,,,21.3,,,55
2017-12-05T04:44:36.677Z,,,,21.3,,,55
2017-12-05T04:44:46.680Z,,,,21.3,,,55
2017-12-05T04:44:56.757Z,,,,21.3,,,55
2017-12-05T04:45:06.677Z,,,,21.3,,,55
2017-12-05T04:45:16.677Z,,,,21.1,,,55
2017-12-05T04:45:26.685Z,,,,21.3,,,55
2017-12-05T04:45:36.677Z,,,,21.1,,,55
2017-12-05T04:45:46.679Z,,,,21.1,,,55
2017-12-05T04:45:56.758Z,,,,21.1,35.3,,55
2017-12-05T04:46:06.677Z,,,,21.1,,,55
2017-12-05T04:46:16.679Z,,,,21.1,,,55
2017-12-05T04:46:26.679Z,,,,21.1,,,55
2017-12-05T04:46:36.677Z,,,,21.1,,,55
2017-12-05T04:46:46.677Z,,,,21.1,,,55
2017-12-05T04:46:56.760Z,,,,21.1,,,55
2017-12-05T04:47:06.680Z,,,,21.1,,,55
2017-12-05T04:47:21.938Z,,,,21.1,,,55
2017-12-05T04:47:26.677Z,,,,21.1,,,55
2017-12-05T04:47:36.677Z,,,,21.1,,,55
2017-12-05T04:47:46.677Z,,,,21.1,35.2,,55
2017-12-05T04:47:56.757Z,,,,21.1,,,55
2017-12-05T04:48:06.678Z,,,,21.1,,,55
2017-12-05T04:48:16.677Z,,,,21.1,,,55
2017-12-05T04:48:26.678Z,,,,21.1,,,55
2017-12-05T04:48:36.679Z,,,,21.1,,,55
2017-12-05T04:48:47.674Z,,,,21.1,,,55
2017-12-05T04:48:56.757Z,,,,21.1,,,55
2017-12-05T04:49:06.692Z,,,,21.1,,,55
2017-12-05T04:49:16.677Z,,,,21.1,,,55
2017-12-05T04:49:26.680Z,,,,21.1,35.1,,55
2017-12-05T04:49:36.680Z,,,,21.1,,,55
2017-12-05T04:49:46.718Z,,,,21.1,,,55
2017-12-05T04:49:56.767Z,,,,21,,,55
2017-12-05T04:50:06.682Z,,,,21.1,,,55
2017-12-05T04:50:16.678Z,,,,21,,,55
2017-12-05T04:50:26.678Z,,,,21,,,55
2017-12-05T04:50:36.680Z,,,,21,,,55
2017-12-05T04:50:46.682Z,,,,21,34.9,,55
2017-12-05T04:50:56.763Z,,,,21,34.9,,55
2017-12-05T04:51:06.677Z,,,,21,,,55
2017-12-05T04:51:16.679Z,,,,21,,,55
2017-12-05T04:51:26.678Z,,,,21,,,55
2017-12-05T04:51:36.683Z,,,,21,,,55
2017-12-05T04:51:46.682Z,,,,21,,,55
2017-12-05T04:51:56.759Z,,,,21,,,55
2017-12-05T04:52:06.681Z,,,,21,,,55
2017-12-05T04:52:16.683Z,,,,21,,,55
2017-12-05T04:52:26.679Z,,,,21,,,55
2017-12-05T04:52:36.679Z,,,,21,34.8,,55
2017-12-05T04:52:46.680Z,,,,21,,,55
2017-12-05T04:52:56.758Z,,,,21,,,55
2017-12-05T04:53:06.678Z,,,,21,,,55
2017-12-05T04:53:16.690Z,,,,21,,,55
2017-12-05T04:53:26.688Z,,,,21,,,55
2017-12-05T04:53:36.686Z,,,,21,,,55
2017-12-05T04:53:46.703Z,,,,21,,,55
2017-12-05T04:53:56.758Z,,,,21,,,55
2017-12-05T04:54:06.678Z,,,,21,,,55
2017-12-05T04:54:16.680Z,,,,21,34.7,,55
2017-12-05T04:54:26.679Z,,,,21,,,55
2017-12-05T04:54:36.678Z,,,,21,,,55
2017-12-05T04:54:46.678Z,,,,20.8,,,55
2017-12-05T04:54:56.770Z,,,,20.8,,,55
2017-12-05T04:55:06.678Z,,,,20.8,,,55
2017-12-05T04:55:16.683Z,,,,20.8,,,55
2017-12-05T04:55:26.678Z,,,,20.8,,,55
2017-12-05T04:55:36.698Z,,,,20.8,,,55
2017-12-05T04:55:46.678Z,,,,20.8,,,55
2017-12-05T04:55:56.773Z,,,,20.8,34.6,,55
2017-12-05T04:56:06.684Z,,,,20.8,,,55
2017-12-05T04:56:16.678Z,,,,20.8,,,55
2017-12-05T04:56:26.679Z,,,,20.8,,,55
2017-12-05T04:56:36.688Z,,,,20.8,,,55
2017-12-05T04:56:46.678Z,,,,20.8,,,55
2017-12-05T04:56:56.763Z,,,,20.8,,,55
2017-12-05T04:57:06.683Z,,,,20.8,,,55
2017-12-05T04:57:17.673Z,,,,20.8,,,55
2017-12-05T04:57:26.679Z,,,,20.8,,,55
2017-12-05T04:57:36.681Z,,,,20.8,,,55
2017-12-05T04:57:46.679Z,,,,20.8,34.4,,55
2017-12-05T04:57:56.759Z,,,,20.8,,,55
2017-12-05T04:58:06.678Z,,,,20.8,,,55
2017-12-05T04:58:16.678Z,,,,20.8,,,55
2017-12-05T04:58:26.679Z,,,,20.8,,,55
2017-12-05T04:58:36.694Z,,,,20.8,,,55
2017-12-05T04:58:46.681Z,,,,20.8,,,55
2017-12-05T04:58:56.763Z,,,,20.8,,,55
2017-12-05T04:59:06.681Z,,,,20.8,,,55
2017-12-05T04:59:16.679Z,,,,20.8,,,55
2017-12-05T04:59:26.679Z,,,,20.8,,,55
2017-12-05T04:59:36.679Z,,,,20.8,34.3,,55
2017-12-05T04:59:46.679Z,,,,20.8,,,55
2017-12-05T04:59:56.758Z,,,,20.8,,,55
2017-12-05T05:00:06.679Z,,,,20.8,,,55
2017-12-05T05:00:16.679Z,,,,20.8,,,55
2017-12-05T05:00:26.679Z,,,,20.8,,,55
2017-12-05T05:00:36.684Z,,,,20.8,,,55
2017-12-05T05:00:46.681Z,,,,20.8,,,55
2017-12-05T05:00:56.759Z,,,,20.8,,,55
2017-12-05T05:01:06.681Z,,,,20.8,,,55
2017-12-05T05:01:16.679Z,,,,20.7,34.2,,55
2017-12-05T05:01:26.679Z,,,,20.7,,,55
2017-12-05T05:01:36.679Z,,,,20.7,,,55
2017-12-05T05:01:46.679Z,,,,20.7,,,55
2017-12-05T05:01:56.762Z,,,,20.7,,,55
2017-12-05T05:02:06.679Z,,,,20.7,,,55
2017-12-05T05:02:16.682Z,,,,20.7,,,55
2017-12-05T05:02:26.679Z,,,,20.7,,,55
2017-12-05T05:02:36.679Z,,,,20.7,,,55
2017-12-05T05:02:46.679Z,,,,20.7,,,55
2017-12-05T05:03:01.784Z,,,,20.7,,,55
2017-12-05T05:03:06.682Z,,,,20.7,34.1,,55
2017-12-05T05:03:16.679Z,,,,20.7,,,55
2017-12-05T05:03:26.680Z,,,,20.7,,,55
2017-12-05T05:03:36.680Z,,,,20.7,,,55
2017-12-05T05:03:46.685Z,,,,20.7,,,55
2017-12-05T05:03:56.760Z,,,,20.7,,,55
2017-12-05T05:04:06.681Z,,,,20.7,,,55
2017-12-05T05:04:16.679Z,,,,20.7,,,55
2017-12-05T05:04:26.747Z,,,,20.7,,,55
2017-12-05T05:04:36.679Z,,,,20.7,,,55
2017-12-05T05:04:46.679Z,,,,20.7,,,55
2017-12-05T05:04:56.759Z,,,,20.7,,,55
2017-12-05T05:05:06.680Z,,,,20.7,34,,55
2017-12-05T05:05:16.682Z,,,,20.7,,,55
2017-12-05T05:05:26.679Z,,,,20.7,,,55
2017-12-05T05:05:36.689Z,,,,20.7,,,55
2017-12-05T05:05:46.681Z,,,,20.7,,,55
2017-12-05T05:05:56.770Z,,,,20.7,,,55
2017-12-05T05:06:06.680Z,,,,20.7,,,55
2017-12-05T05:06:16.680Z,,,,20.7,,,55
2017-12-05T05:06:26.680Z,,,,20.7,,,55
2017-12-05T05:06:36.685Z,,,,20.7,,,55
2017-12-05T05:06:46.682Z,,,,20.6,34,,55
2017-12-05T05:06:56.765Z,,,,20.7,33.8,,55
2017-12-05T05:07:06.685Z,,,,20.7,,,55
2017-12-05T05:07:16.682Z,,,,20.6,,,55
2017-12-05T05:07:26.680Z,,,,20.6,,,55
2017-12-05T05:07:36.685Z,,,,20.6,,,55
2017-12-05T05:07:46.680Z,,,,20.6,,,55
2017-12-05T05:07:56.770Z,,,,20.6,,,55
2017-12-05T05:08:06.680Z,,,,20.6,,,55
2017-12-05T05:08:16.680Z,,,,20.6,,,55
2017-12-05T05:08:26.680Z,,,,20.6,,,55
2017-12-05T05:08:36.680Z,,,,20.6,33.7,,55
2017-12-05T05:08:46.680Z,,,,20.6,,,55
2017-12-05T05:08:56.767Z,,,,20.6,,,55
2017-12-05T05:09:06.686Z,,,,20.6,,,55
2017-12-05T05:09:16.686Z,,,,20.6,,,55
2017-12-05T05:09:26.695Z,,,,20.6,,,55
2017-12-05T05:09:36.686Z,,,,20.6,,,55
2017-12-05T05:09:46.682Z,,,,20.6,,,55
2017-12-05T05:09:56.769Z,,,,20.6,,,55
2017-12-05T05:10:06.685Z,,,,20.6,,,55
2017-12-05T05:10:16.680Z,,,,20.6,33.6,,55
2017-12-05T05:10:26.680Z,,,,20.6,,,55
2017-12-05T05:10:36.681Z,,,,20.6,,,55
2017-12-05T05:10:46.685Z,,,,20.6,,,55
2017-12-05T05:10:56.788Z,,,,20.6,,,55
2017-12-05T05:11:06.680Z,,,,20.6,,,55
2017-12-05T05:11:16.682Z,,,,20.6,,,55
2017-12-05T05:11:26.681Z,,,,20.6,,,55
2017-12-05T05:11:36.680Z,,,,20.6,,,55
2017-12-05T05:11:46.680Z,,,,20.6,,,55
2017-12-05T05:11:56.761Z,,,,20.6,,,55
2017-12-05T05:12:06.681Z,,,,20.6,,,55
2017-12-05T05:12:16.683Z,,,,20.6,,,55
2017-12-05T05:12:26.687Z,,,,20.6,33.5,,55
2017-12-05T05:12:36.681Z,,,,20.4,,,55
2017-12-05T05:12:46.680Z,,,,20.4,,,55
2017-12-05T05:12:57.754Z,,,,20.4,,,55
2017-12-05T05:13:06.688Z,,,,20.4,,,55
2017-12-05T05:13:16.681Z,,,,20.4,,,55
2017-12-05T05:13:26.681Z,,,,20.4,,,55
2017-12-05T05:13:36.680Z,,,,20.4,,,55
2017-12-05T05:13:46.692Z,,,,20.4,,,55
2017-12-05T05:13:56.761Z,,,,20.4,,,55
2017-12-05T05:14:06.681Z,,,,20.4,,,55
2017-12-05T05:14:16.681Z,,,,20.4,33.3,,55
2017-12-05T05:14:26.686Z,,,,20.4,,,55
2017-12-05T05:14:36.681Z,,,,20.4,,,55
2017-12-05T05:14:46.681Z,,,,20.4,,,55
2017-12-05T05:14:56.767Z,,,,20.4,,,55
2017-12-05T05:15:06.685Z,,,,20.4,,,55
2017-12-05T05:15:16.681Z,,,,20.4,,,55
2017-12-05T05:15:26.681Z,,,,20.4,,,55
2017-12-05T05:15:36.686Z,,,,20.4,,,55
2017-12-05T05:15:47.677Z,,,,20.4,,,55
2017-12-05T05:15:56.768Z,,,,20.4,,,55
2017-12-05T05:16:06.681Z,,,,20.4,33.2,,55
2017-12-05T05:16:16.688Z,,,,20.4,,,55
2017-12-05T05:16:26.691Z,,,,20.4,,,55
2017-12-05T05:16:36.692Z,,,,20.4,,,55
2017-12-05T05:16:46.691Z,,,,20.4,,,55
2017-12-05T05:16:56.778Z,,,,20.4,,,55
2017-12-05T05:17:06.683Z,,,,20.4,,,55
2017-12-05T05:17:16.692Z,,,,20.4,,,55
2017-12-05T05:17:26.701Z,0,0,5,20.4,33.2,0,55
2017-12-05T05:17:36.692Z,,,,20.4,,,55
2017-12-05T05:17:46.704Z,,,,20.4,,,55
2017-12-05T05:17:56.761Z,,,,20.4,,,55
2017-12-05T05:18:06.681Z,,,,20.4,33.1,,55
2017-12-05T05:18:16.689Z,,,,20.3,,,55
2017-12-05T05:18:26.682Z,,,,20.3,,,55
2017-12-05T05:18:41.701Z,,,,20.3,,,55
2017-12-05T05:18:46.690Z,,,,20.3,,,55
2017-12-05T05:18:56.761Z,,,,20.3,,,55
2017-12-05T05:19:06.703Z,,,,20.3,,,55
2017-12-05T05:19:16.682Z,,,,20.3,,,55
2017-12-05T05:19:26.682Z,,,,20.3,,,55
2017-12-05T05:19:36.811Z,,,,20.3,,,55
2017-12-05T05:19:46.695Z,,,,20.3,,,55
2017-12-05T05:19:56.762Z,,,,20.3,33,,55
2017-12-05T05:20:06.683Z,,,,20.3,,,55
2017-12-05T05:20:16.690Z,,,,20.3,,,55
2017-12-05T05:20:26.682Z,,,,20.3,,,55
2017-12-05T05:20:36.690Z,,,,20.3,,,55
2017-12-05T05:20:46.695Z,,,,20.3,,,55
2017-12-05T05:20:56.766Z,,,,20.3,,,55
2017-12-05T05:21:06.682Z,,,,20.3,,,55
2017-12-05T05:21:16.690Z,,,,20.3,,,55
2017-12-05T05:21:32.090Z,,,,20.3,,,55
2017-12-05T05:21:36.689Z,,,,20.3,,,55
2017-12-05T05:21:46.689Z,,,,20.3,32.8,,55
2017-12-05T05:21:56.762Z,,,,20.3,32.8,,55
2017-12-05T05:22:06.682Z,,,,20.3,,,55
2017-12-05T05:22:16.689Z,,,,20.3,,,55
2017-12-05T05:22:26.687Z,,,,20.3,,,55
2017-12-05T05:22:36.690Z,,,,20.3,,,55
2017-12-05T05:22:46.690Z,,,,20.3,,,55
2017-12-05T05:22:57.763Z,,,,20.3,,,55
2017-12-05T05:23:06.682Z,,,,20.3,,,55
2017-12-05T05:23:16.694Z,,,,20.3,,,55
2017-12-05T05:23:26.688Z,,,,20.3,,,55
2017-12-05T05:23:36.691Z,,,,20.3,,,55
2017-12-05T05:23:46.689Z,,,,20.3,,,55
2017-12-05T05:23:56.768Z,,,,20.1,32.7,,55
2017-12-05T05:24:06.688Z,,,,20.1,,,55
2017-12-05T05:24:16.686Z,,,,20.3,,,55
2017-12-05T05:24:26.683Z,,,,20.1,,,55
2017-12-05T05:24:36.683Z,,,,20.3,,,55
2017-12-05T05:24:46.690Z,,,,20.3,,,55
2017-12-05T05:24:56.762Z,,,,20.1,,,55
2017-12-05T05:25:06.682Z,,,,20.1,,,55
2017-12-05T05:25:16.683Z,,,,20.1,,,55
2017-12-05T05:25:26.683Z,,,,20.1,,,55
2017-12-05T05:25:36.683Z,,,,20.1,,,55
2017-12-05T05:25:46.688Z,,,,20.1,,,55
2017-12-05T05:25:56.768Z,,,,20.1,32.6,,55
2017-12-05T05:26:06.682Z,,,,20.1,,,55
2017-12-05T05:26:16.693Z,,,,20.1,,,55
2017-12-05T05:26:26.683Z,,,,20.1,,,55
2017-12-05T05:26:36.683Z,,,,20.1,,,55
2017-12-05T05:26:46.688Z,,,,20.1,,,55
2017-12-05T05:26:56.765Z,,,,20.1,,,55
2017-12-05T05:27:06.689Z,,,,20.1,,,55
2017-12-05T05:27:16.695Z,,,,20.1,,,55
2017-12-05T05:27:26.683Z,,,,20.1,,,55
2017-12-05T05:27:36.683Z,,,,20.1,,,55
2017-12-05T05:27:46.687Z,,,,20.1,32.5,,55
2017-12-05T05:27:56.841Z,,,,20.1,,,55
2017-12-05T05:28:06.688Z,,,,20.1,,,55
2017-12-05T05:28:16.683Z,,,,20.1,,,55
2017-12-05T05:28:26.683Z,,,,20.1,,,55
2017-12-05T05:28:36.688Z,,,,20.1,,,55
2017-12-05T05:28:46.687Z,,,,20.1,,,55
2017-12-05T05:28:56.767Z,,,,20.1,,,55
2017-12-05T05:29:06.683Z,,,,20.1,,,55
2017-12-05T05:29:16.692Z,,,,20.1,,,55
2017-12-05T05:29:26.683Z,,,,20.1,,,55
2017-12-05T05:29:36.690Z,,,,20.1,,,55
2017-12-05T05:29:46.689Z,,,,20.1,,,55
2017-12-05T05:29:56.763Z,,,,20,32.3,,55
2017-12-05T05:30:06.684Z,,,,20,,,55
2017-12-05T05:30:16.690Z,,,,20.1,,,55
2017-12-05T05:30:26.683Z,,,,20.1,,,55
2017-12-05T05:30:36.685Z,,,,20.1,,,55
2017-12-05T05:30:46.689Z,,,,20,,,55
2017-12-05T05:30:56.766Z,,,,20,,,55
2017-12-05T05:31:06.688Z,,,,20,,,55
2017-12-05T05:31:16.688Z,,,,20,,,55
2017-12-05T05:31:26.690Z,,,,20,,,55
2017-12-05T05:31:36.690Z,,,,20,,,55
2017-12-05T05:31:46.695Z,,,,20,,,55
2017-12-05T05:31:56.775Z,,,,20,32.2,,55
2017-12-05T05:32:06.695Z,,,,20,,,55
2017-12-05T05:32:16.704Z,,,,20,,,55
2017-12-05T05:32:26.690Z,,,,20,,,55
2017-12-05T05:32:36.715Z,,,,20,,,55
2017-12-05T05:32:46.695Z,,,,20,,,55
2017-12-05T05:32:56.777Z,,,,20,,,55
2017-12-05T05:33:06.689Z,,,,20,,,55
2017-12-05T05:33:16.689Z,,,,20,,,55
2017-12-05T05:33:26.685Z,,,,20,,,55
2017-12-05T05:33:36.685Z,,,,20,,,55
2017-12-05T05:33:46.684Z,,,,20,,,55
2017-12-05T05:33:56.764Z,,,,20,32.1,,55
2017-12-05T05:34:06.690Z,,,,20,,,55
2017-12-05T05:34:17.682Z,,,,20,,,55
2017-12-05T05:34:26.690Z,,,,20,,,55
2017-12-05T05:34:36.690Z,,,,20,,,55
2017-12-05T05:34:46.695Z,,,,20,,,55
2017-12-05T05:34:56.765Z,,,,20,,,55
2017-12-05T05:35:06.684Z,,,,20,,,55
2017-12-05T05:35:16.704Z,,,,20,,,55
2017-12-05T05:35:26.690Z,,,,20,,,55
2017-12-05T05:35:36.685Z,,,,20,,,55
2017-12-05T05:35:46.684Z,,,,20,,,55
2017-12-05T05:35:56.764Z,,,,20,,,55
2017-12-05T05:36:06.684Z,,,,20,32,,55
2017-12-05T05:36:16.684Z,,,,20,,,55
2017-12-05T05:36:26.684Z,,,,19.8,,,55
2017-12-05T05:36:36.686Z,,,,19.8,,,55
2017-12-05T05:36:46.694Z,,,,20,,,55
2017-12-05T05:36:56.764Z,,,,20,,,55
2017-12-05T05:37:07.769Z,,,,19.8,,,55
2017-12-05T05:37:16.686Z,,,,19.8,,,55
2017-12-05T05:37:26.695Z,,,,19.8,,,55
2017-12-05T05:37:36.686Z,,,,19.8,,,55
2017-12-05T05:37:46.712Z,,,,19.8,,,55
2017-12-05T05:37:56.764Z,,,,19.8,,,55
2017-12-05T05:38:06.685Z,,,,19.8,32,,55
2017-12-05T05:38:16.694Z,,,,19.8,31.9,,55
2017-12-05T05:38:26.685Z,,,,19.8,,,55
2017-12-05T05:38:37.063Z,,,,19.8,,,55
2017-12-05T05:38:46.685Z,,,,19.8,,,55
2017-12-05T05:38:56.766Z,,,,19.8,,,55
2017-12-05T05:39:06.685Z,,,,19.8,,,55
2017-12-05T05:39:16.687Z,,,,19.8,,,55
2017-12-05T05:39:26.685Z,,,,19.8,,,55
2017-12-05T05:39:36.688Z,,,,19.8,,,55
2017-12-05T05:39:46.688Z,,,,19.8,,,55
2017-12-05T05:39:56.766Z,,,,19.8,,,55
2017-12-05T05:40:06.685Z,,,,19.8,31.7,,55
2017-12-05T05:40:16.735Z,,,,19.8,,,55
2017-12-05T05:40:26.692Z,,,,19.8,31.9,,55
2017-12-05T05:40:36.761Z,,,,19.8,31.7,,55
2017-12-05T05:40:46.704Z,,,,19.8,,,55
2017-12-05T05:40:56.766Z,,,,19.8,,,55
2017-12-05T05:41:06.686Z,,,,19.8,,,55
2017-12-05T05:41:16.689Z,,,,19.8,,,55
2017-12-05T05:41:26.688Z,,,,19.8,,,55
2017-12-05T05:41:36.693Z,,,,19.8,,,55
2017-12-05T05:41:46.697Z,,,,19.8,,,55
2017-12-05T05:41:56.773Z,,,,19.8,,,55
2017-12-05T05:42:06.688Z,,,,19.8,,,55
2017-12-05T05:42:16.691Z,,,,19.8,,,55
2017-12-05T05:42:26.687Z,,,,19.8,,,55
2017-12-05T05:42:36.685Z,,,,19.8,31.6,,55
2017-12-05T05:42:46.686Z,,,,19.8,,,55
2017-12-05T05:42:56.765Z,,,,19.8,,,55
2017-12-05T05:43:06.685Z,,,,19.8,,,55
2017-12-05T05:43:16.685Z,,,,19.6,,,55
2017-12-05T05:43:26.685Z,,,,19.8,,,55
2017-12-05T05:43:36.688Z,,,,19.8,,,55
2017-12-05T05:43:46.691Z,,,,19.8,,,55
2017-12-05T05:43:56.767Z,,,,19.8,,,55
2017-12-05T05:44:06.689Z,,,,19.6,,,55
2017-12-05T05:44:16.686Z,,,,19.6,,,55
2017-12-05T05:45:15.308Z,,,,19.6,,,55
2017-12-05T05:45:15.309Z,,,,19.6,31.5,,55
2017-12-05T05:45:15.316Z,,,,19.6,,,55
2017-12-05T05:45:20.269Z,,,,19.6,,,55
2017-12-05T05:45:26.686Z,,,,19.6,,,55
2017-12-05T05:45:36.685Z,,,,19.6,,,55
2017-12-05T05:45:46.686Z,,,,19.6,,,55
2017-12-05T05:45:56.776Z,,,,19.6,,,55
2017-12-05T05:46:06.686Z,,,,19.6,,,55
2017-12-05T05:46:16.686Z,,,,19.6,,,55
2017-12-05T05:46:26.686Z,,,,19.6,,,55
2017-12-05T05:46:36.685Z,,,,19.6,31.4,,55
2017-12-05T05:46:46.686Z,,,,19.6,,,55
2017-12-05T05:46:56.766Z,,,,19.6,,,55
2017-12-05T05:47:06.686Z,,,,19.6,,,55
2017-12-05T05:47:16.686Z,,,,19.6,,,55
2017-12-05T05:47:26.694Z,,,,19.6,,,55
2017-12-05T05:47:36.686Z,,,,19.6,,,55
2017-12-05T05:47:46.687Z,,,,19.6,,,55
2017-12-05T05:47:56.766Z,,,,19.6,,,55
2017-12-05T05:48:06.686Z,,,,19.6,,,55
2017-12-05T05:48:16.720Z,,,,19.6,,,55
2017-12-05T05:48:26.689Z,,,,19.6,,,55
2017-12-05T05:48:36.690Z,,,,19.6,,,55
2017-12-05T05:48:46.692Z,,,,19.6,,,55
2017-12-05T05:48:56.766Z,,,,19.6,31.2,,55
2017-12-05T05:49:06.688Z,,,,19.6,,,55
2017-12-05T05:49:16.686Z,,,,19.6,,,55
2017-12-05T05:49:26.686Z,,,,19.6,,,55
2017-12-05T05:49:36.686Z,,,,19.6,,,55
2017-12-05T05:49:46.686Z,,,,19.6,,,55
2017-12-05T05:49:57.766Z,,,,19.6,,,55
2017-12-05T05:50:06.686Z,,,,19.6,,,55
2017-12-05T05:50:16.687Z,,,,19.6,,,55
2017-12-05T05:50:26.697Z,,,,19.5,,,55
2017-12-05T05:50:36.693Z,,,,19.6,,,55
2017-12-05T05:50:46.720Z,,,,19.5,,,55
2017-12-05T05:50:56.775Z,,,,19.5,,,55
2017-12-05T05:51:06.686Z,,,,19.5,,,55
2017-12-05T05:51:16.691Z,,,,19.5,,,55
2017-12-05T05:51:26.701Z,,,,19.5,31.1,,55
2017-12-05T05:51:36.687Z,,,,19.5,,,55
2017-12-05T05:51:46.704Z,,,,19.5,,,55
2017-12-05T05:51:56.767Z,,,,19.5,,,55
2017-12-05T05:52:06.687Z,,,,19.5,,,55
2017-12-05T05:52:16.702Z,,,,19.5,,,55
2017-12-05T05:52:26.712Z,,,,19.5,,,55
2017-12-05T05:52:36.707Z,,,,19.5,,,55
2017-12-05T05:52:47.854Z,,,,19.5,,,55
2017-12-05T05:52:56.778Z,,,,19.5,,,55
2017-12-05T05:53:06.703Z,,,,19.5,,,55
2017-12-05T05:53:16.687Z,,,,19.5,,,55
2017-12-05T05:53:26.698Z,,,,19.5,31,,55
2017-12-05T05:53:36.695Z,,,,19.5,,,55
2017-12-05T05:53:46.688Z,,,,19.5,,,55
2017-12-05T05:53:56.770Z,,,,19.5,,,55
2017-12-05T05:54:06.695Z,,,,19.5,,,55
2017-12-05T05:54:16.691Z,,,,19.5,,,55
2017-12-05T05:54:26.731Z,,,,19.5,,,55
2017-12-05T05:54:36.711Z,,,,19.5,,,55
2017-12-05T05:54:46.687Z,,,,19.5,,,55
2017-12-05T05:54:56.785Z,,,,19.5,,,55
2017-12-05T05:55:06.693Z,,,,19.5,,,55
2017-12-05T05:55:16.687Z,,,,19.5,,,55
2017-12-05T05:55:26.694Z,,,,19.5,,,55
2017-12-05T05:55:41.779Z,,,,19.5,31,,55
2017-12-05T05:55:46.688Z,,,,19.5,30.9,,55
2017-12-05T05:55:56.773Z,,,,19.5,30.9,,55
2017-12-05T05:56:06.695Z,,,,19.5,,,55
2017-12-05T05:56:16.687Z,,,,19.5,,,55
2017-12-05T05:56:26.695Z,,,,19.5,,,55
2017-12-05T05:56:36.687Z,,,,19.5,,,55
2017-12-05T05:56:46.689Z,,,,19.3,,,55
2017-12-05T05:56:56.771Z,,,,19.5,,,55
