Time,ActPow,HwTOutlet,HwTSet,HwActive,PrimT,PrimTSet,ChActive
2018-02-04T00:00:08.837Z,,16.8,54,,,,
2018-02-04T00:00:23.644Z,,16.7,54,,34.6,,
2018-02-04T00:00:33.585Z,,16.7,54,,,,
2018-02-04T00:00:53.782Z,,16.5,54,,,,
2018-02-04T00:01:03.750Z,,16.5,54,,,,
2018-02-04T00:01:13.599Z,0,,,0,34.6,61,2
2018-02-04T00:01:23.626Z,,16.5,54,,,,
2018-02-04T00:01:38.681Z,,16.4,54,,,,
2018-02-04T00:01:43.586Z,,,,,34.5,,
2018-02-04T00:01:58.751Z,,16.4,54,,,,
2018-02-04T00:02:03.697Z,,16.4,54,,,,
2018-02-04T00:02:23.584Z,,16.2,54,,,,
2018-02-04T00:02:34.119Z,,16.2,54,,,,
2018-02-04T00:02:53.817Z,,16.2,54,,,,
2018-02-04T00:03:03.584Z,,16.2,54,,34.4,,
2018-02-04T00:03:23.834Z,,16.1,54,,,,
2018-02-04T00:03:33.840Z,,16.1,54,,,,
2018-02-04T00:03:53.899Z,,16.1,54,,,,
2018-02-04T00:04:08.808Z,,16.1,54,,34.3,,
2018-02-04T00:04:23.709Z,,15.9,54,,,,
2018-02-04T00:04:33.813Z,,15.9,54,,,,
2018-02-04T00:04:53.790Z,,15.9,54,,,,
2018-02-04T00:05:03.890Z,,15.9,54,,34.2,,
2018-02-04T00:05:23.731Z,,15.9,54,,,,
2018-02-04T00:05:33.590Z,42,15.9,54,0,36.7,,2
2018-02-04T00:05:43.828Z,29,15.7,54,,39.7,,
2018-02-04T00:05:53.708Z,,15.7,54,,37.8,,
2018-02-04T00:06:03.713Z,,16.1,54,,38.3,,
2018-02-04T00:06:13.764Z,,17.5,54,,38.7,,
2018-02-04T00:06:23.591Z,,18.2,54,,,,
2018-02-04T00:06:33.711Z,,,,,38.9,,
2018-02-04T00:06:43.838Z,,19.2,54,,,,
2018-02-04T00:06:54.171Z,,,,,39.1,,
2018-02-04T00:07:08.696Z,,19.6,54,,,,
2018-02-04T00:07:13.594Z,,20.1,54,,39.2,,
2018-02-04T00:07:33.905Z,,20.4,54,,39.4,,
2018-02-04T00:07:48.697Z,,20.6,54,,39.5,,
2018-02-04T00:08:03.657Z,,21.1,54,,39.6,,
2018-02-04T00:08:13.593Z,,,,,39.7,,
2018-02-04T00:08:23.608Z,,21.3,54,,,,
2018-02-04T00:08:33.609Z,,,,,40,,
2018-02-04T00:08:43.645Z,,21.6,54,,,,
2018-02-04T00:08:53.722Z,,,,,40.1,,
2018-02-04T00:09:03.679Z,,21.6,54,,40.3,,
2018-02-04T00:09:13.832Z,,21.7,54,,40.6,,
2018-02-04T00:09:23.638Z,,22,54,,,,
2018-02-04T00:09:33.621Z,30,,,,40.7,,
2018-02-04T00:09:43.666Z,30,22.1,54,,41,,
2018-02-04T00:09:54.502Z,,22.4,54,,,,
2018-02-04T00:10:03.645Z,29,22.4,54,,41.2,,
2018-02-04T00:10:13.957Z,,22.5,54,,41.5,,
2018-02-04T00:10:23.709Z,,22.7,54,,,,
2018-02-04T00:10:33.596Z,,,,,41.7,,
2018-02-04T00:10:48.776Z,0,22.8,54,0,41.6,,2
2018-02-04T00:10:53.692Z,,23,54,,39.1,,
2018-02-04T00:11:03.640Z,,23,54,,38,,
2018-02-04T00:11:13.767Z,,23,54,,37.3,,
2018-02-04T00:11:23.591Z,,23,54,,36.5,,
2018-02-04T00:11:33.637Z,,22.7,54,,,,
2018-02-04T00:11:43.607Z,,,,,35.6,,
2018-02-04T00:11:53.713Z,,22.6,54,,,,
2018-02-04T00:12:03.717Z,,22.6,54,,34.7,,
2018-02-04T00:12:18.786Z,,22.4,54,,,,
2018-02-04T00:12:23.628Z,,,,,34.4,,
2018-02-04T00:12:33.855Z,,22.2,54,,33.9,,
2018-02-04T00:12:43.717Z,,22.1,54,,,,
2018-02-04T00:12:53.840Z,,22.1,54,,33.7,,
2018-02-04T00:13:08.715Z,,22,54,,33.5,,
2018-02-04T00:13:13.673Z,,22,54,,33.2,,
2018-02-04T00:13:23.599Z,,21.7,54,,,,
2018-02-04T00:13:33.949Z,,,,,32.9,,
2018-02-04T00:13:43.760Z,,21.6,54,,32.8,,
2018-02-04T00:13:53.790Z,,21.6,54,,,,
2018-02-04T00:14:03.771Z,,21.5,54,,,,
2018-02-04T00:14:14.267Z,,21.3,54,,,,
2018-02-04T00:14:39.063Z,,21.3,54,,,,
2018-02-04T00:14:43.770Z,,21.2,54,0,32.8,,2
2018-02-04T00:14:54.781Z,36,21.1,54,,38.1,,
2018-02-04T00:15:03.772Z,29,20.6,54,,39.5,,
2018-02-04T00:15:18.864Z,,20.5,54,,38.8,,
2018-02-04T00:15:28.864Z,29,20.8,54,,39.7,,
2018-02-04T00:15:33.673Z,29,21.3,54,,40.1,,
2018-02-04T00:15:43.738Z,,21.6,54,,,,
2018-02-04T00:15:59.064Z,,21.9,54,,40.5,,
2018-02-04T00:16:03.872Z,,22.1,54,,41.1,,
2018-02-04T00:16:18.767Z,,22.5,54,,,,
2018-02-04T00:16:28.865Z,,,,,41.4,,
2018-02-04T00:16:38.865Z,,22.5,54,,41.8,,
2018-02-04T00:16:43.670Z,,22.6,54,,42,,
2018-02-04T00:16:53.925Z,,22.6,54,,,,
2018-02-04T00:17:08.840Z,,,,,42.2,,
2018-02-04T00:17:18.763Z,,22.7,54,,42.6,,
2018-02-04T00:17:23.655Z,,22.8,54,,,,
2018-02-04T00:17:38.711Z,,23.2,54,,42.8,,
2018-02-04T00:17:43.671Z,29,22.7,54,,43.1,,
2018-02-04T00:17:53.784Z,,22.8,54,,,,
2018-02-04T00:18:08.867Z,,23,54,,43.2,,
2018-02-04T00:18:13.604Z,,23,54,,43.4,,
2018-02-04T00:18:23.621Z,30,23.1,54,,43.5,,
2018-02-04T00:18:39.068Z,29,23.2,54,,43.6,,
2018-02-04T00:18:48.775Z,,23.3,54,,43.8,,
2018-02-04T00:18:58.867Z,,23.3,54,,44,,
2018-02-04T00:19:03.675Z,,23.4,54,,,,
2018-02-04T00:19:13.748Z,,23.4,54,,44.2,,
2018-02-04T00:19:29.006Z,,23.6,54,,44.3,,
2018-02-04T00:19:33.882Z,,23.7,54,,44.4,,
2018-02-04T00:19:43.679Z,,23.8,54,,44.6,,
2018-02-04T00:19:53.721Z,,23.9,54,,44.7,,
2018-02-04T00:20:08.868Z,,23.9,54,,44.8,,
2018-02-04T00:20:13.673Z,,24,54,,45,,
2018-02-04T00:20:23.777Z,,24.2,54,,,,
2018-02-04T00:20:39.469Z,,24.2,54,,45.1,,
2018-02-04T00:20:43.675Z,30,24.3,54,,45.2,,
2018-02-04T00:20:58.969Z,29,24.3,54,,45.3,,
2018-02-04T00:21:08.871Z,,24.3,54,,45.4,,
2018-02-04T00:21:13.675Z,,24.4,54,,45.5,,
2018-02-04T00:21:23.674Z,30,24.5,54,,45.7,,
2018-02-04T00:21:38.981Z,29,24.7,54,,45.8,,
2018-02-04T00:21:49.070Z,,24.7,54,,46,,
2018-02-04T00:21:53.821Z,0,24.7,54,0,44.7,,2
2018-02-04T00:22:08.705Z,,24.9,54,,42.9,,
2018-02-04T00:22:19.476Z,,25,54,,41.9,,
2018-02-04T00:22:23.677Z,,25,54,,40.9,,
2018-02-04T00:22:38.871Z,,24.8,54,,40.7,,
2018-02-04T00:22:48.848Z,,24.7,54,,39.9,,
2018-02-04T00:22:59.372Z,,24.5,54,,39.7,,
2018-02-04T00:23:04.079Z,,24.5,54,,38.9,,
2018-02-04T00:23:13.668Z,,24.4,54,,38.8,,
2018-02-04T00:23:23.770Z,,24.3,54,,38.4,,
2018-02-04T00:23:33.678Z,,24.2,54,,37.9,,
2018-02-04T00:23:49.310Z,,24.2,54,,37.8,,
2018-02-04T00:23:53.781Z,,23.9,54,,37.6,,
2018-02-04T00:24:03.880Z,,23.9,54,,37.4,,
2018-02-04T00:24:19.491Z,,23.8,54,,36.9,,
2018-02-04T00:24:28.950Z,,23.7,54,,,,
2018-02-04T00:24:33.592Z,,23.6,54,,36.8,,
2018-02-04T00:24:43.770Z,,23.6,54,,36.6,,
2018-02-04T00:24:53.890Z,,23.4,54,,36.4,,
2018-02-04T00:25:03.724Z,,23.3,54,,,,
2018-02-04T00:25:13.606Z,,23.1,54,,,,
2018-02-04T00:25:23.612Z,,23.1,54,,,,
2018-02-04T00:25:33.709Z,,23.2,54,,36.3,,
2018-02-04T00:25:43.630Z,,23.1,54,,,,
2018-02-04T00:25:53.791Z,,22.8,54,,,,
2018-02-04T00:26:03.637Z,,22.6,54,,,,
2018-02-04T00:26:18.882Z,,22.4,54,,,,
2018-02-04T00:26:23.641Z,,22.1,54,,,,
2018-02-04T00:26:33.723Z,,21.7,54,,,,
2018-02-04T00:26:43.682Z,,21.6,54,,,,
2018-02-04T00:26:54.423Z,,21.3,54,,,,
2018-02-04T00:27:03.662Z,,21.1,54,,36.4,,
2018-02-04T00:27:13.674Z,,20.9,54,,,,
2018-02-04T00:27:23.642Z,,20.6,54,,,,
2018-02-04T00:27:33.737Z,,20.5,54,,,,
2018-02-04T00:27:43.605Z,,20.2,54,,36.5,,
2018-02-04T00:27:58.917Z,,20.1,54,,,,
2018-02-04T00:28:03.685Z,,20,54,,36.6,,
2018-02-04T00:28:13.604Z,,19.8,54,,,,
2018-02-04T00:28:23.747Z,,19.7,54,,36.7,,
2018-02-04T00:28:33.695Z,,19.6,54,,,,
2018-02-04T00:28:43.622Z,,19.4,54,,,,
2018-02-04T00:28:58.842Z,,19.3,54,,36.8,,
2018-02-04T00:29:03.693Z,,19.2,54,,,,
2018-02-04T00:29:13.636Z,,19,54,,,,
2018-02-04T00:29:23.724Z,,19,54,,,,
2018-02-04T00:29:33.806Z,,18.9,54,,36.9,,
2018-02-04T00:29:48.767Z,,18.8,54,,,,
2018-02-04T00:29:53.816Z,,18.6,54,,,,
2018-02-04T00:30:03.597Z,,18.6,54,,,,
2018-02-04T00:30:13.708Z,,18.6,54,,,,
2018-02-04T00:30:23.677Z,,18.5,54,,,,
2018-02-04T00:30:33.661Z,,18.5,54,,,,
2018-02-04T00:30:43.617Z,,18.4,54,,,,
2018-02-04T00:30:53.719Z,,18.4,54,,,,
2018-02-04T00:31:03.772Z,,18.2,54,,,,
2018-02-04T00:31:13.703Z,,18.2,54,,,,
2018-02-04T00:31:28.972Z,,18.1,54,,,,
2018-02-04T00:31:33.738Z,,18.1,54,,,,
2018-02-04T00:31:43.694Z,,17.9,54,,36.8,,
2018-02-04T00:31:54.445Z,,17.9,54,,,,
2018-02-04T00:32:03.683Z,,17.8,54,,,,
2018-02-04T00:32:14.106Z,,17.8,54,,,,
2018-02-04T00:32:23.988Z,,17.8,54,,,,
2018-02-04T00:32:33.666Z,,17.7,54,,,,
2018-02-04T00:32:43.723Z,,17.7,54,,,,
2018-02-04T00:32:59.082Z,,17.7,54,,,,
2018-02-04T00:33:03.689Z,,17.5,54,,36.7,,
2018-02-04T00:33:13.887Z,,17.5,54,,,,
2018-02-04T00:33:23.689Z,,17.5,54,,,,
2018-02-04T00:33:38.702Z,,17.4,54,,,,
2018-02-04T00:33:48.715Z,,17.4,54,,,,
2018-02-04T00:33:58.883Z,,17.4,54,,36.6,,
2018-02-04T00:34:09.083Z,,17.3,54,,,,
2018-02-04T00:34:18.885Z,,17.3,54,,,,
2018-02-04T00:34:28.884Z,,17.3,54,,,,
2018-02-04T00:34:38.787Z,,17.1,54,,,,
2018-02-04T00:34:43.752Z,,17.1,54,,,,
2018-02-04T00:34:53.972Z,,17.1,54,,,,
2018-02-04T00:35:08.985Z,,17.1,54,,36.5,,
2018-02-04T00:35:18.885Z,,17.1,54,,,,
2018-02-04T00:35:28.692Z,43,17,54,0,38.2,,2
2018-02-04T00:35:33.691Z,35,17,54,,41.2,,
2018-02-04T00:35:43.891Z,29,17,54,,40.7,,
2018-02-04T00:35:53.951Z,30,17.4,54,,40.1,,
2018-02-04T00:36:03.692Z,29,18.1,54,,40.5,,
2018-02-04T00:36:13.756Z,,18.6,54,,41,,
2018-02-04T00:36:23.690Z,,19.2,54,,,,
2018-02-04T00:36:33.861Z,30,19.7,54,,41.1,,
2018-02-04T00:36:43.891Z,,20.2,54,,,,
2018-02-04T00:36:58.864Z,29,20.6,54,,,,
2018-02-04T00:37:08.789Z,,20.9,54,,41.2,,
2018-02-04T00:37:13.650Z,,21.2,54,,,,
2018-02-04T00:37:24.292Z,30,21.3,54,,41.3,,
2018-02-04T00:37:33.709Z,29,21.5,54,,41.4,,
2018-02-04T00:37:43.692Z,,21.7,54,,41.5,,
2018-02-04T00:37:53.706Z,,21.9,54,,41.6,,
2018-02-04T00:38:08.810Z,,22,54,,41.7,,
2018-02-04T00:38:13.743Z,0,22.1,54,0,41.8,,2
2018-02-04T00:38:23.779Z,,22.2,54,,39.7,,
2018-02-04T00:38:33.772Z,,22.4,54,,37.9,,
2018-02-04T00:38:43.606Z,,22.2,54,,37.4,,
2018-02-04T00:38:53.704Z,,22.2,54,,36.9,,
2018-02-04T00:39:03.728Z,,22.1,54,,35.9,,
2018-02-04T00:39:13.717Z,,22,54,,35.8,,
2018-02-04T00:39:23.637Z,,21.9,54,,34.9,,
2018-02-04T00:39:33.606Z,,21.7,54,,,,
2018-02-04T00:39:43.743Z,,21.7,54,,34.5,,
2018-02-04T00:39:53.812Z,,21.7,54,,34.2,,
2018-02-04T00:40:03.712Z,,21.6,54,,33.9,,
2018-02-04T00:40:13.758Z,,21.5,54,,33.7,,
2018-02-04T00:40:23.669Z,,21.3,54,,33.5,,
2018-02-04T00:40:33.640Z,,21.3,54,,33.3,,
2018-02-04T00:40:43.638Z,,21.3,54,,33.2,,
2018-02-04T00:40:53.798Z,,21.3,54,,32.9,,
2018-02-04T00:41:03.662Z,,21.2,54,,32.8,,
2018-02-04T00:41:13.719Z,,21.2,54,,32.6,,
2018-02-04T00:41:23.643Z,,21.1,54,,,,
2018-02-04T00:41:33.995Z,,21.1,54,,,,
2018-02-04T00:41:43.609Z,,20.9,54,,,,
2018-02-04T00:41:53.705Z,,20.9,54,,,,
2018-02-04T00:42:08.843Z,,21.1,54,,,,
2018-02-04T00:42:13.858Z,,20.9,54,,,,
2018-02-04T00:42:28.808Z,,20.8,54,,,,
2018-02-04T00:42:33.608Z,,20.5,54,,,,
2018-02-04T00:42:43.968Z,,20.2,54,,,,
2018-02-04T00:42:53.787Z,,20,54,,,,
2018-02-04T00:43:03.871Z,,19.7,54,,,,
2018-02-04T00:43:13.661Z,,19.6,54,,,,
2018-02-04T00:43:23.611Z,,19.4,54,,,,
2018-02-04T00:43:33.621Z,,19.2,54,,,,
2018-02-04T00:43:48.791Z,,19,54,,,,
2018-02-04T00:43:53.831Z,,18.9,54,,32.7,,
2018-02-04T00:44:03.732Z,,18.8,54,,,,
2018-02-04T00:44:13.665Z,,18.6,54,,,,
2018-02-04T00:44:23.643Z,,18.5,54,,32.8,,
2018-02-04T00:44:33.629Z,,18.4,54,,,,
2018-02-04T00:44:43.998Z,,18.2,54,,,,
2018-02-04T00:44:53.979Z,44,18.1,54,0,34.1,,2
2018-02-04T00:45:03.624Z,32,17.9,54,,39.2,,
2018-02-04T00:45:18.717Z,29,17.8,54,,38.8,,
2018-02-04T00:45:23.820Z,,18.1,54,,38,,
2018-02-04T00:45:34.071Z,,18.8,54,,39.1,,
2018-02-04T00:45:43.701Z,,19.3,54,,39.4,,
2018-02-04T00:45:53.833Z,,19.6,54,,40,,
2018-02-04T00:46:03.634Z,,20.1,54,,,,
2018-02-04T00:46:13.780Z,,20.5,54,,40.3,,
2018-02-04T00:46:28.924Z,,20.6,54,,40.5,,
2018-02-04T00:46:33.655Z,,21.1,54,,40.7,,
2018-02-04T00:46:43.700Z,30,21.2,54,,41,,
2018-02-04T00:46:53.770Z,29,21.3,54,,41.1,,
2018-02-04T00:47:03.885Z,,21.5,54,,41.2,,
2018-02-04T00:47:13.712Z,,21.6,54,,41.4,,
2018-02-04T00:47:23.607Z,30,21.7,54,,41.5,,
2018-02-04T00:47:33.637Z,29,21.9,54,,41.6,,
2018-02-04T00:47:43.624Z,,22,54,,41.7,,
2018-02-04T00:47:54.090Z,29,22.1,54,,42,,
2018-02-04T00:48:03.696Z,,22.2,54,,,,
2018-02-04T00:48:13.636Z,,22.4,54,,42.2,,
2018-02-04T00:48:23.742Z,,22.5,54,,42.3,,
2018-02-04T00:48:33.642Z,,22.6,54,,42.4,,
2018-02-04T00:48:43.606Z,,22.7,54,,42.7,,
2018-02-04T00:48:53.709Z,,22.7,54,,42.8,,
2018-02-04T00:49:03.724Z,,23,54,,43,,
2018-02-04T00:49:13.735Z,,23.1,54,,43.1,,
2018-02-04T00:49:23.607Z,,23.1,54,,43.2,,
2018-02-04T00:49:33.609Z,,23.1,54,,43.3,,
2018-02-04T00:49:43.717Z,,23.3,54,,43.5,,
2018-02-04T00:49:53.754Z,,23.3,54,,43.6,,
2018-02-04T00:50:03.648Z,,23.4,54,,43.7,,
2018-02-04T00:50:13.629Z,,23.6,54,,44,,
2018-02-04T00:50:23.649Z,,23.6,54,,,,
2018-02-04T00:50:33.721Z,,23.7,54,,44.1,,
2018-02-04T00:50:43.829Z,,23.8,54,,44.2,,
2018-02-04T00:50:53.882Z,,23.8,54,,44.3,,
2018-02-04T00:51:03.773Z,,24,54,,44.4,,
2018-02-04T00:51:13.710Z,,24.2,54,,44.6,,
2018-02-04T00:51:23.804Z,,24.2,54,,44.7,,
2018-02-04T00:51:33.741Z,,24.3,54,,44.8,,
2018-02-04T00:51:43.701Z,,24.3,54,,45,,
2018-02-04T00:51:54.265Z,,24.3,54,,,,
2018-02-04T00:52:03.617Z,,24.4,54,,45.1,,
2018-02-04T00:52:13.717Z,,24.5,54,,45.2,,
2018-02-04T00:52:23.768Z,,24.7,54,,45.4,,
2018-02-04T00:52:33.688Z,,24.7,54,,45.5,,
2018-02-04T00:52:43.720Z,,24.7,54,,45.6,,
2018-02-04T00:52:53.729Z,,24.9,54,,45.7,,
2018-02-04T00:53:03.717Z,0,24.9,54,0,43.8,,2
2018-02-04T00:53:13.651Z,,24.9,54,,42.8,,
2018-02-04T00:53:24.302Z,,24.9,54,,41.9,,
2018-02-04T00:53:33.812Z,,24.8,54,,40.9,,
2018-02-04T00:53:43.613Z,,24.8,54,,40.6,,
2018-02-04T00:53:54.003Z,,24.7,54,,39.9,,
2018-02-04T00:54:03.622Z,,24.4,54,,39.6,,
2018-02-04T00:54:13.858Z,,24.3,54,,38.9,,
2018-02-04T00:54:28.882Z,,24.3,54,,38.7,,
2018-02-04T00:54:33.649Z,,24.2,54,,38.3,,
2018-02-04T00:54:43.617Z,,24,54,,37.9,,
2018-02-04T00:54:53.978Z,,23.9,54,,37.7,,
2018-02-04T00:55:03.657Z,,23.8,54,,37.5,,
2018-02-04T00:55:13.620Z,,23.8,54,,37.3,,
2018-02-04T00:55:23.702Z,,23.7,54,,36.9,,
2018-02-04T00:55:33.681Z,,23.6,54,,36.8,,
2018-02-04T00:55:48.723Z,,23.4,54,,36.6,,
2018-02-04T00:55:53.780Z,,23.3,54,,36.5,,
2018-02-04T00:56:03.623Z,,23.2,54,,36.3,,
2018-02-04T00:56:14.003Z,,23.2,54,,,,
2018-02-04T00:56:23.695Z,,23,54,,,,
2018-02-04T00:56:33.836Z,,23,54,,,,
2018-02-04T00:56:43.758Z,,23,54,,,,
2018-02-04T00:56:53.933Z,,23,54,,36.2,,
2018-02-04T00:57:03.626Z,,22.7,54,,,,
2018-02-04T00:57:13.676Z,,22.4,54,,,,
2018-02-04T00:57:23.695Z,,22.1,54,,,,
2018-02-04T00:57:33.849Z,,21.9,54,,,,
2018-02-04T00:57:43.637Z,,21.6,54,,,,
2018-02-04T00:57:53.731Z,,21.3,54,,,,
2018-02-04T00:58:03.996Z,,21.1,54,,,,
2018-02-04T00:58:13.691Z,,20.9,54,,36.3,,
2018-02-04T00:58:23.807Z,,20.6,54,,,,
2018-02-04T00:58:33.703Z,,20.5,54,,,,
2018-02-04T00:58:43.689Z,,20.2,54,,36.4,,
2018-02-04T00:58:54.185Z,,20.1,54,,,,
2018-02-04T00:59:03.635Z,,20,54,,,,
2018-02-04T00:59:13.785Z,,19.8,54,,36.5,,
2018-02-04T00:59:24.526Z,,19.6,54,,,,
2018-02-04T00:59:34.062Z,,19.4,54,,36.6,,
2018-02-04T00:59:43.618Z,,19.3,54,,,,
2018-02-04T00:59:53.941Z,,19.3,54,,36.7,,
2018-02-04T01:00:03.730Z,,19.2,54,,,,
2018-02-04T01:00:14.152Z,,19,54,,,,
2018-02-04T01:00:23.719Z,,18.9,54,,,,
2018-02-04T01:00:33.629Z,,18.8,54,,36.8,,
2018-02-04T01:00:44.128Z,,18.8,54,,,,
2018-02-04T01:00:53.759Z,,18.6,54,,,,
2018-02-04T01:01:03.869Z,,18.6,54,,,,
2018-02-04T01:01:13.782Z,,18.5,54,,,,
2018-02-04T01:01:23.661Z,0,18.5,54,0,36.8,61,2
2018-02-04T01:01:33.766Z,,18.4,54,,,,
2018-02-04T01:01:43.630Z,,18.4,54,,,,
2018-02-04T01:01:53.951Z,,18.2,54,,,,
2018-02-04T01:02:03.667Z,,18.2,54,,,,
2018-02-04T01:02:13.618Z,,18.1,54,,,,
2018-02-04T01:02:23.639Z,,18.1,54,,,,
2018-02-04T01:02:33.620Z,,17.9,54,,,,
2018-02-04T01:02:48.817Z,,17.9,54,,,,
2018-02-04T01:02:53.735Z,,17.9,54,,,,
2018-02-04T01:03:03.823Z,,17.8,54,,,,
2018-02-04T01:03:13.642Z,,17.8,54,,,,
2018-02-04T01:03:23.620Z,,17.7,54,,36.7,,
2018-02-04T01:03:33.672Z,,17.7,54,,,,
2018-02-04T01:03:48.744Z,,17.7,54,,,,
2018-02-04T01:03:54.057Z,41,17.5,54,0,39.2,,2
2018-02-04T01:04:03.654Z,30,17.5,54,,41.9,,
2018-02-04T01:04:13.648Z,29,17.5,54,,40.9,,
2018-02-04T01:04:23.624Z,,17.9,54,,41,,
2018-02-04T01:04:33.720Z,,18.8,54,,41.3,,
2018-02-04T01:04:48.765Z,,19.3,54,,41.5,,
2018-02-04T01:04:53.764Z,,19.8,54,,41.8,,
2018-02-04T01:05:03.705Z,,20.4,54,,41.9,,
2018-02-04T01:05:13.655Z,30,20.8,54,,42,,
2018-02-04T01:05:23.665Z,0,21.2,54,0,39.9,,2
2018-02-04T01:05:38.745Z,,21.5,54,,38.9,,
2018-02-04T01:05:43.625Z,,21.6,54,,37.8,,
2018-02-04T01:05:53.740Z,,21.6,54,,36.9,,
2018-02-04T01:06:03.637Z,,21.6,54,,35.9,,
2018-02-04T01:06:13.704Z,,21.5,54,,35.7,,
2018-02-04T01:06:23.719Z,,21.3,54,,34.9,,
2018-02-04T01:06:33.686Z,,21.2,54,,34.8,,
2018-02-04T01:06:43.666Z,,21.2,54,,34.4,,
2018-02-04T01:06:58.916Z,,21.1,54,,33.9,,
2018-02-04T01:07:08.756Z,,21.1,54,,33.8,,
2018-02-04T01:07:18.820Z,,20.9,54,,33.6,,
2018-02-04T01:07:28.821Z,,20.8,54,,33.3,,
2018-02-04T01:07:38.822Z,,20.8,54,,32.9,,
2018-02-04T01:07:43.681Z,,20.8,54,,32.8,,
2018-02-04T01:07:58.907Z,,20.9,54,,32.6,,
2018-02-04T01:08:08.920Z,,20.9,54,,32.5,,
2018-02-04T01:08:19.215Z,,20.9,54,,32.4,,
2018-02-04T01:08:28.738Z,,21.1,54,,32.3,,
2018-02-04T01:08:33.705Z,,21.1,54,,32.2,,
2018-02-04T01:08:43.649Z,,21.1,54,,32.1,,
2018-02-04T01:08:58.790Z,38,21.1,54,0,36,,2
2018-02-04T01:09:03.749Z,32,20.9,54,,37.1,,
2018-02-04T01:09:13.647Z,29,21.1,54,,38,,
2018-02-04T01:09:23.672Z,,21.1,54,,38.2,,
2018-02-04T01:09:33.638Z,,21.2,54,,39.1,,
2018-02-04T01:09:43.845Z,,21.5,54,,40,,
2018-02-04T01:09:53.739Z,,21.6,54,,40.3,,
2018-02-04T01:10:03.633Z,29,21.9,54,,41,,
2018-02-04T01:10:13.665Z,,22.1,54,,41.2,,
2018-02-04T01:10:23.720Z,,22.4,54,,41.5,,
2018-02-04T01:10:33.856Z,29,22.5,54,,42,,
2018-02-04T01:10:43.701Z,,22.7,54,,,,
2018-02-04T01:10:53.791Z,,22.8,54,,42.2,,
2018-02-04T01:11:04.025Z,,23,54,,42.4,,
2018-02-04T01:11:13.621Z,30,23.1,54,,42.6,,
2018-02-04T01:11:28.725Z,29,23.2,54,,42.7,,
2018-02-04T01:11:33.730Z,30,23.3,54,,43,,
2018-02-04T01:11:43.748Z,29,23.4,54,,,,
2018-02-04T01:11:53.900Z,,23.6,54,,43.1,,
2018-02-04T01:12:08.733Z,,23.7,54,,43.3,,
2018-02-04T01:12:13.792Z,,23.8,54,,43.4,,
2018-02-04T01:12:23.658Z,30,23.8,54,,43.6,,
2018-02-04T01:12:33.622Z,29,23.9,54,,43.7,,
2018-02-04T01:12:43.791Z,30,24,54,,43.8,,
2018-02-04T01:12:53.751Z,29,24,54,,44,,
2018-02-04T01:13:03.652Z,,24.2,54,,,,
2018-02-04T01:13:13.666Z,,24.2,54,,44.1,,
2018-02-04T01:13:23.623Z,30,24.3,54,,44.3,,
2018-02-04T01:13:33.626Z,29,24.3,54,,44.4,,
2018-02-04T01:13:43.712Z,,24.4,54,,44.5,,
2018-02-04T01:13:54.113Z,,24.4,54,,44.6,,
2018-02-04T01:14:03.757Z,,24.5,54,,44.7,,
2018-02-04T01:14:13.654Z,,24.5,54,,44.8,,
2018-02-04T01:14:28.774Z,,24.5,54,,45,,
2018-02-04T01:14:33.675Z,,24.7,54,,45.1,,
2018-02-04T01:14:43.700Z,0,24.7,54,0,42.9,,2
2018-02-04T01:14:53.729Z,,24.7,54,,41.9,,
2018-02-04T01:15:03.885Z,,24.7,54,,40.7,,
2018-02-04T01:15:13.628Z,,24.5,54,,39.9,,
2018-02-04T01:15:23.642Z,,24.4,54,,39.7,,
2018-02-04T01:15:38.722Z,,24.2,54,,38.9,,
2018-02-04T01:15:43.633Z,,24,54,,38.6,,
2018-02-04T01:15:53.834Z,,24,54,,37.9,,
2018-02-04T01:16:03.891Z,,23.8,54,,37.8,,
2018-02-04T01:16:13.626Z,,23.7,54,,37.5,,
2018-02-04T01:16:23.716Z,,23.6,54,,36.9,,
2018-02-04T01:16:38.727Z,,23.4,54,,36.8,,
2018-02-04T01:16:43.716Z,,23.4,54,,36.5,,
2018-02-04T01:16:53.867Z,,23.3,54,,36.3,,
2018-02-04T01:17:03.749Z,,23.2,54,,36.1,,
2018-02-04T01:17:13.627Z,,23.1,54,,35.9,,
2018-02-04T01:17:23.898Z,,23.1,54,,35.8,,
2018-02-04T01:17:33.698Z,,23,54,,35.5,,
2018-02-04T01:17:43.638Z,,22.8,54,,,,
2018-02-04T01:17:54.097Z,,22.7,54,,,,
2018-02-04T01:18:03.652Z,,22.6,54,,,,
2018-02-04T01:18:13.743Z,,22.6,54,,,,
2018-02-04T01:18:23.708Z,,22.6,54,,,,
2018-02-04T01:18:33.624Z,,22.5,54,,,,
2018-02-04T01:18:43.716Z,,22.4,54,,,,
2018-02-04T01:18:53.849Z,,22,54,,,,
2018-02-04T01:19:03.872Z,,21.7,54,,,,
2018-02-04T01:19:14.068Z,,21.5,54,,,,
2018-02-04T01:19:23.786Z,,21.2,54,,35.4,,
2018-02-04T01:19:33.910Z,,20.9,54,,35.5,,
2018-02-04T01:19:43.699Z,,20.6,54,,,,
2018-02-04T01:19:53.790Z,,20.5,54,,,,
2018-02-04T01:20:03.637Z,,20.4,54,,,,
2018-02-04T01:20:13.721Z,,20.1,54,,35.6,,
