Time,HwTSet,PrimTSet,HwActive,HwTOutlet,ActPow,ChActive,PrimT
2017-11-29T00:00:01.053Z,52,,1,40,32,0,40
2017-11-29T00:00:11.043Z,52,,0,40.8,0,0,41.7
2017-11-29T00:00:21.043Z,52,,,41.5,,,40.9
2017-11-29T00:00:31.044Z,52,,,41.4,,,40.8
2017-11-29T00:00:41.045Z,52,,,41.3,,,40.7
2017-11-29T00:00:51.043Z,52,,,41.2,,,
2017-11-29T00:01:01.043Z,52,,,41.1,,,40.6
2017-11-29T00:01:11.043Z,52,,0,40.9,,2,
2017-11-29T00:01:21.042Z,52,58,,40.8,,,
2017-11-29T00:01:31.042Z,52,,,40.7,,,
2017-11-29T00:01:41.043Z,52,,,40.6,,,
2017-11-29T00:01:51.042Z,52,,,40.5,,,
2017-11-29T00:02:01.043Z,52,,,40.4,,,
2017-11-29T00:02:11.042Z,52,,,40.3,,,
2017-11-29T00:02:21.042Z,52,,,40.2,,,
2017-11-29T00:02:31.042Z,52,,,40.1,,,
2017-11-29T00:02:41.042Z,52,,,40,,,
2017-11-29T00:02:51.042Z,52,,,39.9,,,
2017-11-29T00:03:01.045Z,52,,,39.8,,,
2017-11-29T00:03:11.043Z,52,,,39.7,,,
2017-11-29T00:03:21.083Z,52,,,39.6,,,
2017-11-29T00:03:31.075Z,52,,,39.5,,,40.7
2017-11-29T00:03:41.071Z,52,,,39.4,,,
2017-11-29T00:03:51.051Z,52,,,39.4,,,
2017-11-29T00:04:01.049Z,52,,,39.3,,,
2017-11-29T00:04:11.043Z,52,,,39.2,,,40.6
2017-11-29T00:04:21.042Z,52,,,39.1,,,40.7
2017-11-29T00:04:31.043Z,52,,,38.9,,,
2017-11-29T00:04:41.044Z,52,,,38.8,,,40.6
2017-11-29T00:04:51.044Z,52,,,38.7,,,
2017-11-29T00:05:01.043Z,52,,,38.6,,,
2017-11-29T00:05:11.042Z,52,,,38.5,,,
2017-11-29T00:05:21.047Z,52,,,38.4,,,
2017-11-29T00:05:31.048Z,52,,,38.4,,,
2017-11-29T00:05:41.043Z,52,,,38.3,,,
2017-11-29T00:05:51.043Z,52,,,38.2,,,
2017-11-29T00:06:01.045Z,52,,,38.1,,,
2017-11-29T00:06:11.043Z,52,,,38,,,
2017-11-29T00:06:21.045Z,52,,,37.9,,,
2017-11-29T00:06:31.042Z,52,,,37.8,,,40.5
2017-11-29T00:06:41.043Z,52,,,37.7,,,
2017-11-29T00:06:51.043Z,52,,,37.7,,,
2017-11-29T00:07:01.046Z,52,,,37.6,,,
2017-11-29T00:07:11.043Z,52,,,37.5,,,
2017-11-29T00:07:21.042Z,52,,,37.4,,,
2017-11-29T00:07:31.047Z,52,,,37.4,,,
2017-11-29T00:07:41.047Z,52,,,37.3,,,40.4
2017-11-29T00:07:51.042Z,52,,,37.2,,,
2017-11-29T00:08:01.048Z,52,,,37.1,,,
2017-11-29T00:08:11.047Z,52,,,37.1,,,
2017-11-29T00:08:21.044Z,52,,,36.9,,,40.3
2017-11-29T00:08:31.048Z,52,,,36.8,,,
2017-11-29T00:08:41.042Z,52,,,36.7,,,
2017-11-29T00:08:51.042Z,52,,,36.7,,,
2017-11-29T00:09:01.048Z,52,,,36.6,,,
2017-11-29T00:09:11.042Z,52,,,36.5,,,40.2
2017-11-29T00:09:21.042Z,52,,,36.4,,,
2017-11-29T00:09:31.043Z,52,,,36.4,,,
2017-11-29T00:09:41.043Z,52,,,36.3,,,
2017-11-29T00:09:51.048Z,52,,,36.2,,,40.1
2017-11-29T00:10:01.043Z,52,,,36.2,,,
2017-11-29T00:10:11.042Z,52,,,36.1,,,
2017-11-29T00:10:21.042Z,52,,,36,,,
2017-11-29T00:10:31.043Z,52,,,36,,,
2017-11-29T00:10:41.042Z,52,,,35.9,,,40
2017-11-29T00:10:51.042Z,52,,,35.8,,,
2017-11-29T00:11:01.043Z,52,,,35.8,,,
2017-11-29T00:11:11.044Z,52,,,35.7,,,
2017-11-29T00:11:21.042Z,52,,,35.7,,,39.9
2017-11-29T00:11:31.043Z,52,,0,35.6,40,2,43.3
2017-11-29T00:11:41.042Z,52,,,35.5,29,,43.7
2017-11-29T00:11:51.042Z,52,,,35.5,30,,37.8
2017-11-29T00:12:01.043Z,52,,,35.4,30,,35.9
2017-11-29T00:12:11.042Z,52,,,35.4,29,,33.7
2017-11-29T00:12:21.042Z,52,,,35.3,29,,32.9
2017-11-29T00:12:31.042Z,52,,,35.2,,,32.7
2017-11-29T00:12:41.047Z,52,,,35.2,,,33.3
2017-11-29T00:12:51.042Z,52,,,35.1,,,33.7
2017-11-29T00:13:01.043Z,52,,,34.9,29,,34
2017-11-29T00:13:11.042Z,52,,,34.9,30,,34.2
2017-11-29T00:13:21.042Z,52,,,34.8,,,34.3
2017-11-29T00:13:31.043Z,52,,,34.8,29,,34.4
2017-11-29T00:13:41.042Z,52,,,34.7,,,34.6
2017-11-29T00:13:51.042Z,52,,,34.7,,,34.8
2017-11-29T00:14:01.042Z,52,,,34.6,,,35.1
2017-11-29T00:14:11.043Z,52,,,34.6,,,35.4
2017-11-29T00:14:21.043Z,52,,,34.5,30,,35.6
2017-11-29T00:14:31.043Z,52,,,34.5,29,,35.9
2017-11-29T00:14:41.042Z,52,,,34.4,,,36.1
2017-11-29T00:14:51.046Z,52,,,34.4,30,,36.3
2017-11-29T00:15:01.043Z,52,,,34.3,,,36.5
2017-11-29T00:15:11.113Z,52,,,34.3,29,,36.7
2017-11-29T00:15:21.045Z,52,,,34.2,30,,37.1
2017-11-29T00:15:31.043Z,52,,,34.2,29,,37.2
2017-11-29T00:15:41.042Z,52,,,34.1,,,37.4
2017-11-29T00:15:51.042Z,52,,,34.1,,,37.6
2017-11-29T00:16:01.049Z,52,,,34,30,,37.8
2017-11-29T00:16:11.042Z,52,,,34,29,,38
2017-11-29T00:16:21.042Z,52,,,34,,,
2017-11-29T00:16:31.043Z,52,,,33.9,,,38.2
2017-11-29T00:16:41.042Z,52,,,33.9,,,38.3
2017-11-29T00:16:51.042Z,52,,,33.8,30,,38.5
2017-11-29T00:17:01.042Z,52,,,33.8,29,,38.6
2017-11-29T00:17:11.042Z,52,,,33.8,,,38.8
2017-11-29T00:17:21.042Z,52,,,33.7,29,,39.1
2017-11-29T00:17:31.042Z,52,,,33.7,,,39.2
2017-11-29T00:17:41.042Z,52,,,33.6,30,,39.3
2017-11-29T00:17:51.042Z,52,,,33.6,,,39.5
2017-11-29T00:18:01.052Z,52,,,33.6,,,39.6
2017-11-29T00:18:11.041Z,52,,,33.5,,,39.8
2017-11-29T00:18:21.042Z,52,,,33.5,29,,40
2017-11-29T00:18:31.043Z,52,,,33.5,30,,40.1
2017-11-29T00:18:41.105Z,52,,,33.4,,,40.3
2017-11-29T00:18:51.042Z,52,,,33.4,29,,40.4
2017-11-29T00:19:01.043Z,52,,,33.3,,,40.6
2017-11-29T00:19:11.042Z,52,,,33.3,,,40.8
2017-11-29T00:19:21.042Z,52,,,33.3,30,,41
2017-11-29T00:19:31.042Z,52,,,33.3,,,41.1
2017-11-29T00:19:41.046Z,52,,0,33.2,0,2,39.9
2017-11-29T00:19:51.044Z,52,,,33.2,,,37.8
2017-11-29T00:20:01.043Z,52,,,33.2,,,36.8
2017-11-29T00:20:11.042Z,52,,,33.1,,,36.3
2017-11-29T00:20:21.042Z,52,,,33.1,,,36.2
2017-11-29T00:20:31.042Z,52,,,33.1,,,
2017-11-29T00:20:41.042Z,52,,,33.1,,,
2017-11-29T00:20:51.044Z,52,,,33.1,,,
2017-11-29T00:21:01.042Z,52,,,32.9,,,36.1
2017-11-29T00:21:11.042Z,52,,,32.9,,,35.9
2017-11-29T00:21:21.049Z,52,,,32.9,,,
2017-11-29T00:21:31.042Z,52,,,32.8,,,35.8
2017-11-29T00:21:41.045Z,52,,,32.8,,,35.7
2017-11-29T00:21:51.045Z,52,,,32.8,,,
2017-11-29T00:22:01.045Z,52,,,32.8,,,
2017-11-29T00:22:11.042Z,52,,,32.8,,,
2017-11-29T00:22:21.044Z,52,,,32.7,,,
2017-11-29T00:22:31.046Z,52,,,32.7,,,35.6
2017-11-29T00:22:41.041Z,52,,,32.7,,,
2017-11-29T00:22:51.047Z,52,,,32.7,,,
2017-11-29T00:23:01.042Z,52,,,32.6,,,
2017-11-29T00:23:11.047Z,52,,,32.6,,,
2017-11-29T00:23:21.047Z,52,,,32.6,,,35.5
2017-11-29T00:23:31.047Z,52,,,32.6,,,
2017-11-29T00:23:41.042Z,52,,,32.5,,,
2017-11-29T00:23:51.042Z,52,,,32.5,,,
2017-11-29T00:24:01.042Z,52,,,32.5,,,
2017-11-29T00:24:11.042Z,52,,,32.5,,,
2017-11-29T00:24:21.042Z,52,,,32.4,,,
2017-11-29T00:24:31.041Z,52,,,32.4,,,
